model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,16,5,0.206,0.0024,-0.2037,-0.0701,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,2,0,0.0202,0.0919,0.0717,-0.0364,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,3,0,0.0198,0.1003,0.0805,0.0181,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,5,0,0.0656,0.1512,0.0856,-0.032,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,8,0,0.1283,0.1333,0.005,-0.0047,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,16,0,0.2009,0.0482,-0.1527,0.0121,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,2,1,0.0147,0.089,0.0744,-0.0122,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,3,1,0.0258,0.1093,0.0835,-0.0215,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,5,1,0.1043,0.1549,0.0506,0.0361,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,8,1,0.1196,0.1494,0.0298,-0.0126,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,16,1,0.1887,0.0049,-0.1839,0.0666,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,2,2,0.0294,0.1055,0.0762,-0.0182,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,3,2,0.0329,0.1255,0.0927,-0.0148,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,5,2,0.0658,0.1359,0.0701,-0.014,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,8,2,0.095,0.1526,0.0576,0.02,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,16,2,0.2079,0.0265,-0.1813,-0.014,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,2,3,0.0387,0.0373,-0.0014,-0.0172,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,3,3,0.0279,0.0369,0.009,-0.0418,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,5,3,0.0843,0.1719,0.0876,0.019,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,8,3,0.1067,0.1042,-0.0026,-0.0367,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,16,3,0.2199,0.213,-0.0069,-0.0295,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,2,4,0.0361,0.027,-0.0091,-0.0402,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,3,4,0.0597,0.1125,0.0527,0.0309,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,5,4,0.0735,0.1919,0.1184,-0.0012,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,8,4,0.0944,0.1599,0.0656,0.0056,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,16,4,0.2237,0.0007,-0.2229,0.0926,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,2,5,0.0936,0.0658,-0.0278,-0.0489,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,3,5,0.0362,0.1042,0.068,0.015,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,5,5,0.0539,0.1521,0.0981,0.0065,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,8,5,0.1075,0.0953,-0.0122,0.0073,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,28,16,5,0.2399,0.0495,-0.1903,-0.0049,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,2,0,0.0642,-0.0043,-0.0685,0.0586,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,3,0,0.0642,-0.0043,-0.0685,0.1075,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,5,0,0.0642,0.0642,0.0,0.1075,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,8,0,0.0642,0.0763,0.0122,0.1081,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,16,0,0.0642,-0.0043,-0.0685,0.0586,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,2,1,0.0487,0.0487,0.0,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,3,1,0.0487,0.0487,0.0,0.014,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,5,1,0.0487,-0.0105,-0.0592,0.0121,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,8,1,0.0487,0.0487,0.0,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,16,1,0.0487,0.0487,0.0,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,2,2,0.0328,-0.0189,-0.0517,0.0519,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,3,2,0.0328,0.0328,0.0,0.0519,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,5,2,0.0328,-0.0245,-0.0573,0.0083,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,8,2,0.0328,0.0328,0.0,0.0519,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,16,2,0.0328,0.0328,0.0,0.0519,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,2,3,0.0693,0.0141,-0.0551,0.057,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,3,3,0.0693,0.092,0.0227,0.0879,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,5,3,0.0693,0.0693,0.0,0.0879,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,8,3,0.0693,-0.0022,-0.0715,0.0808,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,16,3,0.0693,0.0838,0.0145,0.0712,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,2,4,0.0513,0.062,0.0107,0.0456,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,3,4,0.0513,0.062,0.0107,0.0876,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,5,4,0.0513,-0.0145,-0.0658,0.0652,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,8,4,0.0513,0.0513,0.0,0.0884,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,16,4,0.0513,-0.0208,-0.0721,0.05,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,2,5,0.0453,0.0657,0.0204,0.0906,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,3,5,0.0453,0.0453,0.0,0.075,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,5,5,0.0453,-0.0208,-0.0661,0.0071,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,8,5,0.0453,-0.0208,-0.0661,0.0071,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,0,16,5,0.0453,0.0011,-0.0442,0.0308,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,2,0,0.0057,-0.0223,-0.028,-0.0065,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,3,0,-0.0083,-0.0311,-0.0228,0.0003,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,5,0,-0.0118,-0.0091,0.0027,-0.0597,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,8,0,-0.0245,-0.0483,-0.0239,-0.0063,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,16,0,-0.0512,-0.0151,0.0361,0.0094,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,2,1,-0.0179,-0.0083,0.0096,0.0059,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,3,1,-0.0349,-0.0361,-0.0012,-0.0127,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,5,1,-0.0192,-0.0352,-0.016,-0.0337,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,8,1,-0.0299,0.015,0.0449,-0.0163,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,16,1,-0.0114,-0.0086,0.0029,-0.0094,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,2,2,0.0142,-0.0086,-0.0228,0.029,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,3,2,0.0174,0.0057,-0.0117,-0.0102,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,5,2,-0.003,-0.0277,-0.0247,-0.0409,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,8,2,0.0317,-0.016,-0.0477,-0.0021,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,16,2,0.0261,-0.0115,-0.0376,0.0198,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,2,3,-0.0243,-0.0486,-0.0243,-0.0378,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,3,3,-0.0257,-0.0398,-0.0141,-0.0166,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,5,3,0.0063,-0.0,-0.0063,-0.0154,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,8,3,-0.0331,-0.0149,0.0182,0.0228,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,16,3,-0.0381,0.0149,0.053,-0.0251,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,2,4,0.0105,0.0078,-0.0027,-0.0074,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,3,4,0.0147,-0.018,-0.0327,0.0224,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,5,4,-0.0318,-0.0056,0.0262,0.0261,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,8,4,-0.0072,-0.0198,-0.0126,-0.012,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,16,4,0.0091,0.0997,0.0906,0.0632,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,2,5,0.0011,-0.0248,-0.0259,-0.0052,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,3,5,0.037,-0.0154,-0.0525,0.0132,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,5,5,0.0132,-0.0063,-0.0195,-0.0213,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,8,5,-0.0247,0.0076,0.0323,-0.0015,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,4,16,5,-0.0288,-0.0196,0.0092,0.0125,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,2,0,-0.0417,-0.0424,-0.0007,-0.0524,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,3,0,0.0035,-0.0286,-0.032,0.0332,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,5,0,0.0094,-0.0365,-0.0459,-0.0535,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,8,0,-0.0299,-0.0298,0.0001,-0.0146,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,16,0,-0.0747,-0.047,0.0277,-0.0357,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,2,1,0.0332,0.0123,-0.0209,0.0197,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,3,1,-0.0334,0.0031,0.0366,-0.0039,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,5,1,-0.0029,-0.0884,-0.0855,-0.0296,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,8,1,0.0273,-0.0433,-0.0706,-0.0391,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,16,1,-0.0404,-0.0452,-0.0048,-0.023,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,2,2,0.0148,-0.0116,-0.0264,0.0151,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,3,2,0.0073,-0.0065,-0.0138,-0.0023,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,5,2,0.0057,-0.0217,-0.0274,-0.093,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,8,2,-0.0026,0.0214,0.024,0.0295,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,16,2,-0.0235,0.0244,0.0479,-0.0496,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,2,3,0.0383,-0.0342,-0.0724,-0.0288,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,3,3,0.0202,-0.0309,-0.051,-0.0555,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,5,3,0.0069,-0.0315,-0.0385,0.0062,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,8,3,-0.0555,-0.0595,-0.0041,0.0149,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,16,3,-0.0187,0.0349,0.0536,-0.0003,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,2,4,0.0232,-0.0017,-0.0249,-0.0007,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,3,4,-0.0324,0.0018,0.0342,-0.0276,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,5,4,0.0262,0.0221,-0.0041,-0.005,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,8,4,-0.0385,0.04,0.0785,0.0086,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,16,4,0.0367,0.0009,-0.0358,0.009,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,2,5,0.0136,-0.0113,-0.0249,-0.0122,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,3,5,-0.0256,-0.0408,-0.0151,-0.0356,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,5,5,0.0512,0.008,-0.0432,0.0352,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,8,5,0.0217,0.0132,-0.0085,0.0419,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,8,16,5,-0.0031,-0.0058,-0.0027,-0.0582,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,2,0,0.0031,-0.0307,-0.0338,0.0031,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,3,0,0.0014,-0.0103,-0.0116,0.0003,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,5,0,-0.0201,-0.0387,-0.0186,-0.0275,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,8,0,-0.0174,-0.047,-0.0296,-0.0196,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,16,0,-0.0247,-0.0239,0.0008,-0.0196,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,2,1,0.0056,0.001,-0.0045,-0.0263,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,3,1,0.0589,-0.0275,-0.0863,0.0031,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,5,1,-0.0311,-0.0312,-0.0001,-0.0173,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,8,1,-0.0078,-0.0022,0.0056,-0.0906,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,16,1,-0.0308,-0.0436,-0.0128,-0.032,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,2,2,-0.0121,-0.069,-0.0569,-0.0035,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,3,2,-0.0308,-0.0229,0.0079,-0.0153,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,5,2,-0.0196,-0.0017,0.0179,-0.0116,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,8,2,-0.0446,-0.0122,0.0324,-0.0097,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,16,2,0.009,0.0104,0.0014,0.0097,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,2,3,-0.004,-0.0165,-0.0125,-0.0193,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,3,3,0.0098,-0.0372,-0.047,-0.0047,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,5,3,0.0046,-0.0149,-0.0196,0.0418,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,8,3,-0.0461,-0.0372,0.0088,-0.0052,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,16,3,-0.0591,-0.0936,-0.0345,-0.0433,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,2,4,0.0209,-0.0238,-0.0446,0.0113,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,3,4,0.0016,-0.0483,-0.0499,-0.0101,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,5,4,0.0021,-0.0558,-0.0579,-0.0343,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,8,4,0.0422,0.0096,-0.0326,-0.0228,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,16,4,-0.008,-0.0211,-0.0131,-0.0025,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,2,5,-0.0118,-0.0098,0.002,-0.017,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,3,5,-0.0055,-0.0233,-0.0178,0.007,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,5,5,-0.0299,-0.0207,0.0092,-0.011,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,8,5,-0.0467,-0.0438,0.0029,-0.0109,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,12,16,5,-0.0067,-0.0293,-0.0226,0.0003,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,2,0,-0.0153,-0.0226,-0.0073,0.0215,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,3,0,-0.0018,-0.0278,-0.026,-0.0196,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,5,0,-0.0051,-0.0041,0.001,0.0307,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,8,0,0.0536,-0.0716,-0.1252,-0.0202,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,16,0,0.0324,-0.0834,-0.1157,-0.0288,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,2,1,-0.0067,-0.0018,0.005,0.0198,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,3,1,0.0033,-0.0239,-0.0272,-0.0101,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,5,1,-0.0398,-0.0014,0.0385,-0.0399,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,8,1,-0.0008,-0.0083,-0.0075,-0.0599,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,16,1,-0.0186,0.0499,0.0685,-0.0369,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,2,2,0.0206,0.0355,0.0149,-0.0475,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,3,2,0.0243,0.0031,-0.0212,-0.0305,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,5,2,0.008,0.0131,0.0051,-0.0306,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,8,2,-0.0214,-0.0086,0.0128,0.0105,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,16,2,0.0165,0.0229,0.0063,-0.0222,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,2,3,0.0096,0.0007,-0.0089,-0.04,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,3,3,0.0192,-0.0438,-0.063,-0.0333,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,5,3,0.0426,-0.0187,-0.0613,0.023,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,8,3,-0.033,-0.0384,-0.0054,0.02,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,16,3,-0.0735,-0.0023,0.0712,-0.0279,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,2,4,0.0251,-0.0066,-0.0317,-0.0027,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,3,4,-0.0234,-0.0242,-0.0007,-0.0229,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,5,4,-0.0307,-0.0489,-0.0182,-0.061,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,8,4,-0.0207,-0.0458,-0.025,0.0485,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,16,4,0.0388,0.0382,-0.0006,-0.0171,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,2,5,-0.0076,-0.0122,-0.0046,0.0147,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,3,5,-0.0345,0.006,0.0405,-0.0059,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,5,5,-0.0143,-0.0201,-0.0059,-0.033,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,8,5,-0.0263,-0.029,-0.0027,-0.0283,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,16,16,5,0.0021,-0.0076,-0.0097,0.0072,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,2,0,-0.0426,-0.0654,-0.0228,0.0344,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,3,0,-0.0444,-0.0618,-0.0174,0.0018,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,5,0,-0.0809,-0.0646,0.0163,-0.0065,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,8,0,-0.0125,-0.0108,0.0017,0.0325,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,16,0,-0.0277,-0.0341,-0.0064,-0.0117,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,2,1,0.0491,0.0396,-0.0095,0.0006,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,3,1,-0.0205,-0.0285,-0.0079,-0.0419,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,5,1,-0.0379,0.0822,0.1201,0.032,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,8,1,-0.0113,0.021,0.0324,-0.0415,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,16,1,-0.0009,-0.0115,-0.0106,-0.0662,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,2,2,0.0088,-0.0288,-0.0376,0.0329,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,3,2,0.0182,0.0069,-0.0113,-0.0189,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,5,2,0.0036,-0.0055,-0.0091,-0.0211,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,8,2,0.006,-0.0582,-0.0642,-0.0348,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,16,2,0.0062,-0.0568,-0.063,-0.0383,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,2,3,0.0276,-0.0293,-0.0569,0.0023,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,3,3,0.0093,0.0096,0.0003,0.0273,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,5,3,-0.0049,0.0095,0.0144,-0.0359,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,8,3,0.0192,-0.0037,-0.0229,-0.0036,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,16,3,-0.0215,-0.0209,0.0006,0.0088,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,2,4,-0.0251,-0.0193,0.0058,0.0225,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,3,4,0.0091,-0.0118,-0.0209,-0.0081,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,5,4,-0.0037,0.007,0.0106,-0.0143,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,8,4,-0.0227,0.0153,0.038,0.0048,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,16,4,-0.0025,-0.0133,-0.0109,-0.0139,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,2,5,0.0018,-0.0397,-0.0415,-0.0193,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,3,5,-0.0044,-0.059,-0.0545,-0.0458,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,5,5,0.0391,0.0291,-0.01,0.0428,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,8,5,0.0004,0.0075,0.0071,-0.0264,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,20,16,5,-0.0028,0.0101,0.0128,0.0049,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,2,0,0.0018,0.0137,0.0119,-0.0289,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,3,0,-0.0035,0.0078,0.0113,0.0092,42,18
Qwen/Qwen2.5-7B,flat_set_b2,flat_set,2,premise,24,5,0,-0.0065,-0.0092,-0.0027,-0.0183,42,18
