model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,3,1,0.0198,0.0508,0.031,0.0185,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,5,1,0.0857,0.0985,0.0128,0.0279,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,8,1,0.0958,0.1436,0.0478,-0.01,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,16,1,0.1729,0.0522,-0.1206,0.0216,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,2,2,0.0417,0.0666,0.0248,0.0197,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,3,2,0.0271,0.1163,0.0892,-0.0187,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,5,2,0.0835,0.1556,0.0721,0.0215,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,8,2,0.1479,0.1432,-0.0047,-0.0049,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,16,2,0.2299,0.2085,-0.0215,-0.0301,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,2,3,0.0181,0.0584,0.0403,-0.0135,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,3,3,0.0423,0.1046,0.0623,-0.0334,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,5,3,0.0909,0.1656,0.0746,-0.0169,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,8,3,0.1775,0.1657,-0.0118,-0.0427,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,16,3,0.2243,0.0971,-0.1272,-0.002,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,2,4,0.0469,0.0786,0.0317,0.0137,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,3,4,0.0782,0.1129,0.0347,0.0084,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,5,4,0.073,0.1709,0.098,0.0186,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,8,4,0.1727,0.1245,-0.0482,-0.0153,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,16,4,0.2294,0.0256,-0.2037,0.0852,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,2,5,0.0588,0.0762,0.0174,-0.0064,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,3,5,0.0287,0.0991,0.0704,-0.0203,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,5,5,0.1038,0.1615,0.0577,-0.0424,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,8,5,0.1366,0.1844,0.0478,-0.0276,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,premise,28,16,5,0.2166,0.0371,-0.1795,-0.0439,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,2,0,-0.0812,-0.0536,0.0275,0.045,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,3,0,-0.0812,-0.0812,0.0,0.0461,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,5,0,-0.0812,-0.0812,0.0,0.0487,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,8,0,-0.0812,-0.0812,0.0,0.0461,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,16,0,-0.0812,-0.0812,0.0,0.0461,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,2,1,-0.0839,-0.0635,0.0204,0.0087,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,3,1,-0.0839,-0.0839,0.0,0.0149,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,5,1,-0.0839,-0.0635,0.0204,0.0087,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,8,1,-0.0839,-0.0635,0.0204,0.0087,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,16,1,-0.0839,-0.0636,0.0203,0.0129,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,2,2,-0.058,-0.058,0.0,0.0166,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,3,2,-0.058,-0.058,0.0,0.0166,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,5,2,-0.058,-0.058,0.0,0.0166,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,8,2,-0.058,-0.058,0.0,0.0166,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,16,2,-0.058,-0.0425,0.0155,0.0128,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,2,3,-0.0624,-0.0624,0.0,0.0362,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,3,3,-0.0624,-0.0445,0.0179,0.0362,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,5,3,-0.0624,-0.0624,0.0,0.0362,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,8,3,-0.0624,-0.0624,0.0,0.0362,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,16,3,-0.0624,-0.0624,0.0,0.0362,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,2,4,-0.0458,-0.0458,0.0,0.0257,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,3,4,-0.0458,-0.0458,0.0,0.0321,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,5,4,-0.0458,-0.0458,0.0,0.0321,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,8,4,-0.0458,-0.0458,0.0,0.0321,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,16,4,-0.0458,-0.0458,0.0,0.0321,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,2,5,-0.0691,-0.0691,0.0,-0.0163,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,3,5,-0.0691,-0.0691,0.0,-0.0163,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,5,5,-0.0691,-0.054,0.0151,-0.0081,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,8,5,-0.0691,-0.0691,0.0,-0.0068,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,0,16,5,-0.0691,-0.0691,0.0,-0.0068,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,2,0,0.0351,0.026,-0.0091,-0.0195,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,3,0,0.0262,0.1189,0.0928,-0.02,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,5,0,0.0463,0.1964,0.1501,-0.0684,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,8,0,0.1028,0.0412,-0.0616,-0.0005,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,16,0,0.217,0.1408,-0.0762,-0.0451,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,2,1,0.0151,0.0839,0.0688,0.0184,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,3,1,-0.0106,0.1026,0.1132,-0.046,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,5,1,0.0531,0.1763,0.1232,0.0233,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,8,1,0.0797,0.1238,0.0441,-0.0016,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,16,1,0.2017,0.1336,-0.0681,0.0377,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,2,2,0.0687,0.0828,0.0141,-0.0156,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,3,2,0.0065,0.1327,0.1262,0.0055,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,5,2,0.0151,0.1961,0.1811,-0.0234,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,8,2,0.0953,0.1397,0.0444,-0.0019,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,16,2,0.1847,0.2085,0.0238,0.0122,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,2,3,0.0742,0.0756,0.0014,-0.041,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,3,3,0.0886,0.1475,0.0589,-0.0023,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,5,3,0.0847,0.1916,0.1069,-0.0333,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,8,3,0.1264,0.1675,0.0411,-0.0115,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,16,3,0.1774,0.2216,0.0441,-0.0319,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,2,4,0.0421,0.0759,0.0339,0.0073,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,3,4,-0.0048,0.1522,0.157,0.0033,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,5,4,0.0404,0.1643,0.1238,0.0056,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,8,4,0.1331,0.2322,0.0991,-0.0023,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,16,4,0.1547,0.176,0.0213,0.0046,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,2,5,-0.0064,0.0234,0.0298,-0.0385,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,3,5,0.0247,0.1199,0.0953,0.0154,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,5,5,0.0673,0.1292,0.0619,0.0141,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,8,5,0.0808,0.1159,0.0351,0.0376,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,4,16,5,0.2025,0.0716,-0.1308,0.0151,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,2,0,0.0423,0.0598,0.0175,0.0162,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,3,0,0.0903,0.1413,0.051,-0.0352,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,5,0,0.0762,0.2455,0.1693,-0.0368,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,8,0,0.1247,0.1983,0.0736,-0.0295,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,16,0,0.2476,0.2425,-0.0051,-0.0516,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,2,1,0.0357,0.0657,0.03,0.012,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,3,1,0.0581,0.1368,0.0787,0.0234,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,5,1,0.0587,0.1987,0.1401,0.0178,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,8,1,0.1372,0.1827,0.0455,0.0011,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,16,1,0.2539,0.2753,0.0214,-0.0483,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,2,2,0.0208,0.0842,0.0634,-0.0214,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,3,2,0.1265,0.2034,0.0769,0.0034,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,5,2,0.1307,0.2251,0.0943,-0.0066,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,8,2,0.1381,0.2167,0.0785,0.0345,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,16,2,0.277,0.3106,0.0337,-0.0046,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,2,3,0.0032,0.0702,0.067,-0.029,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,3,3,0.0347,0.1713,0.1366,-0.015,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,5,3,0.0673,0.2533,0.186,-0.0523,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,8,3,0.1309,0.2499,0.1191,-0.0207,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,16,3,0.2439,0.264,0.0201,-0.0337,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,2,4,0.045,0.0789,0.0339,-0.0278,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,3,4,0.0223,0.1515,0.1292,0.007,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,5,4,0.0729,0.2448,0.1719,-0.0158,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,8,4,0.1259,0.2107,0.0848,-0.009,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,16,4,0.2513,0.3167,0.0653,-0.0421,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,2,5,0.048,0.1035,0.0556,0.0243,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,3,5,0.0563,0.1519,0.0956,-0.0155,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,5,5,0.1087,0.2526,0.144,0.0168,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,8,5,0.1314,0.2886,0.1572,-0.0261,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,8,16,5,0.265,0.3072,0.0422,-0.0312,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,2,0,0.0273,0.0729,0.0456,-0.028,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,3,0,0.0034,0.1053,0.1019,0.0001,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,5,0,0.0599,0.2167,0.1568,-0.0604,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,8,0,0.1006,0.1207,0.0201,-0.0291,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,16,0,0.2204,0.2248,0.0044,-0.0382,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,2,1,0.0027,0.0618,0.0591,0.0069,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,3,1,0.0484,0.1376,0.0892,-0.0322,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,5,1,0.1323,0.2324,0.1001,-0.0189,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,8,1,0.1612,0.233,0.0718,-0.0352,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,16,1,0.2611,0.0301,-0.231,-0.0052,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,2,2,0.0112,0.0865,0.0753,-0.0236,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,3,2,0.0457,0.1115,0.0658,-0.0162,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,5,2,0.1008,0.2275,0.1267,0.0466,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,8,2,0.1062,0.2746,0.1685,0.0247,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,16,2,0.2323,0.3444,0.1121,-0.0063,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,2,3,0.0613,0.0803,0.019,0.024,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,3,3,0.0471,0.1478,0.1008,0.0185,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,5,3,0.0886,0.2458,0.1573,0.0217,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,8,3,0.1476,0.2453,0.0978,-0.0392,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,16,3,0.2132,0.1358,-0.0774,-0.023,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,2,4,0.0276,0.0718,0.0442,0.0233,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,3,4,0.0047,0.1184,0.1137,-0.0465,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,5,4,0.0679,0.218,0.1501,0.0124,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,8,4,0.116,0.24,0.124,-0.0017,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,16,4,0.2486,0.2803,0.0317,-0.0086,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,2,5,0.0361,0.0979,0.0619,-0.0057,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,3,5,0.0179,0.1708,0.1529,0.033,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,5,5,0.0828,0.2457,0.1629,-0.0121,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,8,5,0.1161,0.2337,0.1176,-0.0266,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,12,16,5,0.1944,0.1778,-0.0166,0.0127,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,2,0,0.0616,0.0363,-0.0252,-0.0313,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,3,0,0.0251,0.1356,0.1105,-0.0033,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,5,0,0.0629,0.2702,0.2073,0.0203,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,8,0,0.1161,0.1876,0.0715,-0.0168,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,16,0,0.2391,0.357,0.1179,-0.0097,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,2,1,0.0296,0.0727,0.0431,-0.0307,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,3,1,0.0119,0.1198,0.1079,0.0059,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,5,1,0.0449,0.2456,0.2008,-0.0175,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,8,1,0.0991,0.2318,0.1328,-0.0004,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,16,1,0.1776,0.2096,0.032,-0.0333,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,2,2,0.0396,0.0615,0.022,0.0328,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,3,2,0.0729,0.1385,0.0656,-0.0115,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,5,2,0.0326,0.258,0.2253,0.0069,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,8,2,0.1255,0.2455,0.12,-0.0221,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,16,2,0.2246,0.2935,0.0689,0.0079,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,2,3,0.046,0.0835,0.0376,-0.0132,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,3,3,0.0806,0.1074,0.0268,-0.0051,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,5,3,0.0538,0.2043,0.1504,-0.0159,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,8,3,0.1546,0.2597,0.1051,-0.0384,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,16,3,0.2375,0.262,0.0245,-0.0458,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,2,4,0.024,0.0649,0.0409,-0.0151,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,3,4,0.0499,0.1086,0.0587,0.0311,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,5,4,0.0837,0.215,0.1313,0.0073,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,8,4,0.0883,0.2841,0.1958,-0.0189,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,16,4,0.2482,0.2513,0.0031,-0.0166,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,2,5,-0.004,0.0695,0.0735,-0.0093,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,3,5,0.0227,0.1037,0.081,-0.0148,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,5,5,0.0453,0.2399,0.1947,-0.0165,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,8,5,0.0837,0.2194,0.1357,-0.0238,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,16,16,5,0.2231,0.1945,-0.0286,-0.0095,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,2,0,-0.0078,0.0657,0.0735,-0.0235,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,3,0,0.0276,0.1764,0.1487,-0.0148,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,5,0,0.0728,0.226,0.1532,-0.0327,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,8,0,0.1224,0.2281,0.1057,-0.02,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,16,0,0.2154,0.1618,-0.0536,-0.0089,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,2,1,0.0497,0.0755,0.0259,0.0019,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,3,1,0.0547,0.161,0.1063,-0.0421,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,5,1,0.0786,0.2431,0.1645,-0.033,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,8,1,0.0603,0.1855,0.1252,0.0003,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,16,1,0.217,0.1473,-0.0697,-0.05,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,2,2,0.0356,0.0955,0.06,-0.0135,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,3,2,0.0499,0.1597,0.1098,-0.018,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,5,2,0.0487,0.228,0.1793,0.0226,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,8,2,0.126,0.2469,0.1209,-0.0438,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,16,2,0.2292,0.31,0.0808,-0.015,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,2,3,0.036,0.0846,0.0485,0.0103,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,3,3,-0.0111,0.1447,0.1558,0.0376,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,5,3,0.1054,0.2308,0.1254,-0.0414,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,8,3,0.0542,0.2211,0.1669,-0.0283,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,16,3,0.2083,0.1764,-0.0319,-0.0285,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,2,4,0.0466,0.0284,-0.0182,0.0321,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,3,4,0.0692,0.1239,0.0547,0.0021,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,5,4,0.0754,0.2538,0.1784,-0.0218,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,8,4,0.0766,0.2028,0.1263,0.0112,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,16,4,0.232,0.1205,-0.1116,0.0232,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,2,5,0.05,0.0585,0.0085,-0.0252,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,3,5,0.0327,0.0963,0.0635,-0.035,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,5,5,0.1448,0.2234,0.0787,-0.0021,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,8,5,0.086,0.2382,0.1522,0.0154,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,20,16,5,0.2109,0.121,-0.0898,0.0467,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,2,0,0.0214,0.0293,0.0079,-0.0096,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,3,0,0.0425,0.0993,0.0568,-0.0144,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,5,0,0.0789,0.1714,0.0924,-0.0234,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,8,0,0.0935,0.1334,0.0399,-0.038,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,16,0,0.1694,0.1671,-0.0023,-0.0192,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,2,1,0.0395,0.0443,0.0048,0.0417,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,3,1,-0.0168,0.1248,0.1416,-0.0085,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,5,1,0.0744,0.1675,0.093,-0.0055,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,8,1,0.0934,0.1806,0.0872,0.0154,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,16,1,0.1826,-0.0089,-0.1915,-0.0272,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,2,2,0.0149,0.0755,0.0606,-0.0104,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,3,2,0.0157,0.1052,0.0895,-0.0202,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,5,2,0.0631,0.1486,0.0855,-0.0163,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,8,2,0.0821,0.0917,0.0097,0.0042,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,16,2,0.2307,0.2478,0.0171,-0.0129,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,2,3,-0.0176,0.0472,0.0648,-0.0046,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,3,3,0.0218,0.1052,0.0834,-0.0082,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,5,3,0.0689,0.1549,0.086,-0.0208,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,8,3,0.0905,0.1842,0.0937,-0.021,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,16,3,0.1991,0.0443,-0.1548,-0.006,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,2,4,0.034,0.0429,0.0089,-0.0299,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,3,4,0.0976,0.1096,0.012,-0.007,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,5,4,0.0787,0.1684,0.0897,-0.0389,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,8,4,0.0874,0.1872,0.0998,0.0569,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,16,4,0.1806,0.1296,-0.051,-0.0153,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,2,5,0.0078,0.0329,0.0251,-0.0337,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,3,5,0.0214,0.0442,0.0228,0.0037,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,5,5,0.053,0.1241,0.0711,-0.0262,42,18
Qwen/Qwen2.5-7B,causes_b2,causes,2,last,24,8,5,0.0907,0.0313,-0.0594,0.0016,42,18
