model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,raw,0.1932,0.0329,0.0748,0.0567,-0.042,,-0.1364,0.0131,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,pca_only,0.2022,0.2167,0.0745,0.1398,0.1422,0.1016,-0.0624,0.0143,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,per_cloud,0.168,0.2168,0.1122,0.1533,0.1045,0.4662,-0.0147,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,background,0.1311,0.1257,0.0567,0.1106,0.0689,-0.0794,-0.0205,0.0199,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,raw,0.1468,0.032,0.0753,0.0387,-0.0433,,-0.1081,0.0131,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,pca_only,0.1561,0.2172,0.075,0.1254,0.1421,0.4297,-0.0307,0.0132,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,per_cloud,0.1496,0.2178,0.0947,0.1217,0.1231,0.5537,-0.0279,0.0075,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,background,0.141,0.1238,0.0554,0.109,0.0684,-0.2515,-0.032,0.0097,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,raw,0.1248,0.0329,0.0748,0.037,-0.042,,-0.0878,0.0068,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,pca_only,0.1495,0.2167,0.0745,0.1473,0.1422,0.4725,-0.0022,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,per_cloud,0.1119,0.2168,0.1122,0.1503,0.1045,1.0032,0.0384,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,background,0.1374,0.1257,0.0567,0.1224,0.0689,-0.171,-0.015,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,raw,0.1936,0.0329,0.0748,0.0615,-0.042,,-0.132,0.0142,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,pca_only,0.203,0.2167,0.0745,0.1457,0.1422,0.0961,-0.0573,0.0155,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,per_cloud,0.1681,0.2168,0.1122,0.1653,0.1045,0.4658,-0.0028,0.008,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,background,0.13,0.1257,0.0567,0.1128,0.0689,-0.0626,-0.0172,0.0208,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,raw,0.1878,0.0329,0.0748,0.0925,-0.042,,-0.0953,0.0097,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,pca_only,0.1998,0.2167,0.0745,0.0941,0.1422,0.1187,-0.1057,0.0102,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,per_cloud,0.2,0.2168,0.1122,0.1597,0.1045,0.1603,-0.0403,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,background,0.2348,0.1247,0.0765,0.0694,0.0483,-2.2818,-0.1655,0.0063,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,raw,0.1887,0.0329,0.0748,0.0564,-0.042,,-0.1323,0.0141,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,pca_only,0.1991,0.2167,0.0745,0.139,0.1422,0.1233,-0.0601,0.0147,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,per_cloud,0.1712,0.2168,0.1122,0.15,0.1045,0.4361,-0.0212,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,background,0.1231,0.1247,0.0765,0.1146,0.0483,0.0346,-0.0084,0.0226,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,raw,0.1425,0.032,0.0753,0.0372,-0.0433,,-0.1054,0.0125,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,pca_only,0.1518,0.2172,0.075,0.1249,0.1421,0.46,-0.0269,0.0134,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,per_cloud,0.1492,0.2178,0.0947,0.1216,0.1231,0.5566,-0.0276,0.0061,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,background,0.1406,0.1242,0.0767,0.1213,0.0475,-0.3439,-0.0193,0.0111,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,raw,0.1189,0.0329,0.0748,0.0368,-0.042,,-0.0821,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,pca_only,0.1446,0.2167,0.0745,0.146,0.1422,0.5065,0.0013,0.0112,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,per_cloud,0.1128,0.2168,0.1122,0.1491,0.1045,0.9941,0.0362,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,background,0.1454,0.1247,0.0765,0.1235,0.0483,-0.4277,-0.0219,0.0141,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,raw,0.19,0.0329,0.0748,0.0616,-0.042,,-0.1284,0.0147,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,pca_only,0.2008,0.2167,0.0745,0.1453,0.1422,0.1115,-0.0555,0.0151,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,per_cloud,0.172,0.2168,0.1122,0.1611,0.1045,0.4281,-0.0109,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,background,0.1216,0.1247,0.0765,0.1151,0.0483,0.0642,-0.0065,0.0251,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,raw,0.1945,0.0329,0.0748,0.087,-0.042,,-0.1075,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,pca_only,0.2085,0.2167,0.0745,0.1063,0.1422,0.0571,-0.1022,0.0101,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,per_cloud,0.2018,0.2168,0.1122,0.1706,0.1045,0.1433,-0.0312,0.0064,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,background,0.2369,0.1245,0.0634,0.0767,0.0611,-1.8377,-0.1602,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,raw,0.1934,0.0329,0.0748,0.0572,-0.042,,-0.1363,0.0136,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,pca_only,0.2033,0.2167,0.0745,0.14,0.1422,0.0941,-0.0633,0.0141,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,per_cloud,0.1735,0.2168,0.1122,0.1506,0.1045,0.4143,-0.0229,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,background,0.1282,0.1245,0.0634,0.1094,0.0611,-0.0596,-0.0187,0.0228,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,raw,0.1366,0.032,0.0753,0.0352,-0.0433,,-0.1013,0.0119,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,pca_only,0.1463,0.2172,0.075,0.1238,0.1421,0.4984,-0.0225,0.0135,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,per_cloud,0.1518,0.2178,0.0947,0.1196,0.1231,0.5357,-0.0323,0.0059,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,background,0.1329,0.1241,0.0634,0.1178,0.0607,-0.1444,-0.0151,0.0109,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,raw,0.1146,0.0329,0.0748,0.0366,-0.042,,-0.078,0.0078,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,pca_only,0.1431,0.2167,0.0745,0.1567,0.1422,0.5174,0.0135,0.0109,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,per_cloud,0.1127,0.2168,0.1122,0.1586,0.1045,0.9956,0.0459,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,background,0.1134,0.1245,0.0634,0.1193,0.0611,0.1815,0.0058,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,raw,0.1944,0.0329,0.0748,0.0619,-0.042,,-0.1325,0.0139,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,pca_only,0.2043,0.2167,0.0745,0.1474,0.1422,0.0868,-0.0569,0.0144,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,per_cloud,0.1738,0.2168,0.1122,0.1622,0.1045,0.4111,-0.0116,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,background,0.128,0.1245,0.0634,0.1104,0.0611,-0.0571,-0.0176,0.0241,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,raw,0.1933,0.0329,0.0748,0.0903,-0.042,,-0.103,0.0109,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,pca_only,0.2077,0.2167,0.0745,0.1082,0.1422,0.0633,-0.0995,0.0107,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,per_cloud,0.2031,0.2168,0.1122,0.1746,0.1045,0.1309,-0.0285,0.007,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,background,0.2447,0.1239,0.0601,0.0773,0.0638,-1.8931,-0.1674,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,raw,0.1873,0.0329,0.0748,0.0592,-0.042,,-0.1281,0.0138,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,pca_only,0.1982,0.2167,0.0745,0.1391,0.1422,0.1297,-0.0591,0.0143,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,per_cloud,0.1716,0.2168,0.1122,0.1459,0.1045,0.432,-0.0257,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,background,0.1239,0.1239,0.0601,0.1083,0.0638,0.0007,-0.0156,0.0231,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,raw,0.1338,0.032,0.0753,0.0339,-0.0433,,-0.0999,0.0122,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,pca_only,0.144,0.2172,0.075,0.1247,0.1421,0.5148,-0.0193,0.0133,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,per_cloud,0.1523,0.2178,0.0947,0.1178,0.1231,0.5315,-0.0346,0.0054,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,background,0.1436,0.1217,0.0593,0.1116,0.0624,-0.3498,-0.032,0.0085,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,raw,0.1146,0.0329,0.0748,0.0361,-0.042,,-0.0785,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,pca_only,0.1404,0.2167,0.0745,0.1502,0.1422,0.5364,0.0098,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,per_cloud,0.1105,0.2168,0.1122,0.1521,0.1045,1.0165,0.0416,0.0078,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,background,0.1279,0.1239,0.0601,0.1176,0.0638,-0.062,-0.0103,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,raw,0.1877,0.0329,0.0748,0.0643,-0.042,,-0.1234,0.0145,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,pca_only,0.1983,0.2167,0.0745,0.1464,0.1422,0.1295,-0.0519,0.0152,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,per_cloud,0.1721,0.2168,0.1122,0.1571,0.1045,0.4276,-0.015,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,background,0.1235,0.1239,0.0601,0.1093,0.0638,0.0068,-0.0141,0.0254,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,raw,0.1987,0.0329,0.0748,0.0799,-0.042,,-0.1188,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,pca_only,0.2141,0.2167,0.0745,0.1133,0.1422,0.0181,-0.1008,0.0108,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,per_cloud,0.2047,0.2168,0.1122,0.169,0.1045,0.1152,-0.0357,0.0064,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,background,0.2344,0.1224,0.0529,0.0925,0.0694,-1.6135,-0.142,0.0063,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,raw,0.1669,0.0329,0.0748,0.0576,-0.042,,-0.1093,0.0145,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,pca_only,0.1787,0.2167,0.0745,0.1362,0.1422,0.2668,-0.0425,0.0148,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,per_cloud,0.1778,0.2168,0.1122,0.1454,0.1045,0.3726,-0.0325,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,background,0.1304,0.1224,0.0529,0.1071,0.0694,-0.1156,-0.0234,0.0205,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,raw,0.1379,0.032,0.0753,0.0324,-0.0433,,-0.1055,0.0108,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,pca_only,0.1494,0.2172,0.075,0.1291,0.1421,0.4768,-0.0203,0.0115,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,per_cloud,0.158,0.2178,0.0947,0.1173,0.1231,0.4855,-0.0407,0.0076,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,background,0.1549,0.1208,0.0534,0.1259,0.0673,-0.5064,-0.029,0.0071,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,raw,0.1157,0.0329,0.0748,0.0367,-0.042,,-0.079,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,pca_only,0.1423,0.2167,0.0745,0.1505,0.1422,0.5231,0.0082,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,per_cloud,0.1085,0.2168,0.1122,0.1526,0.1045,1.0353,0.044,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,background,0.1076,0.1224,0.0529,0.1236,0.0694,0.2133,0.0161,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,raw,0.1694,0.0329,0.0748,0.0617,-0.042,,-0.1076,0.0153,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,pca_only,0.1808,0.2167,0.0745,0.1467,0.1422,0.2522,-0.0341,0.0167,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,per_cloud,0.1779,0.2168,0.1122,0.1564,0.1045,0.3723,-0.0214,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,background,0.1305,0.1224,0.0529,0.1084,0.0694,-0.1161,-0.0221,0.0222,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,raw,0.1788,0.0329,0.0748,0.1367,-0.042,,-0.042,0.0126,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,pca_only,0.1869,0.2167,0.0745,0.1365,0.1422,0.209,-0.0504,0.0131,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,per_cloud,0.2082,0.2168,0.1122,0.175,0.1045,0.0824,-0.0332,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,background,0.2169,0.1278,0.0788,0.1014,0.0491,-1.8145,-0.1155,0.0047,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,raw,0.1635,0.0329,0.0748,0.1052,-0.042,,-0.0582,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,pca_only,0.1671,0.2167,0.0745,0.1334,0.1422,0.3488,-0.0337,0.0078,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,per_cloud,0.1802,0.2168,0.1122,0.1394,0.1045,0.3494,-0.0409,0.0115,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,background,0.1264,0.1278,0.0788,0.1211,0.0491,0.0292,-0.0053,0.0217,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,raw,0.1775,0.032,0.0753,0.0322,-0.0433,,-0.1453,0.0108,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,pca_only,0.1823,0.2172,0.075,0.1189,0.1421,0.2454,-0.0634,0.0106,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,per_cloud,0.1669,0.2178,0.0947,0.1172,0.1231,0.4135,-0.0497,0.0081,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,background,0.1676,0.1283,0.0788,0.1189,0.0495,-0.7916,-0.0486,0.0093,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,raw,0.1865,0.0329,0.0748,0.0366,-0.042,,-0.1499,0.0135,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,pca_only,0.1941,0.2167,0.0745,0.1344,0.1422,0.1584,-0.0597,0.014,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,per_cloud,0.1105,0.2168,0.1122,0.1383,0.1045,1.0169,0.0278,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,background,0.0898,0.1278,0.0788,0.1261,0.0491,0.7743,0.0363,0.0146,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,raw,0.1669,0.0329,0.0748,0.1137,-0.042,,-0.0532,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,pca_only,0.1712,0.2167,0.0745,0.1525,0.1422,0.3195,-0.0187,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,per_cloud,0.1801,0.2168,0.1122,0.1374,0.1045,0.3509,-0.0427,0.0122,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,background,0.1285,0.1278,0.0788,0.1217,0.0491,-0.0126,-0.0067,0.0234,100,3584
