model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,raw,0.0944,0.0329,0.0748,0.0411,-0.042,,-0.0533,0.0067,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,pca_only,0.1079,0.2167,0.0745,0.1798,0.1422,0.7652,0.0719,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,per_cloud,0.0974,0.2168,0.1122,0.1772,0.1045,1.1415,0.0797,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,background,0.1223,0.129,0.0808,0.1433,0.0481,0.1391,0.0211,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,raw,0.1274,0.0329,0.0748,0.0504,-0.042,,-0.077,0.0191,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,pca_only,0.1357,0.2167,0.0745,0.1277,0.1422,0.5694,-0.008,0.0205,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,per_cloud,0.1787,0.2168,0.1122,0.1304,0.1045,0.3639,-0.0483,0.0109,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,background,0.1046,0.129,0.0808,0.096,0.0481,0.5065,-0.0085,0.0375,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,raw,0.2369,0.0329,0.0748,0.1095,-0.042,,-0.1274,0.0147,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,pca_only,0.2436,0.2167,0.0745,0.1137,0.1422,-0.1895,-0.1299,0.0147,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,per_cloud,0.2027,0.2168,0.1122,0.1184,0.1045,0.1347,-0.0843,0.0049,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,background,0.2379,0.1271,0.0623,0.0946,0.0647,-1.7122,-0.1432,0.0055,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,raw,0.1234,0.0329,0.0748,0.0429,-0.042,,-0.0804,0.0196,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,pca_only,0.1321,0.2167,0.0745,0.1269,0.1422,0.5947,-0.0052,0.0212,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,per_cloud,0.1754,0.2168,0.1122,0.1252,0.1045,0.3953,-0.0503,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,background,0.1018,0.1271,0.0623,0.1104,0.0647,0.3907,0.0086,0.0324,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,raw,0.1455,0.032,0.0753,0.0349,-0.0433,,-0.1105,0.0137,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,pca_only,0.1489,0.2172,0.075,0.1257,0.1421,0.4802,-0.0233,0.0144,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,per_cloud,0.1555,0.2178,0.0947,0.1216,0.1231,0.5057,-0.0339,0.0079,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,background,0.1575,0.1285,0.062,0.1103,0.0665,-0.4355,-0.0472,0.0119,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,raw,0.1153,0.0329,0.0748,0.0407,-0.042,,-0.0746,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,pca_only,0.1263,0.2167,0.0745,0.1873,0.1422,0.6358,0.061,0.0106,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,per_cloud,0.0952,0.2168,0.1122,0.1816,0.1045,1.1634,0.0864,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,background,0.1199,0.1271,0.0623,0.1363,0.0647,0.11,0.0164,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,raw,0.1292,0.0329,0.0748,0.0486,-0.042,,-0.0807,0.0194,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,pca_only,0.1377,0.2167,0.0745,0.1273,0.1422,0.5555,-0.0104,0.0209,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,per_cloud,0.1772,0.2168,0.1122,0.1316,0.1045,0.3785,-0.0456,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,background,0.0991,0.1271,0.0623,0.1084,0.0647,0.4316,0.0093,0.038,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,raw,0.22,0.0329,0.0748,0.1164,-0.042,,-0.1036,0.0097,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,pca_only,0.2263,0.2167,0.0745,0.1123,0.1422,-0.068,-0.114,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,per_cloud,0.1978,0.2168,0.1122,0.1233,0.1045,0.1816,-0.0745,0.0052,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,background,0.2332,0.1278,0.0631,0.0824,0.0647,-1.63,-0.1508,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,raw,0.1341,0.0329,0.0748,0.0476,-0.042,,-0.0865,0.0169,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,pca_only,0.1434,0.2167,0.0745,0.1312,0.1422,0.5154,-0.0122,0.0189,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,per_cloud,0.173,0.2168,0.1122,0.1273,0.1045,0.4184,-0.0458,0.0101,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,background,0.1102,0.1278,0.0631,0.0992,0.0647,0.2709,-0.011,0.0308,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,raw,0.1453,0.032,0.0753,0.036,-0.0433,,-0.1093,0.0134,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,pca_only,0.1499,0.2172,0.075,0.1257,0.1421,0.4736,-0.0242,0.0143,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,per_cloud,0.1532,0.2178,0.0947,0.122,0.1231,0.5245,-0.0312,0.0078,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,background,0.158,0.129,0.0635,0.1035,0.0655,-0.4415,-0.0545,0.0129,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,raw,0.1278,0.0329,0.0748,0.04,-0.042,,-0.0878,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,pca_only,0.1386,0.2167,0.0745,0.1885,0.1422,0.5491,0.0499,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,per_cloud,0.1035,0.2168,0.1122,0.1871,0.1045,1.0833,0.0836,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,background,0.1432,0.1278,0.0631,0.1377,0.0647,-0.2383,-0.0054,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,raw,0.1385,0.0329,0.0748,0.054,-0.042,,-0.0845,0.0176,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,pca_only,0.1481,0.2167,0.0745,0.1296,0.1422,0.482,-0.0185,0.0195,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,per_cloud,0.1764,0.2168,0.1122,0.137,0.1045,0.3863,-0.0394,0.0112,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,background,0.1077,0.1278,0.0631,0.0991,0.0647,0.31,-0.0087,0.0368,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,raw,0.2358,0.0329,0.0748,0.1089,-0.042,,-0.1269,0.014,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,pca_only,0.243,0.2167,0.0745,0.1114,0.1422,-0.1851,-0.1316,0.0143,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,per_cloud,0.2004,0.2168,0.1122,0.111,0.1045,0.1566,-0.0894,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,background,0.2419,0.1277,0.0671,0.0797,0.0606,-1.8833,-0.1623,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,raw,0.1431,0.0329,0.0748,0.0517,-0.042,,-0.0913,0.0152,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,pca_only,0.1528,0.2167,0.0745,0.1324,0.1422,0.449,-0.0205,0.0168,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,per_cloud,0.1735,0.2168,0.1122,0.1307,0.1045,0.4139,-0.0428,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,background,0.1214,0.1277,0.0671,0.1092,0.0606,0.1048,-0.0122,0.0216,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,raw,0.1447,0.032,0.0753,0.0358,-0.0433,,-0.1089,0.0157,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,pca_only,0.1492,0.2172,0.075,0.1272,0.1421,0.4781,-0.022,0.0169,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,per_cloud,0.1562,0.2178,0.0947,0.122,0.1231,0.5004,-0.0342,0.0078,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,background,0.1474,0.1241,0.0681,0.1209,0.056,-0.4159,-0.0265,0.0141,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,raw,0.1317,0.0329,0.0748,0.0407,-0.042,,-0.0909,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,pca_only,0.142,0.2167,0.0745,0.1866,0.1422,0.5255,0.0447,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,per_cloud,0.1021,0.2168,0.1122,0.1824,0.1045,1.0965,0.0802,0.0103,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,background,0.1368,0.1277,0.0671,0.1241,0.0606,-0.1489,-0.0127,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,raw,0.1469,0.0329,0.0748,0.0581,-0.042,,-0.0888,0.0155,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,pca_only,0.1573,0.2167,0.0745,0.1308,0.1422,0.4178,-0.0265,0.0172,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,per_cloud,0.1754,0.2168,0.1122,0.143,0.1045,0.3954,-0.0324,0.0113,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,background,0.1185,0.1277,0.0671,0.1086,0.0606,0.152,-0.0099,0.0269,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,raw,0.2324,0.0329,0.0748,0.1136,-0.042,,-0.1187,0.0161,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,pca_only,0.2392,0.2167,0.0745,0.1046,0.1422,-0.1586,-0.1346,0.0165,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,per_cloud,0.1997,0.2168,0.1122,0.1124,0.1045,0.1636,-0.0872,0.0051,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,background,0.238,0.1295,0.0632,0.0717,0.0663,-1.6356,-0.1663,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,raw,0.1521,0.0329,0.0748,0.0552,-0.042,,-0.0969,0.0156,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,pca_only,0.1634,0.2167,0.0745,0.1341,0.1422,0.3745,-0.0293,0.0176,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,per_cloud,0.1745,0.2168,0.1122,0.1354,0.1045,0.4043,-0.0391,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,background,0.1213,0.1295,0.0632,0.0986,0.0663,0.1232,-0.0227,0.0238,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,raw,0.145,0.032,0.0753,0.036,-0.0433,,-0.1089,0.0167,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,pca_only,0.1491,0.2172,0.075,0.1267,0.1421,0.4793,-0.0223,0.0175,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,per_cloud,0.1549,0.2178,0.0947,0.1225,0.1231,0.5105,-0.0324,0.0067,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,background,0.1495,0.1281,0.0628,0.1159,0.0653,-0.3283,-0.0336,0.0127,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,raw,0.1387,0.0329,0.0748,0.0407,-0.042,,-0.098,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,pca_only,0.1506,0.2167,0.0745,0.1831,0.1422,0.4644,0.0325,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,per_cloud,0.0999,0.2168,0.1122,0.1784,0.1045,1.118,0.0785,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,background,0.1395,0.1295,0.0632,0.1314,0.0663,-0.1508,-0.0081,0.0078,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,raw,0.1556,0.0329,0.0748,0.0613,-0.042,,-0.0943,0.0158,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,pca_only,0.1647,0.2167,0.0745,0.1324,0.1422,0.3655,-0.0323,0.0171,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,per_cloud,0.1752,0.2168,0.1122,0.1485,0.1045,0.3973,-0.0267,0.0102,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,background,0.119,0.1295,0.0632,0.097,0.0663,0.1591,-0.0219,0.0299,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,raw,0.2616,0.0329,0.0748,0.0928,-0.042,,-0.1687,0.0226,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,pca_only,0.2692,0.2167,0.0745,0.1181,0.1422,-0.3698,-0.1511,0.0225,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,per_cloud,0.1962,0.2168,0.1122,0.1387,0.1045,0.1969,-0.0575,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,background,0.2298,0.1273,0.0501,0.0732,0.0772,-1.3279,-0.1566,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,raw,0.1568,0.0329,0.0748,0.0563,-0.042,,-0.1005,0.0156,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,pca_only,0.1662,0.2167,0.0745,0.1328,0.1422,0.3549,-0.0334,0.0175,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,per_cloud,0.1742,0.2168,0.1122,0.1375,0.1045,0.4071,-0.0367,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,background,0.1161,0.1273,0.0501,0.1036,0.0772,0.145,-0.0125,0.0289,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,raw,0.1408,0.032,0.0753,0.0369,-0.0433,,-0.1039,0.0171,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,pca_only,0.1453,0.2172,0.075,0.1279,0.1421,0.506,-0.0174,0.0177,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,per_cloud,0.1514,0.2178,0.0947,0.1251,0.1231,0.5391,-0.0263,0.0079,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,background,0.1425,0.1262,0.0494,0.116,0.0768,-0.2118,-0.0264,0.017,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,raw,0.1372,0.0329,0.0748,0.0402,-0.042,,-0.097,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,pca_only,0.1493,0.2167,0.0745,0.1803,0.1422,0.4736,0.031,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,per_cloud,0.102,0.2168,0.1122,0.178,0.1045,1.0975,0.0759,0.0107,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,background,0.1382,0.1273,0.0501,0.1327,0.0772,-0.1407,-0.0055,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,raw,0.1616,0.0329,0.0748,0.0634,-0.042,,-0.0983,0.0155,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,pca_only,0.171,0.2167,0.0745,0.132,0.1422,0.3211,-0.039,0.0173,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,per_cloud,0.1744,0.2168,0.1122,0.1499,0.1045,0.4056,-0.0244,0.0103,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,background,0.1142,0.1273,0.0501,0.1029,0.0772,0.17,-0.0112,0.0335,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,raw,0.2038,0.0329,0.0748,0.0993,-0.042,,-0.1045,0.0208,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,pca_only,0.2108,0.2167,0.0745,0.0976,0.1422,0.0408,-0.1132,0.0203,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,per_cloud,0.1954,0.2168,0.1122,0.1099,0.1045,0.2041,-0.0855,0.0052,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,background,0.2239,0.1266,0.0586,0.0662,0.068,-1.4308,-0.1577,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,raw,0.1616,0.0329,0.0748,0.0583,-0.042,,-0.1033,0.0159,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,pca_only,0.1704,0.2167,0.0745,0.1323,0.1422,0.3256,-0.038,0.0177,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,per_cloud,0.1725,0.2168,0.1122,0.1392,0.1045,0.4237,-0.0332,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,background,0.1239,0.1266,0.0586,0.1266,0.068,0.0393,0.0026,0.0254,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,raw,0.1421,0.032,0.0753,0.0357,-0.0433,,-0.1064,0.0151,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,pca_only,0.1466,0.2172,0.075,0.1254,0.1421,0.4964,-0.0212,0.0158,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,per_cloud,0.1513,0.2178,0.0947,0.1224,0.1231,0.5401,-0.0288,0.0073,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,background,0.1483,0.1268,0.0575,0.1244,0.0693,-0.3108,-0.0239,0.0097,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,raw,0.1363,0.0329,0.0748,0.0407,-0.042,,-0.0956,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,pca_only,0.1475,0.2167,0.0745,0.1803,0.1422,0.4864,0.0328,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,per_cloud,0.0995,0.2168,0.1122,0.1775,0.1045,1.1219,0.078,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,background,0.1435,0.1266,0.0586,0.1338,0.068,-0.2485,-0.0097,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,raw,0.167,0.0329,0.0748,0.0651,-0.042,,-0.1019,0.0146,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,pca_only,0.1757,0.2167,0.0745,0.1313,0.1422,0.2883,-0.0444,0.0164,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,per_cloud,0.1727,0.2168,0.1122,0.1502,0.1045,0.4213,-0.0225,0.0097,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,background,0.1215,0.1266,0.0586,0.1255,0.068,0.0748,0.004,0.0299,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,raw,0.2057,0.0329,0.0748,0.0953,-0.042,,-0.1104,0.0245,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,pca_only,0.2144,0.2167,0.0745,0.0914,0.1422,0.0161,-0.123,0.024,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,per_cloud,0.1951,0.2168,0.1122,0.1073,0.1045,0.2073,-0.0878,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,background,0.2216,0.128,0.0635,0.0766,0.0645,-1.451,-0.145,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,raw,0.1657,0.0329,0.0748,0.0585,-0.042,,-0.1072,0.0171,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,pca_only,0.1746,0.2167,0.0745,0.1298,0.1422,0.2955,-0.0449,0.0193,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,per_cloud,0.1705,0.2168,0.1122,0.1442,0.1045,0.4422,-0.0263,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,background,0.1101,0.128,0.0635,0.1138,0.0645,0.2777,0.0037,0.0305,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,raw,0.1386,0.032,0.0753,0.0373,-0.0433,,-0.1013,0.0156,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,pca_only,0.1429,0.2172,0.075,0.123,0.1421,0.5223,-0.0199,0.0162,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,per_cloud,0.1512,0.2178,0.0947,0.1223,0.1231,0.541,-0.0289,0.0067,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,background,0.1394,0.1296,0.0628,0.113,0.0668,-0.1466,-0.0264,0.0133,99,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,raw,0.1259,0.0329,0.0748,0.0395,-0.042,,-0.0865,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,pca_only,0.1384,0.2167,0.0745,0.1786,0.1422,0.5508,0.0403,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,per_cloud,0.1005,0.2168,0.1122,0.1762,0.1045,1.1122,0.0757,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,last,background,0.1217,0.128,0.0635,0.1312,0.0645,0.0973,0.0095,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,raw,0.1711,0.0329,0.0748,0.0655,-0.042,,-0.1057,0.0172,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,pca_only,0.1804,0.2167,0.0745,0.1305,0.1422,0.2553,-0.0498,0.0187,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,per_cloud,0.1699,0.2168,0.1122,0.1571,0.1045,0.4481,-0.0129,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,background,0.1076,0.128,0.0635,0.1144,0.0645,0.3164,0.0068,0.0346,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,raw,0.2593,0.0329,0.0748,0.0939,-0.042,,-0.1654,0.0296,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,pca_only,0.2664,0.2167,0.0745,0.1096,0.1422,-0.3497,-0.1567,0.0304,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,per_cloud,0.1924,0.2168,0.1122,0.1373,0.1045,0.2332,-0.0551,0.0054,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,background,0.216,0.1275,0.0534,0.0785,0.0741,-1.1948,-0.1375,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,raw,0.1722,0.0329,0.0748,0.0596,-0.042,,-0.1126,0.0178,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,pca_only,0.1815,0.2167,0.0745,0.131,0.1422,0.2475,-0.0505,0.0194,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,per_cloud,0.1712,0.2168,0.1122,0.1475,0.1045,0.4359,-0.0237,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,background,0.1221,0.1275,0.0534,0.1192,0.0741,0.0723,-0.003,0.0274,100,3584
