model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
Qwen/Qwen2.5-7B,prontoqa,9,input,per_cloud,0.2001,0.2168,0.1122,0.1498,0.1045,0.159,-0.0503,0.0036,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,input,background,0.2342,0.1347,0.0558,0.0952,0.079,-1.2595,-0.139,0.0061,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,raw,0.2466,0.0329,0.0748,0.0849,-0.042,,-0.1617,0.0104,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,pca_only,0.2563,0.2167,0.0745,0.0967,0.1422,-0.2791,-0.1597,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,per_cloud,0.1833,0.2168,0.1122,0.1503,0.1045,0.3206,-0.0329,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,background,0.2152,0.1347,0.0558,0.0746,0.079,-1.0191,-0.1406,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,raw,0.2023,0.0329,0.0748,0.0657,-0.042,,-0.1367,0.0143,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,pca_only,0.2036,0.2167,0.0745,0.1165,0.1422,0.092,-0.087,0.0145,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,per_cloud,0.1301,0.2168,0.1122,0.1229,0.1045,0.8295,-0.0071,0.0064,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,background,0.2046,0.1347,0.0558,0.1192,0.079,-0.8855,-0.0855,0.0179,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,raw,0.0387,0.0329,0.0748,0.0364,-0.042,,-0.0023,0.0035,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,pca_only,0.0397,0.2167,0.0745,0.1986,0.1422,1.2447,0.1588,0.0032,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,per_cloud,0.1421,0.2168,0.1122,0.201,0.1045,0.7147,0.0589,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,background,0.0668,0.1347,0.0558,0.1257,0.079,0.8605,0.0589,0.002,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,raw,0.2192,0.0329,0.0748,0.0968,-0.042,,-0.1224,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,pca_only,0.2294,0.2167,0.0745,0.0884,0.1422,-0.0897,-0.141,0.0094,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,per_cloud,0.1946,0.2168,0.1122,0.1482,0.1045,0.2116,-0.0464,0.0068,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,background,0.2131,0.1347,0.0558,0.0739,0.079,-0.9932,-0.1393,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,raw,0.2249,0.0329,0.0748,0.1299,-0.042,,-0.095,0.0079,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,pca_only,0.2343,0.2167,0.0745,0.1487,0.1422,-0.124,-0.0856,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,per_cloud,0.1984,0.2168,0.1122,0.1502,0.1045,0.1753,-0.0482,0.0044,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,background,0.2338,0.1363,0.0604,0.0955,0.0759,-1.2846,-0.1383,0.0076,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,raw,0.2647,0.0329,0.0748,0.0903,-0.042,,-0.1744,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,pca_only,0.2744,0.2167,0.0745,0.0944,0.1422,-0.4063,-0.18,0.013,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,per_cloud,0.1785,0.2168,0.1122,0.1516,0.1045,0.3661,-0.0269,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,background,0.2172,0.1363,0.0604,0.0886,0.0759,-1.0664,-0.1286,0.0079,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,raw,0.1981,0.0329,0.0748,0.066,-0.042,,-0.1321,0.0147,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,pca_only,0.1998,0.2167,0.0745,0.1163,0.1422,0.1182,-0.0836,0.0148,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,per_cloud,0.1339,0.2168,0.1122,0.1234,0.1045,0.7931,-0.0104,0.0076,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,background,0.2275,0.1363,0.0604,0.1312,0.0759,-1.2019,-0.0963,0.0196,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,raw,0.033,0.0329,0.0748,0.0373,-0.042,,0.0043,0.0026,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,pca_only,0.0341,0.2167,0.0745,0.2018,0.1422,1.2842,0.1677,0.0028,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,per_cloud,0.1399,0.2168,0.1122,0.2027,0.1045,0.7351,0.0627,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,background,0.0594,0.1363,0.0604,0.1271,0.0759,1.0137,0.0677,0.0234,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,raw,0.2327,0.0329,0.0748,0.1044,-0.042,,-0.1282,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,pca_only,0.2414,0.2167,0.0745,0.0883,0.1422,-0.174,-0.1531,0.0128,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,per_cloud,0.1933,0.2168,0.1122,0.1501,0.1045,0.2246,-0.0431,0.0079,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,background,0.2111,0.1363,0.0604,0.0865,0.0759,-0.9858,-0.1246,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,raw,0.2231,0.0329,0.0748,0.1331,-0.042,,-0.09,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,pca_only,0.2326,0.2167,0.0745,0.1503,0.1422,-0.1122,-0.0823,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,per_cloud,0.198,0.2168,0.1122,0.1326,0.1045,0.1797,-0.0654,0.0056,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,background,0.2319,0.1337,0.0614,0.0901,0.0723,-1.3574,-0.1418,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,raw,0.2635,0.0329,0.0748,0.0929,-0.042,,-0.1706,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,pca_only,0.2713,0.2167,0.0745,0.0904,0.1422,-0.3846,-0.181,0.0121,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,per_cloud,0.1786,0.2168,0.1122,0.1508,0.1045,0.3648,-0.0279,0.007,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,background,0.2079,0.1337,0.0614,0.0842,0.0723,-1.0258,-0.1238,0.0107,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,raw,0.2006,0.0329,0.0748,0.0674,-0.042,,-0.1331,0.0148,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,pca_only,0.202,0.2167,0.0745,0.1176,0.1422,0.1028,-0.0845,0.0149,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,per_cloud,0.1331,0.2168,0.1122,0.1223,0.1045,0.8008,-0.0108,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,background,0.2191,0.1337,0.0614,0.1278,0.0723,-1.1804,-0.0914,0.0192,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,raw,0.0341,0.0329,0.0748,0.037,-0.042,,0.0029,0.003,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,pca_only,0.0349,0.2167,0.0745,0.1991,0.1422,1.2783,0.1642,0.003,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,per_cloud,0.1404,0.2168,0.1122,0.199,0.1045,0.7307,0.0586,0.0067,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,background,0.1093,0.1337,0.0614,0.1277,0.0723,0.338,0.0184,0.003,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,raw,0.2312,0.0329,0.0748,0.1064,-0.042,,-0.1247,0.0111,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,pca_only,0.2391,0.2167,0.0745,0.0822,0.1422,-0.158,-0.1569,0.0112,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,per_cloud,0.1919,0.2168,0.1122,0.148,0.1045,0.2378,-0.0439,0.0081,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,background,0.2003,0.1337,0.0614,0.0831,0.0723,-0.9205,-0.1172,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,raw,0.2087,0.0329,0.0748,0.1343,-0.042,,-0.0744,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,pca_only,0.2168,0.2167,0.0745,0.1484,0.1422,-0.0014,-0.0685,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,per_cloud,0.1979,0.2168,0.1122,0.1289,0.1045,0.1801,-0.069,0.0052,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,background,0.2357,0.1317,0.0705,0.0849,0.0612,-1.7006,-0.1508,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,raw,0.266,0.0329,0.0748,0.0952,-0.042,,-0.1708,0.0119,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,pca_only,0.2744,0.2167,0.0745,0.0875,0.1422,-0.4064,-0.1869,0.0119,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,per_cloud,0.1774,0.2168,0.1122,0.1503,0.1045,0.3768,-0.0271,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,background,0.2062,0.1317,0.0705,0.0844,0.0612,-1.2183,-0.1219,0.01,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,raw,0.1965,0.0329,0.0748,0.0686,-0.042,,-0.1279,0.0154,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,pca_only,0.1977,0.2167,0.0745,0.1194,0.1422,0.1332,-0.0783,0.0153,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,per_cloud,0.1316,0.2168,0.1122,0.122,0.1045,0.8148,-0.0096,0.0082,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,background,0.202,0.1317,0.0705,0.1136,0.0612,-1.149,-0.0884,0.0158,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,raw,0.0532,0.0329,0.0748,0.0366,-0.042,,-0.0166,0.0016,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,pca_only,0.0534,0.2167,0.0745,0.1989,0.1422,1.1481,0.1455,0.0016,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,per_cloud,0.139,0.2168,0.1122,0.1982,0.1045,0.744,0.0592,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,background,0.0709,0.1317,0.0705,0.1247,0.0612,0.994,0.0538,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,raw,0.2297,0.0329,0.0748,0.1085,-0.042,,-0.1212,0.0122,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,pca_only,0.2384,0.2167,0.0745,0.0763,0.1422,-0.1532,-0.1622,0.0121,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,per_cloud,0.1906,0.2168,0.1122,0.146,0.1045,0.2508,-0.0446,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,background,0.2015,0.1317,0.0705,0.0841,0.0612,-1.1407,-0.1174,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,raw,0.1967,0.0329,0.0748,0.1361,-0.042,,-0.0606,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,pca_only,0.2045,0.2167,0.0745,0.1477,0.1422,0.0855,-0.0568,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,per_cloud,0.1947,0.2168,0.1122,0.1271,0.1045,0.2111,-0.0676,0.0057,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,background,0.2274,0.1309,0.0689,0.076,0.062,-1.5563,-0.1514,0.0094,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,raw,0.2674,0.0329,0.0748,0.0967,-0.042,,-0.1708,0.0116,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,pca_only,0.2748,0.2167,0.0745,0.0849,0.1422,-0.4091,-0.1899,0.0117,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,per_cloud,0.1758,0.2168,0.1122,0.1489,0.1045,0.3922,-0.0269,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,background,0.1944,0.1309,0.0689,0.088,0.062,-1.0244,-0.1064,0.0104,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,raw,0.1959,0.0329,0.0748,0.0661,-0.042,,-0.1299,0.0134,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,pca_only,0.1971,0.2167,0.0745,0.1178,0.1422,0.1376,-0.0793,0.0134,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,per_cloud,0.1329,0.2168,0.1122,0.1221,0.1045,0.8019,-0.0109,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,background,0.2053,0.1309,0.0689,0.1179,0.062,-1.2004,-0.0874,0.0161,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,raw,0.0493,0.0329,0.0748,0.0367,-0.042,,-0.0126,0.0015,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,pca_only,0.0494,0.2167,0.0745,0.1963,0.1422,1.1763,0.1469,0.0015,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,per_cloud,0.1437,0.2168,0.1122,0.1969,0.1045,0.699,0.0532,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,background,0.0901,0.1309,0.0689,0.1218,0.062,0.6586,0.0317,0.0021,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,raw,0.2303,0.0329,0.0748,0.109,-0.042,,-0.1212,0.0116,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,pca_only,0.2371,0.2167,0.0745,0.0758,0.1422,-0.1438,-0.1613,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,per_cloud,0.1915,0.2168,0.1122,0.1453,0.1045,0.2421,-0.0462,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,background,0.195,0.1309,0.0689,0.0887,0.062,-1.034,-0.1063,0.01,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,raw,0.1858,0.0329,0.0748,0.1299,-0.042,,-0.0559,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,pca_only,0.193,0.2167,0.0745,0.1418,0.1422,0.1665,-0.0512,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,per_cloud,0.1935,0.2168,0.1122,0.1245,0.1045,0.2227,-0.069,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,background,0.2278,0.1305,0.0517,0.0779,0.0787,-1.2362,-0.1499,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,raw,0.2775,0.0329,0.0748,0.0955,-0.042,,-0.182,0.0115,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,pca_only,0.2843,0.2167,0.0745,0.083,0.1422,-0.4756,-0.2013,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,per_cloud,0.1782,0.2168,0.1122,0.1434,0.1045,0.3691,-0.0347,0.0075,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,background,0.209,0.1305,0.0517,0.101,0.0787,-0.9967,-0.108,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,raw,0.1997,0.0329,0.0748,0.0684,-0.042,,-0.1313,0.0122,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,pca_only,0.2012,0.2167,0.0745,0.1219,0.1422,0.1088,-0.0793,0.0124,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,per_cloud,0.1293,0.2168,0.1122,0.122,0.1045,0.8366,-0.0074,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,background,0.2068,0.1305,0.0517,0.1192,0.0787,-0.969,-0.0876,0.0159,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,raw,0.0495,0.0329,0.0748,0.0366,-0.042,,-0.0129,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,pca_only,0.0502,0.2167,0.0745,0.1972,0.1422,1.1711,0.1471,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,per_cloud,0.1445,0.2168,0.1122,0.1945,0.1045,0.6912,0.0499,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,background,0.1176,0.1305,0.0517,0.1225,0.0787,0.1641,0.0049,0.0021,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,raw,0.2399,0.0329,0.0748,0.1054,-0.042,,-0.1344,0.0117,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,pca_only,0.2473,0.2167,0.0745,0.0731,0.1422,-0.2156,-0.1743,0.0116,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,per_cloud,0.1901,0.2168,0.1122,0.1427,0.1045,0.2553,-0.0474,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,background,0.2068,0.1305,0.0517,0.1006,0.0787,-0.9696,-0.1063,0.0085,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,raw,0.1821,0.0329,0.0748,0.1317,-0.042,,-0.0503,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,pca_only,0.1905,0.2167,0.0745,0.1431,0.1422,0.1837,-0.0474,0.0075,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,per_cloud,0.1943,0.2168,0.1122,0.1233,0.1045,0.2148,-0.071,0.0047,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,background,0.23,0.1334,0.0707,0.0706,0.0627,-1.5413,-0.1595,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,raw,0.2944,0.0329,0.0748,0.0906,-0.042,,-0.2039,0.0128,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,pca_only,0.3017,0.2167,0.0745,0.0847,0.1422,-0.5984,-0.217,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,per_cloud,0.1798,0.2168,0.1122,0.1426,0.1045,0.3535,-0.0373,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,background,0.2193,0.1334,0.0707,0.1479,0.0627,-1.3707,-0.0714,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,raw,0.1951,0.0329,0.0748,0.0696,-0.042,,-0.1255,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,pca_only,0.1968,0.2167,0.0745,0.1207,0.1422,0.1397,-0.0761,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,per_cloud,0.13,0.2168,0.1122,0.1257,0.1045,0.8305,-0.0043,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,background,0.2038,0.1334,0.0707,0.1135,0.0627,-1.1236,-0.0904,0.0143,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,raw,0.0561,0.0329,0.0748,0.0365,-0.042,,-0.0196,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,pca_only,0.0563,0.2167,0.0745,0.1947,0.1422,1.1281,0.1384,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,per_cloud,0.1484,0.2168,0.1122,0.1929,0.1045,0.6541,0.0445,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,background,0.0795,0.1334,0.0707,0.1266,0.0627,0.8601,0.0471,0.0021,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,raw,0.2506,0.0329,0.0748,0.102,-0.042,,-0.1487,0.0137,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,pca_only,0.2583,0.2167,0.0745,0.0781,0.1422,-0.2932,-0.1802,0.0141,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,per_cloud,0.1909,0.2168,0.1122,0.1401,0.1045,0.2475,-0.0508,0.0056,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,background,0.2111,0.1334,0.0707,0.1416,0.0627,-1.2392,-0.0695,0.0079,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,raw,0.1756,0.0329,0.0748,0.1289,-0.042,,-0.0467,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,pca_only,0.1828,0.2167,0.0745,0.1413,0.1422,0.2381,-0.0415,0.0081,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,per_cloud,0.1947,0.2168,0.1122,0.1218,0.1045,0.2112,-0.0729,0.0052,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,background,0.2292,0.1308,0.0492,0.0707,0.0816,-1.2044,-0.1585,0.0109,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,raw,0.2969,0.0329,0.0748,0.0885,-0.042,,-0.2085,0.0126,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,pca_only,0.3046,0.2167,0.0745,0.087,0.1422,-0.6189,-0.2176,0.0122,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,per_cloud,0.1797,0.2168,0.1122,0.1393,0.1045,0.3545,-0.0404,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,background,0.2158,0.1308,0.0492,0.1301,0.0816,-1.041,-0.0858,0.0099,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,raw,0.1968,0.0329,0.0748,0.0697,-0.042,,-0.1271,0.0129,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,pca_only,0.1988,0.2167,0.0745,0.1226,0.1422,0.1253,-0.0762,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,per_cloud,0.1322,0.2168,0.1122,0.1221,0.1045,0.8092,-0.0101,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,background,0.2025,0.1308,0.0492,0.1176,0.0816,-0.8772,-0.0849,0.015,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,raw,0.0505,0.0329,0.0748,0.037,-0.042,,-0.0135,0.0053,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,pca_only,0.0507,0.2167,0.0745,0.1962,0.1422,1.1673,0.1455,0.0053,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,per_cloud,0.1476,0.2168,0.1122,0.1941,0.1045,0.6614,0.0464,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,background,0.1525,0.1308,0.0492,0.1187,0.0816,-0.2657,-0.0338,0.0022,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,raw,0.2547,0.0329,0.0748,0.0977,-0.042,,-0.1569,0.0136,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,pca_only,0.2631,0.2167,0.0745,0.073,0.1422,-0.3266,-0.1901,0.0137,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,per_cloud,0.1893,0.2168,0.1122,0.1396,0.1045,0.2629,-0.0497,0.0054,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,background,0.2075,0.1308,0.0492,0.1258,0.0816,-0.9392,-0.0817,0.01,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,raw,0.1771,0.0329,0.0748,0.1297,-0.042,,-0.0474,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,pca_only,0.1857,0.2167,0.0745,0.1444,0.1422,0.2175,-0.0414,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,per_cloud,0.1943,0.2168,0.1122,0.123,0.1045,0.2147,-0.0713,0.0059,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,background,0.2315,0.127,0.0638,0.0728,0.0633,-1.6502,-0.1587,0.0127,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,raw,0.3048,0.0329,0.0748,0.0855,-0.042,,-0.2194,0.013,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,pca_only,0.3127,0.2167,0.0745,0.0904,0.1422,-0.676,-0.2224,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,per_cloud,0.1763,0.2168,0.1122,0.1386,0.1045,0.3874,-0.0376,0.0062,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,background,0.2179,0.127,0.0638,0.1296,0.0633,-1.4363,-0.0884,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,raw,0.1983,0.0329,0.0748,0.0703,-0.042,,-0.128,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,pca_only,0.2004,0.2167,0.0745,0.1259,0.1422,0.1141,-0.0745,0.0123,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,per_cloud,0.1309,0.2168,0.1122,0.1229,0.1045,0.821,-0.008,0.0088,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,background,0.2013,0.127,0.0638,0.1167,0.0633,-1.174,-0.0847,0.0149,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,raw,0.0597,0.0329,0.0748,0.037,-0.042,,-0.0227,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,pca_only,0.0597,0.2167,0.0745,0.1941,0.1422,1.104,0.1344,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,per_cloud,0.1472,0.2168,0.1122,0.1918,0.1045,0.6652,0.0445,0.0116,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,background,0.1522,0.127,0.0638,0.1214,0.0633,-0.3974,-0.0308,0.0037,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,raw,0.2643,0.0329,0.0748,0.0958,-0.042,,-0.1686,0.0137,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,pca_only,0.2723,0.2167,0.0745,0.0759,0.1422,-0.3915,-0.1964,0.014,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,per_cloud,0.1883,0.2168,0.1122,0.139,0.1045,0.2722,-0.0494,0.0051,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,background,0.2121,0.127,0.0638,0.127,0.0633,-1.3441,-0.0851,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,raw,0.1766,0.0329,0.0748,0.1197,-0.042,,-0.0569,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,pca_only,0.1851,0.2167,0.0745,0.1348,0.1422,0.2219,-0.0503,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,per_cloud,0.1949,0.2168,0.1122,0.1282,0.1045,0.2096,-0.0667,0.0064,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,background,0.2378,0.1279,0.054,0.0711,0.0739,-1.4852,-0.1666,0.0109,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,generated,raw,0.2943,0.0329,0.0748,0.0859,-0.042,,-0.2083,0.0121,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,generated,pca_only,0.301,0.2167,0.0745,0.0929,0.1422,-0.5932,-0.208,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,generated,per_cloud,0.1745,0.2168,0.1122,0.1434,0.1045,0.4042,-0.0311,0.0064,100,3584
