model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
Qwen/Qwen2.5-7B,prontoqa,18,generated,background,0.2191,0.1279,0.054,0.1149,0.0739,-1.2334,-0.1042,0.0067,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,raw,0.1977,0.0329,0.0748,0.0747,-0.042,,-0.123,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,pca_only,0.1999,0.2167,0.0745,0.127,0.1422,0.1178,-0.073,0.0108,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,per_cloud,0.1366,0.2168,0.1122,0.1274,0.1045,0.7674,-0.0092,0.0075,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,background,0.2041,0.1279,0.054,0.1376,0.0739,-1.0296,-0.0665,0.0129,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,raw,0.0562,0.0329,0.0748,0.0375,-0.042,,-0.0188,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,pca_only,0.0564,0.2167,0.0745,0.1994,0.1422,1.1272,0.143,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,per_cloud,0.1432,0.2168,0.1122,0.1989,0.1045,0.7039,0.0557,0.0106,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,background,0.1218,0.1279,0.054,0.1165,0.0739,0.0832,-0.0053,0.0041,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,raw,0.2616,0.0329,0.0748,0.0947,-0.042,,-0.167,0.0146,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,pca_only,0.2697,0.2167,0.0745,0.0766,0.1422,-0.3733,-0.1931,0.0153,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,per_cloud,0.1848,0.2168,0.1122,0.1433,0.1045,0.3056,-0.0415,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,background,0.2151,0.1279,0.054,0.1116,0.0739,-1.1784,-0.1035,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,raw,0.1812,0.0329,0.0748,0.1198,-0.042,,-0.0614,0.0098,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,pca_only,0.1912,0.2167,0.0745,0.1326,0.1422,0.1788,-0.0587,0.0105,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,per_cloud,0.1933,0.2168,0.1122,0.131,0.1045,0.2242,-0.0623,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,background,0.239,0.1277,0.0586,0.0832,0.0691,-1.6101,-0.1558,0.0113,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,raw,0.2858,0.0329,0.0748,0.0848,-0.042,,-0.201,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,pca_only,0.2932,0.2167,0.0745,0.0989,0.1422,-0.5386,-0.1943,0.013,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,per_cloud,0.1723,0.2168,0.1122,0.1449,0.1045,0.4252,-0.0274,0.0046,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,background,0.2299,0.1277,0.0586,0.1615,0.0691,-1.4781,-0.0684,0.0061,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,raw,0.2004,0.0329,0.0748,0.0798,-0.042,,-0.1206,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,pca_only,0.2031,0.2167,0.0745,0.1359,0.1422,0.0955,-0.0672,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,per_cloud,0.1354,0.2168,0.1122,0.1221,0.1045,0.7786,-0.0132,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,background,0.2049,0.1277,0.0586,0.1184,0.0691,-1.1166,-0.0865,0.0099,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,raw,0.0607,0.0329,0.0748,0.0374,-0.042,,-0.0234,0.0044,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,pca_only,0.0613,0.2167,0.0745,0.2053,0.1422,1.0925,0.1439,0.0044,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,per_cloud,0.1472,0.2168,0.1122,0.2023,0.1045,0.6653,0.0551,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,background,0.1118,0.1277,0.0586,0.1179,0.0691,0.2299,0.006,0.0107,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,raw,0.2546,0.0329,0.0748,0.0905,-0.042,,-0.1641,0.014,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,pca_only,0.2628,0.2167,0.0745,0.0804,0.1422,-0.3249,-0.1824,0.014,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,per_cloud,0.184,0.2168,0.1122,0.1429,0.1045,0.313,-0.0412,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,background,0.2244,0.1277,0.0586,0.1639,0.0691,-1.3977,-0.0605,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,raw,0.2081,0.0329,0.0748,0.1264,-0.042,,-0.0816,0.0114,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,pca_only,0.2184,0.2167,0.0745,0.1531,0.1422,-0.0125,-0.0654,0.0117,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,per_cloud,0.1909,0.2168,0.1122,0.147,0.1045,0.2476,-0.0439,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,background,0.244,0.1286,0.0648,0.0871,0.0638,-1.8104,-0.1569,0.0107,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,raw,0.2949,0.0329,0.0748,0.0857,-0.042,,-0.2091,0.0125,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,pca_only,0.3023,0.2167,0.0745,0.097,0.1422,-0.6023,-0.2052,0.0129,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,per_cloud,0.1677,0.2168,0.1122,0.1435,0.1045,0.4691,-0.0242,0.005,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,background,0.2315,0.1286,0.0648,0.1144,0.0638,-1.6142,-0.1172,0.0092,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,raw,0.2058,0.0329,0.0748,0.0793,-0.042,,-0.1265,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,pca_only,0.2091,0.2167,0.0745,0.1366,0.1422,0.0528,-0.0725,0.0106,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,per_cloud,0.1361,0.2168,0.1122,0.1211,0.1045,0.7713,-0.0151,0.0067,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,background,0.2054,0.1286,0.0648,0.1166,0.0638,-1.2048,-0.0888,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,raw,0.0744,0.0329,0.0748,0.0369,-0.042,,-0.0375,0.0054,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,pca_only,0.0747,0.2167,0.0745,0.2017,0.1422,0.9983,0.1269,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,per_cloud,0.1479,0.2168,0.1122,0.1992,0.1045,0.6588,0.0513,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,background,0.1239,0.1286,0.0648,0.1256,0.0638,0.0729,0.0017,0.0143,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,raw,0.2613,0.0329,0.0748,0.0945,-0.042,,-0.1669,0.0148,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,pca_only,0.2694,0.2167,0.0745,0.0803,0.1422,-0.3708,-0.189,0.0152,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,per_cloud,0.182,0.2168,0.1122,0.1461,0.1045,0.3328,-0.0359,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,background,0.2256,0.1286,0.0648,0.117,0.0638,-1.5222,-0.1086,0.0094,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,raw,0.2217,0.0329,0.0748,0.1278,-0.042,,-0.0939,0.0115,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,pca_only,0.2319,0.2167,0.0745,0.1621,0.1422,-0.107,-0.0698,0.0118,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,per_cloud,0.1903,0.2168,0.1122,0.1574,0.1045,0.2528,-0.033,0.0062,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,background,0.2496,0.1302,0.0733,0.0873,0.0569,-2.0973,-0.1623,0.0101,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,raw,0.292,0.0329,0.0748,0.0865,-0.042,,-0.2054,0.0123,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,pca_only,0.3002,0.2167,0.0745,0.0993,0.1422,-0.5878,-0.2009,0.0121,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,per_cloud,0.174,0.2168,0.1122,0.1441,0.1045,0.4087,-0.03,0.0053,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,background,0.2349,0.1302,0.0733,0.1091,0.0569,-1.8394,-0.1258,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,raw,0.2103,0.0329,0.0748,0.0735,-0.042,,-0.1368,0.0112,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,pca_only,0.2126,0.2167,0.0745,0.1341,0.1422,0.0286,-0.0785,0.0111,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,per_cloud,0.1366,0.2168,0.1122,0.1192,0.1045,0.767,-0.0174,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,background,0.2019,0.1302,0.0733,0.1221,0.0569,-1.26,-0.0798,0.0135,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,raw,0.0813,0.0329,0.0748,0.0373,-0.042,,-0.044,0.005,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,pca_only,0.0816,0.2167,0.0745,0.2085,0.1422,0.9499,0.1269,0.005,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,per_cloud,0.1443,0.2168,0.1122,0.2063,0.1045,0.6929,0.062,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,background,0.0973,0.1302,0.0733,0.1253,0.0569,0.5793,0.0281,0.0115,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,raw,0.2626,0.0329,0.0748,0.0948,-0.042,,-0.1678,0.0128,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,pca_only,0.2706,0.2167,0.0745,0.081,0.1422,-0.3792,-0.1895,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,per_cloud,0.1825,0.2168,0.1122,0.1452,0.1045,0.3275,-0.0373,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,background,0.2254,0.1302,0.0733,0.1094,0.0569,-1.6724,-0.116,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,raw,0.2478,0.0329,0.0748,0.1285,-0.042,,-0.1193,0.0139,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,pca_only,0.2587,0.2167,0.0745,0.1768,0.1422,-0.2959,-0.0819,0.015,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,per_cloud,0.1925,0.2168,0.1122,0.1548,0.1045,0.232,-0.0377,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,background,0.2433,0.1276,0.0486,0.0953,0.0789,-1.4669,-0.148,0.01,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,raw,0.3048,0.0329,0.0748,0.0834,-0.042,,-0.2214,0.0129,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,pca_only,0.3125,0.2167,0.0745,0.1,0.1422,-0.6739,-0.2124,0.0133,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,per_cloud,0.1772,0.2168,0.1122,0.1417,0.1045,0.379,-0.0355,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,background,0.2144,0.1276,0.0486,0.1088,0.0789,-1.0998,-0.1055,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,raw,0.2058,0.0329,0.0748,0.0697,-0.042,,-0.1361,0.0126,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,pca_only,0.2085,0.2167,0.0745,0.1309,0.1422,0.0571,-0.0776,0.0128,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,per_cloud,0.135,0.2168,0.1122,0.1186,0.1045,0.7823,-0.0164,0.0067,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,background,0.1997,0.1276,0.0486,0.1263,0.0789,-0.9136,-0.0733,0.0143,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,raw,0.0752,0.0329,0.0748,0.0379,-0.042,,-0.0372,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,pca_only,0.0758,0.2167,0.0745,0.2074,0.1422,0.9906,0.1316,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,per_cloud,0.1488,0.2168,0.1122,0.2037,0.1045,0.6505,0.0549,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,background,0.0928,0.1276,0.0486,0.1255,0.0789,0.4404,0.0327,0.0173,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,raw,0.2848,0.0329,0.0748,0.0912,-0.042,,-0.1936,0.0138,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,pca_only,0.2925,0.2167,0.0745,0.0857,0.1422,-0.5339,-0.2069,0.0136,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,per_cloud,0.1836,0.2168,0.1122,0.1449,0.1045,0.3175,-0.0386,0.0062,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,background,0.2079,0.1276,0.0486,0.1129,0.0789,-1.0172,-0.095,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,raw,0.2554,0.0329,0.0748,0.1209,-0.042,,-0.1345,0.0137,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,pca_only,0.2674,0.2167,0.0745,0.17,0.1422,-0.357,-0.0975,0.0138,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,per_cloud,0.195,0.2168,0.1122,0.1572,0.1045,0.2087,-0.0378,0.005,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,background,0.2373,0.1302,0.0756,0.0845,0.0546,-1.9612,-0.1528,0.0088,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,raw,0.3023,0.0329,0.0748,0.0806,-0.042,,-0.2217,0.0127,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,pca_only,0.311,0.2167,0.0745,0.0997,0.1422,-0.6636,-0.2113,0.0126,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,per_cloud,0.1814,0.2168,0.1122,0.1429,0.1045,0.3387,-0.0384,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,background,0.202,0.1302,0.0756,0.0964,0.0546,-1.3136,-0.1056,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,raw,0.2077,0.0329,0.0748,0.0652,-0.042,,-0.1425,0.0123,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,pca_only,0.2114,0.2167,0.0745,0.1441,0.1422,0.037,-0.0673,0.0125,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,per_cloud,0.145,0.2168,0.1122,0.1207,0.1045,0.6869,-0.0243,0.0067,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,background,0.2061,0.1302,0.0756,0.1361,0.0546,-1.3901,-0.07,0.0129,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,raw,0.0783,0.0329,0.0748,0.0384,-0.042,,-0.0399,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,pca_only,0.0786,0.2167,0.0745,0.2111,0.1422,0.9713,0.1326,0.0094,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,per_cloud,0.1529,0.2168,0.1122,0.2059,0.1045,0.6107,0.053,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,background,0.0721,0.1302,0.0756,0.125,0.0546,1.0649,0.0529,0.0125,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,raw,0.2793,0.0329,0.0748,0.0881,-0.042,,-0.1912,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,pca_only,0.2882,0.2167,0.0745,0.0892,0.1422,-0.5036,-0.1991,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,per_cloud,0.1898,0.2168,0.1122,0.147,0.1045,0.2584,-0.0428,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,background,0.1955,0.1302,0.0756,0.0939,0.0546,-1.1951,-0.1016,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,raw,0.2509,0.0329,0.0748,0.1109,-0.042,,-0.14,0.0119,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,pca_only,0.2626,0.2167,0.0745,0.1616,0.1422,-0.323,-0.1009,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,per_cloud,0.1968,0.2168,0.1122,0.1584,0.1045,0.1914,-0.0384,0.0042,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,background,0.2336,0.1283,0.0539,0.0967,0.0744,-1.415,-0.1369,0.0075,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,raw,0.2993,0.0329,0.0748,0.0781,-0.042,,-0.2212,0.0143,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,pca_only,0.3098,0.2167,0.0745,0.0981,0.1422,-0.655,-0.2117,0.0146,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,per_cloud,0.1838,0.2168,0.1122,0.142,0.1045,0.3153,-0.0418,0.0085,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,background,0.1936,0.1283,0.0539,0.0836,0.0744,-0.8779,-0.11,0.0098,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,raw,0.2006,0.0329,0.0748,0.0569,-0.042,,-0.1437,0.0124,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,pca_only,0.2037,0.2167,0.0745,0.1412,0.1422,0.0914,-0.0625,0.0124,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,per_cloud,0.1455,0.2168,0.1122,0.1236,0.1045,0.6822,-0.0219,0.0068,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,background,0.1891,0.1283,0.0539,0.1141,0.0744,-0.8182,-0.0751,0.0136,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,raw,0.0751,0.0329,0.0748,0.0387,-0.042,,-0.0365,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,pca_only,0.0756,0.2167,0.0745,0.2083,0.1422,0.9922,0.1327,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,per_cloud,0.1522,0.2168,0.1122,0.2023,0.1045,0.618,0.0501,0.0081,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,background,0.0678,0.1283,0.0539,0.1231,0.0744,0.8129,0.0554,0.0113,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,raw,0.2797,0.0329,0.0748,0.0846,-0.042,,-0.1951,0.0144,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,pca_only,0.2899,0.2167,0.0745,0.0903,0.1422,-0.515,-0.1995,0.0147,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,per_cloud,0.1895,0.2168,0.1122,0.1461,0.1045,0.2605,-0.0434,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,background,0.1908,0.1283,0.0539,0.0818,0.0744,-0.8407,-0.109,0.0101,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,raw,0.254,0.0329,0.0748,0.1058,-0.042,,-0.1482,0.0106,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,pca_only,0.2674,0.2167,0.0745,0.1623,0.1422,-0.3567,-0.105,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,per_cloud,0.197,0.2168,0.1122,0.1592,0.1045,0.1887,-0.0379,0.0044,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,background,0.2268,0.1252,0.0576,0.0938,0.0676,-1.5017,-0.1329,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,raw,0.2919,0.0329,0.0748,0.0811,-0.042,,-0.2107,0.0159,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,pca_only,0.3006,0.2167,0.0745,0.0967,0.1422,-0.5908,-0.204,0.0167,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,per_cloud,0.1863,0.2168,0.1122,0.1431,0.1045,0.2916,-0.0432,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,background,0.1954,0.1252,0.0576,0.0748,0.0676,-1.0379,-0.1206,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,raw,0.2034,0.0329,0.0748,0.0489,-0.042,,-0.1545,0.0122,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,pca_only,0.208,0.2167,0.0745,0.1361,0.1422,0.0606,-0.0719,0.0122,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,per_cloud,0.1459,0.2168,0.1122,0.1221,0.1045,0.6782,-0.0238,0.0061,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,background,0.2166,0.1252,0.0576,0.1079,0.0676,-1.3512,-0.1087,0.0099,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,raw,0.0814,0.0329,0.0748,0.0389,-0.042,,-0.0425,0.0094,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,pca_only,0.0817,0.2167,0.0745,0.2059,0.1422,0.9493,0.1242,0.0094,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,per_cloud,0.1517,0.2168,0.1122,0.1996,0.1045,0.6228,0.048,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,background,0.0733,0.1252,0.0576,0.125,0.0676,0.7672,0.0517,0.014,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,raw,0.2773,0.0329,0.0748,0.0867,-0.042,,-0.1906,0.0146,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,pca_only,0.2865,0.2167,0.0745,0.0937,0.1422,-0.4913,-0.1928,0.0145,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,per_cloud,0.1922,0.2168,0.1122,0.1455,0.1045,0.2353,-0.0467,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,background,0.1941,0.1252,0.0576,0.0738,0.0676,-1.0195,-0.1204,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,raw,0.239,0.0329,0.0748,0.1023,-0.042,,-0.1367,0.0105,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,pca_only,0.2549,0.2167,0.0745,0.1577,0.1422,-0.2691,-0.0972,0.0112,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,per_cloud,0.1949,0.2168,0.1122,0.1631,0.1045,0.2091,-0.0318,0.0054,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,background,0.2261,0.1247,0.0558,0.096,0.0689,-1.4729,-0.1301,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,raw,0.2889,0.0329,0.0748,0.0792,-0.042,,-0.2097,0.0125,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,pca_only,0.2995,0.2167,0.0745,0.0962,0.1422,-0.5825,-0.2032,0.0124,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,per_cloud,0.187,0.2168,0.1122,0.1459,0.1045,0.2848,-0.0411,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,background,0.1991,0.1247,0.0558,0.0735,0.0689,-1.081,-0.1256,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,raw,0.2016,0.0329,0.0748,0.0461,-0.042,,-0.1554,0.0127,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,pca_only,0.2063,0.2167,0.0745,0.1348,0.1422,0.073,-0.0715,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,per_cloud,0.1486,0.2168,0.1122,0.1213,0.1045,0.652,-0.0273,0.0064,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,background,0.2134,0.1247,0.0558,0.1045,0.0689,-1.2883,-0.1089,0.0108,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,raw,0.0876,0.0329,0.0748,0.0392,-0.042,,-0.0485,0.0097,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,pca_only,0.088,0.2167,0.0745,0.2046,0.1422,0.9052,0.1166,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,per_cloud,0.1487,0.2168,0.1122,0.1963,0.1045,0.6516,0.0477,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,background,0.0588,0.1247,0.0558,0.1265,0.0689,0.9564,0.0677,0.0053,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,raw,0.2729,0.0329,0.0748,0.0841,-0.042,,-0.1888,0.0141,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,pca_only,0.2853,0.2167,0.0745,0.0939,0.1422,-0.4827,-0.1913,0.0145,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,per_cloud,0.194,0.2168,0.1122,0.1468,0.1045,0.2183,-0.0472,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,background,0.2016,0.1247,0.0558,0.0747,0.0689,-1.1182,-0.127,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,raw,0.2078,0.0329,0.0748,0.123,-0.042,,-0.0847,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,pca_only,0.2208,0.2167,0.0745,0.155,0.1422,-0.0293,-0.0659,0.0085,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,per_cloud,0.1975,0.2168,0.1122,0.1674,0.1045,0.1843,-0.0301,0.0036,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,background,0.2186,0.1259,0.0696,0.0974,0.0563,-1.645,-0.1212,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,raw,0.2692,0.0329,0.0748,0.0776,-0.042,,-0.1916,0.0118,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,pca_only,0.2791,0.2167,0.0745,0.1037,0.1422,-0.4393,-0.1754,0.0114,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,per_cloud,0.1976,0.2168,0.1122,0.157,0.1045,0.1835,-0.0406,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,background,0.1916,0.1259,0.0696,0.0726,0.0563,-1.1647,-0.119,0.0082,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,thinking,raw,0.2113,0.0329,0.0748,0.0386,-0.042,,-0.1727,0.0099,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,thinking,pca_only,0.218,0.2167,0.0745,0.138,0.1422,-0.0095,-0.08,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,thinking,per_cloud,0.1594,0.2168,0.1122,0.1334,0.1045,0.5486,-0.026,0.0059,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,thinking,background,0.2239,0.1259,0.0696,0.1059,0.0563,-1.7388,-0.1179,0.0122,100,3584
