model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,pca_only,0.1775,0.2167,0.0745,0.1396,0.1422,0.2751,-0.038,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,per_cloud,0.1592,0.2168,0.1122,0.109,0.1045,0.5512,-0.0501,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,background,0.1702,0.1258,0.0509,0.209,0.0749,-0.5937,0.0387,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,raw,0.1232,0.0329,0.0748,0.0405,-0.042,,-0.0827,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,pca_only,0.125,0.2167,0.0745,0.1543,0.1422,0.6447,0.0293,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,per_cloud,0.1351,0.2168,0.1122,0.153,0.1045,0.7811,0.0179,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,background,0.1405,0.1258,0.0509,0.137,0.0749,-0.1967,-0.0035,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,raw,0.2428,0.0329,0.0748,0.0502,-0.042,,-0.1926,0.0122,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,pca_only,0.2569,0.2167,0.0745,0.1068,0.1422,-0.2829,-0.1501,0.0112,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,per_cloud,0.1871,0.2168,0.1122,0.1561,0.1045,0.284,-0.031,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,background,0.2028,0.1258,0.0509,0.091,0.0749,-1.0282,-0.1118,0.0097,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,raw,0.1444,0.0329,0.0748,0.0845,-0.042,,-0.0599,0.0188,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,pca_only,0.1518,0.2167,0.0745,0.0935,0.1422,0.4564,-0.0583,0.018,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,per_cloud,0.1934,0.2168,0.1122,0.1384,0.1045,0.2233,-0.055,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,background,0.1751,0.1273,0.0635,0.1025,0.0638,-0.7486,-0.0726,0.0181,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,raw,0.2361,0.0329,0.0748,0.044,-0.042,,-0.1921,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,pca_only,0.2502,0.2167,0.0745,0.1313,0.1422,-0.2357,-0.1189,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,per_cloud,0.1866,0.2168,0.1122,0.1658,0.1045,0.2888,-0.0208,0.0051,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,background,0.2036,0.1273,0.0635,0.0974,0.0638,-1.1962,-0.1062,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,raw,0.1635,0.0329,0.0748,0.065,-0.042,,-0.0985,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,pca_only,0.1743,0.2167,0.0745,0.1405,0.1422,0.2978,-0.0338,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,per_cloud,0.1601,0.2168,0.1122,0.1143,0.1045,0.5424,-0.0458,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,background,0.1731,0.1273,0.0635,0.2029,0.0638,-0.7184,0.0298,0.008,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,raw,0.13,0.0329,0.0748,0.0419,-0.042,,-0.0881,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,pca_only,0.1324,0.2167,0.0745,0.1614,0.1422,0.5926,0.029,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,per_cloud,0.1317,0.2168,0.1122,0.1564,0.1045,0.8135,0.0247,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,background,0.1789,0.1273,0.0635,0.1388,0.0638,-0.8094,-0.0402,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,raw,0.2443,0.0329,0.0748,0.0493,-0.042,,-0.195,0.0108,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,pca_only,0.2589,0.2167,0.0745,0.1176,0.1422,-0.2971,-0.1413,0.0102,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,per_cloud,0.1887,0.2168,0.1122,0.1585,0.1045,0.2688,-0.0302,0.0055,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,background,0.2004,0.1273,0.0635,0.0946,0.0638,-1.1452,-0.1058,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,raw,0.2135,0.0329,0.0748,0.0912,-0.042,,-0.1223,0.0519,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,pca_only,0.219,0.2167,0.0745,0.0915,0.1422,-0.0164,-0.1275,0.0509,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,per_cloud,0.2005,0.2168,0.1122,0.0985,0.1045,0.1557,-0.102,0.0052,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,background,0.2036,0.1277,0.0631,0.0846,0.0646,-1.1744,-0.119,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,raw,0.2371,0.0329,0.0748,0.0451,-0.042,,-0.192,0.0107,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,pca_only,0.2511,0.2167,0.0745,0.1338,0.1422,-0.2424,-0.1174,0.0112,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,per_cloud,0.1846,0.2168,0.1122,0.1696,0.1045,0.3078,-0.015,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,background,0.2127,0.1277,0.0631,0.0935,0.0646,-1.3161,-0.1193,0.0106,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,raw,0.1649,0.0329,0.0748,0.0655,-0.042,,-0.0994,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,pca_only,0.1769,0.2167,0.0745,0.1436,0.1422,0.2798,-0.0333,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,per_cloud,0.1604,0.2168,0.1122,0.1228,0.1045,0.5395,-0.0376,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,background,0.1804,0.1277,0.0631,0.1828,0.0646,-0.815,0.0025,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,raw,0.131,0.0329,0.0748,0.0421,-0.042,,-0.0889,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,pca_only,0.1341,0.2167,0.0745,0.1667,0.1422,0.5804,0.0325,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,per_cloud,0.1326,0.2168,0.1122,0.1615,0.1045,0.805,0.0289,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,background,0.183,0.1277,0.0631,0.1379,0.0646,-0.8557,-0.0451,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,raw,0.2472,0.0329,0.0748,0.0496,-0.042,,-0.1976,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,pca_only,0.2618,0.2167,0.0745,0.1197,0.1422,-0.3175,-0.142,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,per_cloud,0.1868,0.2168,0.1122,0.1645,0.1045,0.287,-0.0223,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,background,0.2088,0.1277,0.0631,0.09,0.0646,-1.2554,-0.1188,0.0107,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,raw,0.3408,0.0329,0.0748,0.0886,-0.042,,-0.2522,0.0148,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,pca_only,0.3491,0.2167,0.0745,0.0965,0.1422,-0.932,-0.2526,0.0149,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,per_cloud,0.202,0.2168,0.1122,0.0998,0.1045,0.1417,-0.1022,0.0048,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,background,0.205,0.1231,0.0583,0.0813,0.0649,-1.2619,-0.1237,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,raw,0.2373,0.0329,0.0748,0.0454,-0.042,,-0.1918,0.0108,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,pca_only,0.2524,0.2167,0.0745,0.1361,0.1422,-0.2515,-0.1163,0.0103,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,per_cloud,0.1856,0.2168,0.1122,0.1685,0.1045,0.2985,-0.017,0.0039,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,background,0.2211,0.1231,0.0583,0.1013,0.0649,-1.5101,-0.1198,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,raw,0.1669,0.0329,0.0748,0.0658,-0.042,,-0.1011,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,pca_only,0.1812,0.2167,0.0745,0.1448,0.1422,0.2494,-0.0364,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,per_cloud,0.1582,0.2168,0.1122,0.1303,0.1045,0.5604,-0.0278,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,background,0.1857,0.1231,0.0583,0.1677,0.0649,-0.9652,-0.0181,0.0102,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,raw,0.1365,0.0329,0.0748,0.0442,-0.042,,-0.0923,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,pca_only,0.1401,0.2167,0.0745,0.167,0.1422,0.5384,0.0269,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,per_cloud,0.1372,0.2168,0.1122,0.1624,0.1045,0.761,0.0252,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,background,0.1815,0.1231,0.0583,0.1431,0.0649,-0.9001,-0.0384,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,raw,0.2448,0.0329,0.0748,0.0498,-0.042,,-0.195,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,pca_only,0.2589,0.2167,0.0745,0.1273,0.1422,-0.2973,-0.1316,0.0107,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,per_cloud,0.1869,0.2168,0.1122,0.1639,0.1045,0.2861,-0.023,0.0049,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,background,0.2171,0.1231,0.0583,0.1008,0.0649,-1.4493,-0.1163,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,raw,0.1952,0.0329,0.0748,0.0904,-0.042,,-0.1048,0.0375,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,pca_only,0.202,0.2167,0.0745,0.0773,0.1422,0.1031,-0.1247,0.0382,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,per_cloud,0.1944,0.2168,0.1122,0.1306,0.1045,0.2139,-0.0638,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,background,0.1991,0.1258,0.0462,0.1034,0.0797,-0.9204,-0.0957,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,raw,0.236,0.0329,0.0748,0.0454,-0.042,,-0.1907,0.0122,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,pca_only,0.249,0.2167,0.0745,0.1399,0.1422,-0.2277,-0.1092,0.0124,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,per_cloud,0.1844,0.2168,0.1122,0.1672,0.1045,0.3099,-0.0172,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,background,0.2118,0.1258,0.0462,0.1035,0.0797,-1.0795,-0.1083,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,raw,0.1715,0.0329,0.0748,0.0647,-0.042,,-0.1068,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,pca_only,0.1851,0.2167,0.0745,0.1459,0.1422,0.2219,-0.0392,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,per_cloud,0.1566,0.2168,0.1122,0.1344,0.1045,0.5759,-0.0222,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,background,0.1791,0.1258,0.0462,0.1725,0.0797,-0.6687,-0.0066,0.0068,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,raw,0.1601,0.0329,0.0748,0.0486,-0.042,,-0.1115,0.0106,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,pca_only,0.1646,0.2167,0.0745,0.1682,0.1422,0.3662,0.0037,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,per_cloud,0.1333,0.2168,0.1122,0.1643,0.1045,0.7988,0.031,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,background,0.1875,0.1258,0.0462,0.1427,0.0797,-0.7746,-0.0449,0.0146,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,raw,0.2441,0.0329,0.0748,0.0477,-0.042,,-0.1964,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,pca_only,0.2572,0.2167,0.0745,0.132,0.1422,-0.2855,-0.1253,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,per_cloud,0.1826,0.2168,0.1122,0.1681,0.1045,0.3266,-0.0145,0.0055,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,background,0.2087,0.1258,0.0462,0.1031,0.0797,-1.0406,-0.1056,0.0103,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,raw,0.2391,0.0329,0.0748,0.1498,-0.042,,-0.0893,0.0189,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,pca_only,0.2433,0.2167,0.0745,0.1669,0.1422,-0.1871,-0.0763,0.0197,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,per_cloud,0.1988,0.2168,0.1122,0.1111,0.1045,0.1718,-0.0877,0.0043,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,background,0.2071,0.1234,0.0565,0.0821,0.0669,-1.251,-0.125,0.0117,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,raw,0.2138,0.0329,0.0748,0.0655,-0.042,,-0.1483,0.0118,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,pca_only,0.2242,0.2167,0.0745,0.1553,0.1422,-0.0528,-0.0688,0.0121,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,per_cloud,0.1829,0.2168,0.1122,0.122,0.1045,0.3242,-0.0608,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,background,0.1871,0.1234,0.0565,0.1194,0.0669,-0.9524,-0.0677,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,raw,0.1616,0.0329,0.0748,0.0683,-0.042,,-0.0932,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,pca_only,0.1742,0.2167,0.0745,0.1416,0.1422,0.2986,-0.0326,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,per_cloud,0.1573,0.2168,0.1122,0.1157,0.1045,0.5688,-0.0416,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,background,0.1706,0.1234,0.0565,0.1725,0.0669,-0.7051,0.0019,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,raw,0.1565,0.0329,0.0748,0.047,-0.042,,-0.1095,0.0109,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,pca_only,0.1628,0.2167,0.0745,0.1844,0.1422,0.3789,0.0216,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,per_cloud,0.1324,0.2168,0.1122,0.1785,0.1045,0.8074,0.0461,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,background,0.2023,0.1234,0.0565,0.1392,0.0669,-1.1789,-0.0631,0.0151,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,raw,0.2201,0.0329,0.0748,0.0654,-0.042,,-0.1546,0.0118,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,pca_only,0.2301,0.2167,0.0745,0.1597,0.1422,-0.0948,-0.0704,0.0115,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,per_cloud,0.1854,0.2168,0.1122,0.1263,0.1045,0.2998,-0.0592,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,background,0.1876,0.1234,0.0565,0.1149,0.0669,-0.9592,-0.0727,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,raw,0.1324,0.0329,0.0748,0.1083,-0.042,,-0.024,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,pca_only,0.1371,0.2167,0.0745,0.0738,0.1422,0.5593,-0.0634,0.007,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,per_cloud,0.1987,0.2168,0.1122,0.1416,0.1045,0.1728,-0.0571,0.0051,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,background,0.2029,0.1259,0.0455,0.078,0.0805,-0.9562,-0.1249,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,raw,0.2226,0.0329,0.0748,0.0618,-0.042,,-0.1608,0.0119,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,pca_only,0.2342,0.2167,0.0745,0.1549,0.1422,-0.1233,-0.0793,0.0124,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,per_cloud,0.1837,0.2168,0.1122,0.1361,0.1045,0.3163,-0.0476,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,background,0.1875,0.1259,0.0455,0.1145,0.0805,-0.765,-0.073,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,raw,0.1648,0.0329,0.0748,0.0693,-0.042,,-0.0954,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,pca_only,0.1772,0.2167,0.0745,0.145,0.1422,0.2772,-0.0323,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,per_cloud,0.1591,0.2168,0.1122,0.1174,0.1045,0.5519,-0.0417,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,background,0.1631,0.1259,0.0455,0.1877,0.0805,-0.4617,0.0246,0.0052,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,raw,0.1599,0.0329,0.0748,0.0452,-0.042,,-0.1147,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,pca_only,0.1647,0.2167,0.0745,0.1933,0.1422,0.3652,0.0286,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,per_cloud,0.1366,0.2168,0.1122,0.1906,0.1045,0.7671,0.054,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,background,0.2071,0.1259,0.0455,0.1399,0.0805,-1.0083,-0.0672,0.0141,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,raw,0.2287,0.0329,0.0748,0.0606,-0.042,,-0.1681,0.0115,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,pca_only,0.2413,0.2167,0.0745,0.155,0.1422,-0.1734,-0.0863,0.0119,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,per_cloud,0.1851,0.2168,0.1122,0.1414,0.1045,0.3027,-0.0438,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,background,0.1866,0.1259,0.0455,0.1098,0.0805,-0.7546,-0.0768,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,raw,0.1414,0.0329,0.0748,0.1049,-0.042,,-0.0365,0.0066,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,pca_only,0.1472,0.2167,0.0745,0.0754,0.1422,0.4885,-0.0718,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,per_cloud,0.203,0.2168,0.1122,0.1459,0.1045,0.1321,-0.0571,0.0043,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,background,0.2013,0.1261,0.0676,0.0706,0.0585,-1.2866,-0.1307,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,raw,0.2279,0.0329,0.0748,0.0613,-0.042,,-0.1666,0.012,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,pca_only,0.2404,0.2167,0.0745,0.159,0.1422,-0.1673,-0.0814,0.0122,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,per_cloud,0.1857,0.2168,0.1122,0.1461,0.1045,0.2974,-0.0396,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,background,0.1891,0.1261,0.0676,0.1098,0.0585,-1.0773,-0.0793,0.0067,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,raw,0.1655,0.0329,0.0748,0.0689,-0.042,,-0.0966,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,pca_only,0.1774,0.2167,0.0745,0.1451,0.1422,0.2765,-0.0323,0.008,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,per_cloud,0.1641,0.2168,0.1122,0.1178,0.1045,0.5042,-0.0463,0.0065,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,background,0.1695,0.1261,0.0676,0.1753,0.0585,-0.742,0.0059,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,raw,0.1536,0.0329,0.0748,0.0447,-0.042,,-0.1089,0.0125,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,pca_only,0.158,0.2167,0.0745,0.193,0.1422,0.4123,0.0349,0.0124,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,per_cloud,0.1369,0.2168,0.1122,0.189,0.1045,0.7643,0.0521,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,background,0.2056,0.1261,0.0676,0.1348,0.0585,-1.361,-0.0709,0.0132,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,raw,0.2319,0.0329,0.0748,0.0604,-0.042,,-0.1715,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,pca_only,0.2449,0.2167,0.0745,0.1565,0.1422,-0.1987,-0.0884,0.0117,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,per_cloud,0.1864,0.2168,0.1122,0.1467,0.1045,0.2903,-0.0398,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,background,0.1849,0.1261,0.0676,0.1057,0.0585,-1.0059,-0.0792,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,raw,0.1576,0.0329,0.0748,0.1037,-0.042,,-0.0539,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,pca_only,0.1665,0.2167,0.0745,0.0818,0.1422,0.3525,-0.0848,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,per_cloud,0.2025,0.2168,0.1122,0.1563,0.1045,0.1368,-0.0462,0.0044,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,background,0.2244,0.1227,0.0642,0.0707,0.0585,-1.7397,-0.1537,0.0102,100,3584
