model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,2,2,0.0397,0.0408,0.0011,-0.0306,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,3,2,0.0253,0.0844,0.0591,-0.0119,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,5,2,0.0754,0.1075,0.0321,0.0059,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,8,2,0.0558,0.1359,0.0801,0.021,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,16,2,0.1616,0.0592,-0.1023,0.0148,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,2,3,0.0432,0.0597,0.0164,0.0222,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,3,3,0.0992,0.0934,-0.0058,0.0246,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,5,3,0.0533,0.1322,0.079,0.0159,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,8,3,0.0592,0.1099,0.0506,0.0029,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,16,3,0.1512,0.0902,-0.061,0.0235,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,2,4,0.0371,0.0322,-0.0049,-0.0085,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,3,4,0.0577,0.0695,0.0118,0.0069,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,5,4,0.0815,0.1334,0.0519,-0.0207,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,8,4,0.0887,0.1421,0.0534,-0.038,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,16,4,0.1524,0.0404,-0.112,-0.0142,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,2,5,0.0669,0.0756,0.0087,0.0203,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,3,5,0.087,0.1059,0.0189,0.0086,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,5,5,0.1274,0.1352,0.0079,-0.0146,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,8,5,0.1339,0.161,0.027,-0.0235,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,premise,28,16,5,0.1619,0.0791,-0.0828,-0.005,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,2,0,-0.0095,0.0121,0.0216,0.0123,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,3,0,-0.0095,0.0121,0.0216,0.0123,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,5,0,-0.0095,-0.0095,0.0,0.0168,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,8,0,-0.0095,-0.0095,0.0,0.0103,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,16,0,-0.0095,-0.0095,0.0,0.0168,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,2,1,0.0445,0.0445,0.0,-0.0206,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,3,1,0.0445,0.0722,0.0277,-0.0058,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,5,1,0.0445,0.0445,0.0,-0.0206,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,8,1,0.0445,0.0445,0.0,-0.0143,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,16,1,0.0445,0.0722,0.0277,-0.0058,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,2,2,0.0225,0.0523,0.0297,-0.0276,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,3,2,0.0225,0.0554,0.0328,-0.0238,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,5,2,0.0225,0.0554,0.0328,-0.0238,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,8,2,0.0225,0.0225,0.0,-0.0238,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,16,2,0.0225,0.0523,0.0297,-0.0313,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,2,3,0.0242,0.0242,0.0,0.0376,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,3,3,0.0242,0.0242,0.0,0.0376,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,5,3,0.0242,0.0242,0.0,0.0376,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,8,3,0.0242,0.0587,0.0345,0.0406,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,16,3,0.0242,0.0242,0.0,0.0376,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,2,4,0.0291,0.0291,0.0,-0.0175,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,3,4,0.0291,0.0291,0.0,-0.0175,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,5,4,0.0291,0.0291,0.0,-0.0175,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,8,4,0.0291,0.0291,0.0,-0.0175,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,16,4,0.0291,0.074,0.0449,-0.0175,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,2,5,0.028,0.0694,0.0414,0.026,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,3,5,0.028,0.028,0.0,0.0286,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,5,5,0.028,0.0835,0.0555,0.0286,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,8,5,0.028,0.028,0.0,0.0272,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,0,16,5,0.028,0.0694,0.0414,0.0286,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,2,0,0.0025,-0.0029,-0.0054,-0.0248,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,3,0,-0.0326,-0.0084,0.0242,0.0125,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,5,0,0.0016,0.0897,0.0881,0.0439,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,8,0,0.0375,0.0684,0.031,-0.018,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,16,0,0.0342,0.0119,-0.0222,-0.0687,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,2,1,0.0537,0.0145,-0.0392,0.0179,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,3,1,-0.0178,0.0656,0.0834,0.0052,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,5,1,0.0066,0.1174,0.1108,-0.0452,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,8,1,0.0272,0.1067,0.0795,-0.0358,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,16,1,0.1168,0.1201,0.0033,-0.0154,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,2,2,0.0,-0.0061,-0.0061,0.0119,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,3,2,-0.0149,0.0201,0.035,-0.0169,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,5,2,0.0155,0.062,0.0466,0.0148,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,8,2,0.0467,0.1137,0.067,0.0485,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,16,2,0.095,-0.0067,-0.1017,-0.0084,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,2,3,0.0221,-0.0281,-0.0502,-0.0089,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,3,3,-0.0326,-0.0175,0.0151,0.017,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,5,3,0.0083,0.0477,0.0394,0.0108,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,8,3,0.0147,0.1103,0.0956,-0.0088,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,16,3,0.024,0.0368,0.0128,-0.0223,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,2,4,-0.0229,0.0198,0.0427,0.0157,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,3,4,0.0068,0.0311,0.0243,-0.0169,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,5,4,-0.009,0.0558,0.0649,-0.0152,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,8,4,-0.0098,0.1002,0.11,-0.0255,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,16,4,0.0299,0.0593,0.0295,-0.0021,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,2,5,0.0033,0.0146,0.0113,-0.0056,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,3,5,-0.0315,0.0072,0.0387,0.0212,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,5,5,0.0051,0.0973,0.0922,-0.0153,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,8,5,-0.0342,0.0885,0.1227,0.0053,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,4,16,5,0.0273,0.1103,0.083,0.0123,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,2,0,-0.0133,0.0126,0.0259,0.0078,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,3,0,0.0308,0.0131,-0.0177,-0.0108,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,5,0,-0.0133,0.113,0.1263,0.0422,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,8,0,0.0016,0.1285,0.1269,0.0162,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,16,0,0.0739,0.1782,0.1042,0.051,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,2,1,0.0456,0.003,-0.0425,-0.0228,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,3,1,-0.0068,-0.001,0.0058,-0.0032,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,5,1,0.0373,0.1045,0.0672,-0.034,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,8,1,0.0177,0.1181,0.1003,-0.0177,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,16,1,0.0991,0.1117,0.0126,-0.0147,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,2,2,-0.013,0.0187,0.0317,-0.0061,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,3,2,-0.0053,0.0704,0.0757,0.0137,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,5,2,0.0219,0.0661,0.0442,0.02,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,8,2,0.0164,0.1603,0.144,-0.0112,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,16,2,0.1203,0.0608,-0.0595,0.0374,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,2,3,0.0002,-0.003,-0.0033,0.0037,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,3,3,0.0088,0.0022,-0.0067,-0.0132,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,5,3,0.0071,0.0762,0.0691,-0.0116,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,8,3,0.0076,0.1121,0.1045,-0.0201,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,16,3,0.0175,0.024,0.0065,0.0026,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,2,4,-0.0017,-0.0002,0.0015,-0.03,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,3,4,-0.0097,0.0314,0.0411,-0.0547,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,5,4,-0.0255,0.0782,0.1037,-0.0364,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,8,4,-0.0008,0.112,0.1128,-0.0002,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,16,4,0.0566,-0.0023,-0.0589,-0.0101,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,2,5,-0.0104,-0.0137,-0.0033,-0.022,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,3,5,-0.0264,0.0288,0.0552,0.0026,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,5,5,0.025,0.1341,0.1091,0.0041,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,8,5,0.0048,0.094,0.0892,-0.0129,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,8,16,5,0.0567,0.0849,0.0282,-0.0142,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,2,0,0.0406,-0.0324,-0.073,-0.0009,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,3,0,-0.0072,0.0492,0.0564,-0.0175,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,5,0,0.0062,0.1083,0.1021,-0.0111,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,8,0,0.041,0.1134,0.0723,-0.0102,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,16,0,0.048,0.0951,0.0471,0.0109,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,2,1,0.0065,-0.0279,-0.0344,0.0091,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,3,1,0.0299,0.0066,-0.0233,-0.0174,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,5,1,-0.0166,0.1048,0.1214,-0.0306,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,8,1,0.0265,0.0773,0.0508,-0.0011,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,16,1,0.0673,0.0819,0.0146,0.0056,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,2,2,-0.0091,0.0015,0.0106,-0.0192,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,3,2,0.0476,0.0739,0.0263,-0.0196,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,5,2,0.0276,0.1295,0.102,-0.0114,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,8,2,0.0364,0.1682,0.1318,0.0239,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,16,2,0.0725,0.1084,0.0359,-0.0215,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,2,3,0.0431,0.0185,-0.0247,-0.0077,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,3,3,0.0004,-0.0087,-0.0091,-0.0115,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,5,3,-0.0033,0.1221,0.1254,-0.025,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,8,3,-0.0033,0.0784,0.0818,-0.0307,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,16,3,0.1216,0.0405,-0.0811,0.0009,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,2,4,0.0122,-0.0193,-0.0315,0.027,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,3,4,-0.0213,0.0472,0.0685,0.04,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,5,4,0.0106,0.1026,0.092,-0.0392,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,8,4,0.0411,0.0614,0.0203,-0.0011,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,16,4,0.0729,0.1921,0.1192,-0.0146,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,2,5,-0.0159,-0.0088,0.0071,0.0303,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,3,5,0.0413,0.0055,-0.0358,-0.0241,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,5,5,0.067,0.1139,0.0469,-0.0221,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,8,5,0.0284,0.1627,0.1343,-0.0087,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,12,16,5,0.0566,0.0386,-0.0179,-0.0139,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,2,0,0.1149,0.0968,-0.018,-0.0011,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,3,0,0.0339,0.0452,0.0114,-0.0469,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,5,0,0.0298,0.1237,0.0939,-0.0063,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,8,0,0.0791,0.0745,-0.0046,-0.006,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,16,0,0.1697,0.1025,-0.0672,-0.0209,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,2,1,0.0179,0.0556,0.0377,-0.0528,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,3,1,0.0102,0.0949,0.0847,-0.0288,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,5,1,0.0278,0.0787,0.0509,0.0344,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,8,1,0.133,0.1686,0.0356,-0.0148,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,16,1,0.1911,0.2893,0.0982,-0.0124,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,2,2,0.0965,0.1188,0.0223,0.0069,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,3,2,0.1147,0.0763,-0.0384,0.0408,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,5,2,0.084,0.1237,0.0397,0.0103,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,8,2,0.0619,0.1782,0.1163,0.0197,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,16,2,0.0974,0.1131,0.0158,0.0121,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,2,3,0.0801,0.0918,0.0117,0.0101,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,3,3,0.0762,0.1341,0.0579,0.0001,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,5,3,0.1113,0.1839,0.0726,-0.0047,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,8,3,0.1315,0.1657,0.0342,0.019,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,16,3,0.1338,0.0646,-0.0692,-0.0036,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,2,4,0.0507,0.0547,0.0041,-0.0072,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,3,4,0.0599,0.06,0.0001,-0.0036,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,5,4,0.0557,0.1195,0.0638,0.0016,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,8,4,0.0657,0.1864,0.1207,-0.0121,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,16,4,0.1335,0.1778,0.0443,-0.0083,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,2,5,0.0259,-0.0089,-0.0348,-0.0124,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,3,5,0.0898,0.0776,-0.0122,0.0121,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,5,5,0.0584,0.0856,0.0272,0.0098,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,8,5,0.0655,0.1854,0.1199,-0.0043,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,16,16,5,0.1218,0.1312,0.0095,0.0152,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,2,0,0.0872,0.1209,0.0337,0.0122,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,3,0,0.063,0.0538,-0.0091,0.0166,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,5,0,0.1126,0.1947,0.0821,-0.0331,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,8,0,0.1887,0.13,-0.0587,-0.0053,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,16,0,0.2408,0.1167,-0.1241,0.0322,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,2,1,0.0932,0.0505,-0.0427,0.0318,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,3,1,0.0906,0.112,0.0215,0.0161,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,5,1,0.0987,0.2095,0.1108,-0.0385,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,8,1,0.1634,0.1266,-0.0368,-0.0384,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,16,1,0.2129,0.0302,-0.1826,-0.0382,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,2,2,0.1193,0.1079,-0.0114,0.0061,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,3,2,0.1145,0.0972,-0.0173,0.0071,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,5,2,0.1398,0.1785,0.0387,0.0397,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,8,2,0.1544,0.1554,0.001,0.0228,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,16,2,0.2034,0.2099,0.0065,0.0214,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,2,3,0.0481,0.0121,-0.036,-0.0125,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,3,3,0.0722,0.0897,0.0175,0.0101,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,5,3,0.0455,0.1592,0.1136,0.0108,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,8,3,0.0716,0.1536,0.082,-0.0329,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,16,3,0.1217,0.2672,0.1455,-0.026,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,2,4,0.0277,0.0522,0.0245,-0.0079,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,3,4,0.0471,0.0653,0.0182,0.0204,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,5,4,0.0746,0.1142,0.0396,-0.0045,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,8,4,0.1246,0.1971,0.0725,-0.0056,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,16,4,0.19,0.1994,0.0093,0.0032,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,2,5,0.0317,0.0102,-0.0215,0.0068,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,3,5,0.0102,0.0685,0.0583,0.0097,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,5,5,0.1107,0.1651,0.0544,-0.0045,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,8,5,0.122,0.2285,0.1066,0.0119,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,20,16,5,0.1931,0.2532,0.0602,0.0214,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,2,0,0.063,0.014,-0.049,0.032,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,3,0,0.0546,0.1263,0.0717,-0.0232,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,5,0,0.0753,0.1108,0.0356,-0.018,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,8,0,0.1035,0.1404,0.0369,-0.0089,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,16,0,0.1224,0.253,0.1306,-0.0146,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,2,1,0.0585,0.0688,0.0103,-0.01,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,3,1,0.0543,0.0335,-0.0208,-0.0314,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,5,1,0.0911,0.1795,0.0884,-0.0208,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,8,1,0.0785,0.1576,0.0792,-0.0129,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,16,1,0.206,0.0957,-0.1103,-0.0248,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,2,2,0.0863,0.0393,-0.047,-0.0045,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,3,2,0.0422,0.0536,0.0114,0.0211,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,5,2,0.0615,0.1383,0.0769,-0.003,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,8,2,0.1269,0.2087,0.0817,0.0123,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,16,2,0.1697,0.1771,0.0074,0.0087,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,2,3,0.0485,0.059,0.0105,-0.0144,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,3,3,0.0718,0.0624,-0.0095,0.0358,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,5,3,0.1004,0.1075,0.0071,0.0314,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,8,3,0.139,0.182,0.043,-0.0234,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,16,3,0.2036,0.0229,-0.1807,-0.0057,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,2,4,0.0653,0.0622,-0.0031,-0.0024,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,3,4,0.0865,0.0922,0.0057,0.0052,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,5,4,0.0928,0.1589,0.0661,0.0101,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,8,4,0.1032,0.1183,0.0151,-0.0102,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,16,4,0.1549,0.1107,-0.0442,-0.0227,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,2,5,0.0318,0.048,0.0162,-0.0366,42,18
