model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,3,5,0.127,0.0724,-0.0546,-0.0364,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,5,5,0.0818,0.0786,-0.0032,0.0104,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,8,5,0.0857,0.1465,0.0608,0.0056,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,24,16,5,0.1643,0.179,0.0147,0.0555,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,2,0,0.0262,0.0232,-0.003,-0.0188,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,3,0,0.0465,0.0242,-0.0222,-0.0089,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,5,0,0.073,0.1158,0.0428,0.0092,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,8,0,0.0642,0.0952,0.031,-0.0496,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,16,0,0.0981,0.0543,-0.0438,-0.0297,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,2,1,0.0405,0.1249,0.0844,-0.0025,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,3,1,0.049,0.0882,0.0391,-0.0097,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,5,1,0.0798,0.1338,0.0539,-0.015,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,8,1,0.0832,0.1328,0.0497,-0.0291,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,16,1,0.1752,0.089,-0.0862,-0.0001,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,2,2,0.0155,-0.0132,-0.0286,0.0031,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,3,2,0.0251,0.037,0.0119,0.0205,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,5,2,0.054,0.1178,0.0638,0.0129,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,8,2,0.0497,0.1374,0.0877,0.0449,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,16,2,0.128,0.0588,-0.0693,0.0266,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,2,3,0.0694,0.0375,-0.0319,-0.0136,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,3,3,0.0504,0.0921,0.0417,-0.008,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,5,3,0.0899,0.1154,0.0256,-0.0246,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,8,3,0.0597,0.1419,0.0822,0.0211,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,16,3,0.0987,0.0626,-0.0361,0.0308,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,2,4,0.0915,0.1283,0.0368,-0.0422,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,3,4,0.0497,0.0766,0.0269,-0.0298,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,5,4,0.054,0.0956,0.0416,0.0079,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,8,4,0.068,0.0935,0.0255,0.009,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,16,4,0.1321,0.0479,-0.0842,-0.0225,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,2,5,0.0575,0.0765,0.019,-0.0206,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,3,5,0.0422,0.065,0.0228,0.005,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,5,5,0.0563,0.0966,0.0403,-0.0034,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,8,5,0.108,0.1193,0.0113,0.0025,42,18
Qwen/Qwen2.5-7B,fictional_b1,fictional,1,last,28,16,5,0.1462,0.0581,-0.0881,-0.0393,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,2,0,-0.0659,-0.0542,0.0117,-0.0005,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,3,0,-0.0659,-0.0496,0.0163,0.0099,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,5,0,-0.0659,-0.0496,0.0163,0.0006,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,8,0,-0.0659,-0.0496,0.0163,0.0006,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,16,0,-0.0659,-0.0659,0.0,0.0099,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,2,1,-0.0514,-0.038,0.0134,-0.0011,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,3,1,-0.0514,-0.0286,0.0228,-0.0106,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,5,1,-0.0514,-0.0514,0.0,0.0028,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,8,1,-0.0514,-0.0286,0.0228,-0.0106,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,16,1,-0.0514,-0.0514,0.0,0.0028,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,2,2,-0.0319,-0.0319,0.0,0.0315,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,3,2,-0.0319,-0.0319,0.0,0.0315,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,5,2,-0.0319,-0.0319,0.0,0.0315,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,8,2,-0.0319,-0.0166,0.0153,0.0263,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,16,2,-0.0319,-0.0133,0.0186,0.0361,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,2,3,-0.0454,-0.0454,0.0,0.0243,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,3,3,-0.0454,-0.0262,0.0193,0.0201,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,5,3,-0.0454,-0.0454,0.0,0.0243,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,8,3,-0.0454,-0.0454,0.0,0.0243,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,16,3,-0.0454,-0.0343,0.0112,0.0326,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,2,4,-0.0572,-0.0572,0.0,0.0132,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,3,4,-0.0572,-0.0572,0.0,0.0132,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,5,4,-0.0572,-0.0572,0.0,0.0132,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,8,4,-0.0572,-0.0551,0.0021,0.0186,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,16,4,-0.0572,-0.0551,0.0021,0.0186,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,2,5,-0.0453,-0.0327,0.0125,0.0448,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,3,5,-0.0453,-0.0327,0.0125,0.0417,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,5,5,-0.0453,-0.0453,0.0,0.0417,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,8,5,-0.0453,-0.0453,0.0,0.0417,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,0,16,5,-0.0453,-0.0453,0.0,0.0417,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,2,0,0.0531,0.0921,0.039,0.0124,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,3,0,0.0605,0.1282,0.0677,0.0068,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,5,0,0.0907,0.144,0.0533,-0.05,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,8,0,0.1014,0.1787,0.0772,-0.0742,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,16,0,0.2126,0.1388,-0.0737,0.0284,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,2,1,0.0628,0.0832,0.0204,0.017,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,3,1,0.0625,0.1685,0.1061,-0.0007,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,5,1,0.0653,0.1804,0.1152,-0.0081,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,8,1,0.1175,0.1786,0.0611,-0.0074,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,16,1,0.2102,0.168,-0.0422,-0.0349,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,2,2,0.0053,0.0816,0.0764,-0.0098,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,3,2,0.005,0.1594,0.1544,-0.0406,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,5,2,0.0363,0.2052,0.1689,-0.0142,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,8,2,0.0836,0.2082,0.1246,-0.0149,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,16,2,0.209,0.164,-0.045,0.0189,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,2,3,0.014,0.0537,0.0397,-0.0026,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,3,3,0.0456,0.1315,0.0859,-0.0293,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,5,3,0.0557,0.2258,0.1701,-0.0099,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,8,3,0.1035,0.252,0.1484,0.0168,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,16,3,0.2321,0.2459,0.0138,0.0233,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,2,4,-0.0157,0.1134,0.1291,-0.0667,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,3,4,0.0157,0.1463,0.1306,0.0231,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,5,4,0.03,0.1917,0.1617,-0.0008,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,8,4,0.1039,0.204,0.1,0.0272,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,16,4,0.2,0.1085,-0.0916,0.0193,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,2,5,0.0079,0.0695,0.0616,-0.0411,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,3,5,-0.0083,0.1914,0.1997,-0.0553,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,5,5,0.0482,0.1804,0.1322,-0.0195,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,8,5,0.0909,0.1918,0.1009,-0.0104,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,4,16,5,0.2177,0.096,-0.1218,-0.0225,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,2,0,0.0507,0.115,0.0643,-0.0184,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,3,0,0.0614,0.1817,0.1203,-0.0317,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,5,0,0.0615,0.2679,0.2064,-0.0137,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,8,0,0.1777,0.3055,0.1278,-0.0228,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,16,0,0.263,0.3353,0.0723,-0.0156,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,2,1,0.018,0.0666,0.0486,-0.0166,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,3,1,0.0418,0.2053,0.1636,0.0166,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,5,1,0.0746,0.2271,0.1525,-0.036,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,8,1,0.1342,0.252,0.1178,0.0272,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,16,1,0.2403,0.0878,-0.1525,0.0662,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,2,2,0.0574,0.0864,0.029,0.0017,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,3,2,0.0673,0.1301,0.0629,-0.0062,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,5,2,0.1035,0.2294,0.1259,-0.0133,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,8,2,0.138,0.2264,0.0884,-0.0253,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,16,2,0.2274,0.177,-0.0504,-0.0481,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,2,3,0.0204,0.1332,0.1129,0.0393,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,3,3,0.0774,0.1534,0.0761,-0.0119,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,5,3,0.0494,0.243,0.1935,-0.0076,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,8,3,0.1373,0.2764,0.139,-0.0037,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,16,3,0.2559,0.1896,-0.0662,0.0078,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,2,4,0.0748,0.1221,0.0473,0.0085,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,3,4,0.0798,0.2173,0.1376,0.0184,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,5,4,0.103,0.2629,0.1598,0.0056,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,8,4,0.1605,0.2283,0.0678,0.0553,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,16,4,0.261,0.3408,0.0798,0.0017,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,2,5,0.0273,0.0729,0.0456,-0.0176,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,3,5,0.0829,0.1227,0.0397,-0.0323,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,5,5,0.1087,0.2215,0.1128,-0.0064,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,8,5,0.1658,0.2576,0.0918,-0.0131,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,8,16,5,0.2468,0.2508,0.004,-0.0033,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,2,0,0.0311,0.0792,0.0481,-0.0289,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,3,0,0.0927,0.1697,0.0769,-0.0253,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,5,0,0.0754,0.2601,0.1848,-0.017,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,8,0,0.1569,0.2656,0.1088,-0.0437,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,16,0,0.2755,0.3016,0.0261,-0.0238,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,2,1,0.015,0.1148,0.0998,0.0119,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,3,1,0.0354,0.1645,0.1291,-0.0311,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,5,1,0.0718,0.2459,0.1741,0.001,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,8,1,0.1071,0.2513,0.1443,0.0038,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,16,1,0.2485,0.1736,-0.0749,-0.0165,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,2,2,-0.0252,0.0424,0.0676,0.0374,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,3,2,0.0847,0.1637,0.079,0.0242,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,5,2,0.088,0.253,0.165,-0.0005,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,8,2,0.1361,0.2796,0.1435,-0.0072,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,16,2,0.2617,0.3589,0.0972,0.0246,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,2,3,-0.0125,0.013,0.0255,-0.0077,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,3,3,0.047,0.1168,0.0698,-0.009,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,5,3,0.091,0.2067,0.1156,-0.0154,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,8,3,0.1477,0.2106,0.0629,0.0348,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,16,3,0.2609,0.2862,0.0253,0.0081,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,2,4,0.0141,0.0818,0.0677,0.0276,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,3,4,0.0612,0.1527,0.0916,-0.0085,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,5,4,0.07,0.2553,0.1854,0.0134,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,8,4,0.1211,0.3192,0.1981,0.0065,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,16,4,0.2278,0.2408,0.013,0.0014,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,2,5,0.0618,0.0724,0.0107,-0.0197,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,3,5,0.0199,0.1408,0.1209,0.009,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,5,5,0.0851,0.2599,0.1748,-0.0446,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,8,5,0.0618,0.1615,0.0997,-0.0485,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,12,16,5,0.2547,0.2296,-0.0251,-0.0005,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,2,0,0.0448,0.0596,0.0149,-0.0388,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,3,0,0.043,0.1698,0.1267,-0.0151,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,5,0,0.0532,0.225,0.1718,-0.0483,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,8,0,0.1261,0.2886,0.1625,-0.0086,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,16,0,0.2568,0.403,0.1462,-0.0087,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,2,1,0.0525,0.0639,0.0113,0.0047,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,3,1,0.0517,0.1572,0.1055,0.0124,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,5,1,0.1217,0.2569,0.1352,0.0154,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,8,1,0.1231,0.3107,0.1876,-0.0711,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,16,1,0.2975,0.3492,0.0517,0.0118,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,2,2,0.0147,0.1153,0.1006,-0.0166,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,3,2,0.0857,0.1492,0.0636,0.0165,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,5,2,0.0729,0.3066,0.2337,0.0281,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,8,2,0.1446,0.3085,0.1639,0.0221,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,16,2,0.2826,0.2987,0.0162,-0.0016,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,2,3,0.0586,0.0943,0.0357,0.0316,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,3,3,0.0118,0.1503,0.1385,0.0046,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,5,3,0.0927,0.2945,0.2019,-0.0305,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,8,3,0.1483,0.2329,0.0846,-0.0305,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,16,3,0.2712,0.3344,0.0632,-0.0191,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,2,4,0.0694,0.0922,0.0228,-0.0266,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,3,4,0.0941,0.1706,0.0765,-0.0259,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,5,4,0.0678,0.2734,0.2056,-0.0063,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,8,4,0.171,0.3182,0.1472,-0.0555,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,16,4,0.3142,0.2617,-0.0525,-0.0755,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,2,5,0.0198,0.1166,0.0968,-0.0093,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,3,5,0.0194,0.1584,0.139,0.0103,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,5,5,0.1062,0.2403,0.1341,-0.0054,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,8,5,0.1514,0.1539,0.0024,-0.012,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,16,16,5,0.2553,0.1255,-0.1298,0.0048,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,2,0,0.0386,0.0874,0.0488,-0.0182,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,3,0,0.0735,0.173,0.0995,-0.0213,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,5,0,0.0742,0.2533,0.1791,0.0262,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,8,0,0.1227,0.2033,0.0806,-0.0319,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,16,0,0.2561,0.2474,-0.0086,-0.0042,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,2,1,0.0502,0.1125,0.0623,0.0333,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,3,1,0.0628,0.1309,0.0682,0.0047,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,5,1,0.0558,0.2497,0.194,0.0186,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,8,1,0.1587,0.2956,0.1369,-0.0009,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,16,1,0.3171,0.327,0.01,-0.0058,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,2,2,0.0043,0.0631,0.0588,0.0168,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,3,2,0.0528,0.1327,0.0798,-0.0083,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,5,2,0.0598,0.2536,0.1938,0.0383,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,8,2,0.1653,0.2649,0.0996,-0.0115,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,16,2,0.2699,0.1285,-0.1413,0.0112,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,2,3,0.074,0.0535,-0.0205,-0.0163,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,3,3,0.092,0.1619,0.0699,0.0138,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,5,3,0.0497,0.2638,0.2141,-0.0141,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,8,3,0.1339,0.2473,0.1133,-0.0223,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,16,3,0.2654,0.2102,-0.0552,-0.035,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,2,4,0.0628,0.1109,0.0481,0.027,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,3,4,0.0786,0.1301,0.0515,0.0556,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,5,4,0.1121,0.2981,0.186,-0.0105,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,8,4,0.1738,0.2987,0.1249,0.0156,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,16,4,0.2619,0.3387,0.0768,-0.0226,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,2,5,0.0621,0.0737,0.0116,0.0072,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,3,5,0.0761,0.1338,0.0578,-0.0185,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,5,5,0.1055,0.2436,0.1381,-0.026,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,8,5,0.1612,0.2469,0.0857,-0.0752,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,20,16,5,0.27,0.2541,-0.0159,-0.0456,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,2,0,0.004,0.0363,0.0323,-0.0488,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,3,0,0.041,0.1512,0.1102,0.0186,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,5,0,0.0204,0.17,0.1496,-0.0067,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,8,0,0.1379,0.1637,0.0259,-0.0006,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,16,0,0.2376,0.0597,-0.1779,-0.0319,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,2,1,0.0272,0.0712,0.044,-0.0645,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,3,1,0.0615,0.0872,0.0257,-0.0154,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,5,1,0.0749,0.1699,0.095,0.0145,42,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,premise,24,8,1,0.121,0.1298,0.0088,-0.0033,42,18
