model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
Qwen/Qwen2.5-7B,prontoqa,8,all,background,0.1951,0.1388,0.0599,0.0892,0.0789,-0.7133,-0.1058,0.005,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,input,raw,0.2129,0.0329,0.0748,0.1348,-0.042,,-0.0781,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,input,pca_only,0.2196,0.2167,0.0745,0.1555,0.1422,-0.0207,-0.0641,0.0076,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,input,per_cloud,0.2066,0.2168,0.1122,0.2019,0.1045,0.0968,-0.0048,0.0044,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,input,background,0.2398,0.1351,0.0581,0.1046,0.077,-1.3585,-0.1352,0.0068,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,raw,0.2024,0.0329,0.0748,0.0684,-0.042,,-0.134,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,pca_only,0.216,0.2167,0.0745,0.1144,0.1422,0.0048,-0.1016,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,per_cloud,0.176,0.2168,0.1122,0.1413,0.1045,0.3898,-0.0347,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,generated,background,0.1809,0.1351,0.0581,0.071,0.077,-0.5948,-0.11,0.0052,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,raw,0.2243,0.0322,0.0761,0.0567,-0.0439,,-0.1676,0.008,91,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,pca_only,0.2266,0.2268,0.0758,0.1599,0.151,0.001,-0.0667,0.0083,91,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,per_cloud,0.1155,0.2276,0.1002,0.1384,0.1273,0.88,0.0229,0.0093,91,3584
Qwen/Qwen2.5-7B,prontoqa,9,thinking,background,0.23,0.1329,0.059,0.1449,0.0739,-1.3132,-0.0851,0.0162,91,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,raw,0.1301,0.0329,0.0748,0.0501,-0.042,,-0.0801,0.0179,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,pca_only,0.1305,0.2167,0.0745,0.173,0.1422,0.606,0.0425,0.018,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,per_cloud,0.1163,0.2168,0.1122,0.1606,0.1045,0.9614,0.0443,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,last,background,0.1426,0.1351,0.0581,0.1558,0.077,-0.0977,0.0131,0.0033,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,raw,0.2049,0.0329,0.0748,0.0978,-0.042,,-0.1071,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,pca_only,0.2166,0.2167,0.0745,0.1231,0.1422,0.0002,-0.0935,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,per_cloud,0.1921,0.2168,0.1122,0.1401,0.1045,0.2361,-0.052,0.0056,100,3584
Qwen/Qwen2.5-7B,prontoqa,9,all,background,0.1976,0.1351,0.0581,0.0793,0.077,-0.8112,-0.1183,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,raw,0.2146,0.0329,0.0748,0.1418,-0.042,,-0.0728,0.0105,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,pca_only,0.2213,0.2167,0.0745,0.1516,0.1422,-0.0329,-0.0697,0.0108,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,per_cloud,0.2062,0.2168,0.1122,0.2091,0.1045,0.1013,0.0029,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,input,background,0.2361,0.1364,0.0515,0.1047,0.0849,-1.1735,-0.1314,0.0057,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,raw,0.1968,0.0329,0.0748,0.0788,-0.042,,-0.118,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,pca_only,0.2104,0.2167,0.0745,0.1061,0.1422,0.044,-0.1043,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,per_cloud,0.1752,0.2168,0.1122,0.1408,0.1045,0.3977,-0.0344,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,generated,background,0.1722,0.1364,0.0515,0.0816,0.0849,-0.4211,-0.0906,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,raw,0.2271,0.0322,0.0761,0.0552,-0.0439,,-0.1719,0.0094,91,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,pca_only,0.2293,0.2268,0.0758,0.1608,0.151,-0.0164,-0.0685,0.0094,91,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,per_cloud,0.1255,0.2276,0.1002,0.1391,0.1273,0.802,0.0136,0.0088,91,3584
Qwen/Qwen2.5-7B,prontoqa,10,thinking,background,0.2334,0.132,0.0528,0.1327,0.0792,-1.2793,-0.1007,0.0133,91,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,raw,0.1354,0.0329,0.0748,0.0496,-0.042,,-0.0858,0.0204,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,pca_only,0.1357,0.2167,0.0745,0.1688,0.1422,0.5694,0.0331,0.0204,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,per_cloud,0.1165,0.2168,0.1122,0.1558,0.1045,0.9596,0.0394,0.0081,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,last,background,0.1492,0.1364,0.0515,0.1529,0.0849,-0.1503,0.0037,0.0159,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,raw,0.1993,0.0329,0.0748,0.1081,-0.042,,-0.0912,0.0085,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,pca_only,0.2095,0.2167,0.0745,0.1191,0.1422,0.0502,-0.0904,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,per_cloud,0.1924,0.2168,0.1122,0.1397,0.1045,0.2332,-0.0527,0.0051,100,3584
Qwen/Qwen2.5-7B,prontoqa,10,all,background,0.1898,0.1364,0.0515,0.0868,0.0849,-0.6291,-0.103,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,raw,0.2135,0.0329,0.0748,0.1434,-0.042,,-0.0701,0.0112,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,pca_only,0.2197,0.2167,0.0745,0.1501,0.1422,-0.0212,-0.0695,0.0112,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,per_cloud,0.208,0.2168,0.1122,0.2028,0.1045,0.0842,-0.0052,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,input,background,0.2392,0.1332,0.0633,0.0983,0.07,-1.5146,-0.1409,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,raw,0.2051,0.0329,0.0748,0.0838,-0.042,,-0.1213,0.0082,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,pca_only,0.2167,0.2167,0.0745,0.1065,0.1422,-0.0005,-0.1102,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,per_cloud,0.1727,0.2168,0.1122,0.1413,0.1045,0.4212,-0.0315,0.0062,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,generated,background,0.1725,0.1332,0.0633,0.0843,0.07,-0.561,-0.0882,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,raw,0.2322,0.0322,0.0761,0.0553,-0.0439,,-0.177,0.0107,91,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,pca_only,0.2347,0.2268,0.0758,0.1638,0.151,-0.0522,-0.0709,0.0107,91,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,per_cloud,0.1252,0.2276,0.1002,0.1402,0.1273,0.8039,0.015,0.0096,91,3584
Qwen/Qwen2.5-7B,prontoqa,11,thinking,background,0.2671,0.1335,0.0651,0.1616,0.0684,-1.9532,-0.1055,0.014,91,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,raw,0.1347,0.0329,0.0748,0.0488,-0.042,,-0.0859,0.0169,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,pca_only,0.1351,0.2167,0.0745,0.1653,0.1422,0.5733,0.0301,0.017,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,per_cloud,0.1182,0.2168,0.1122,0.1538,0.1045,0.9425,0.0356,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,last,background,0.1525,0.1332,0.0633,0.1605,0.07,-0.2753,0.008,0.0152,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,raw,0.199,0.0329,0.0748,0.113,-0.042,,-0.086,0.0082,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,pca_only,0.2083,0.2167,0.0745,0.1191,0.1422,0.0589,-0.0892,0.0082,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,per_cloud,0.1893,0.2168,0.1122,0.1386,0.1045,0.2625,-0.0507,0.005,100,3584
Qwen/Qwen2.5-7B,prontoqa,11,all,background,0.1888,0.1332,0.0633,0.0847,0.07,-0.7946,-0.1042,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,raw,0.2013,0.0329,0.0748,0.1414,-0.042,,-0.0599,0.0101,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,pca_only,0.2082,0.2167,0.0745,0.1438,0.1422,0.0592,-0.0644,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,per_cloud,0.2069,0.2168,0.1122,0.2001,0.1045,0.0942,-0.0069,0.004,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,input,background,0.2378,0.13,0.0483,0.0839,0.0817,-1.3182,-0.1539,0.0076,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,raw,0.2079,0.0329,0.0748,0.0941,-0.042,,-0.1139,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,pca_only,0.2173,0.2167,0.0745,0.1094,0.1422,-0.0042,-0.1078,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,per_cloud,0.1745,0.2168,0.1122,0.1424,0.1045,0.4044,-0.0321,0.0053,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,generated,background,0.178,0.13,0.0483,0.0949,0.0817,-0.5865,-0.083,0.0049,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,raw,0.228,0.0322,0.0761,0.0548,-0.0439,,-0.1732,0.0104,91,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,pca_only,0.2307,0.2268,0.0758,0.1582,0.151,-0.0261,-0.0725,0.0105,91,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,per_cloud,0.1256,0.2276,0.1002,0.1375,0.1273,0.8005,0.0119,0.0088,91,3584
Qwen/Qwen2.5-7B,prontoqa,12,thinking,background,0.2516,0.1327,0.0514,0.1612,0.0813,-1.4639,-0.0904,0.0126,91,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,raw,0.1174,0.0329,0.0748,0.0484,-0.042,,-0.069,0.0126,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,pca_only,0.1177,0.2167,0.0745,0.1587,0.1422,0.6957,0.0409,0.0126,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,per_cloud,0.1175,0.2168,0.1122,0.1503,0.1045,0.95,0.0329,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,last,background,0.1322,0.13,0.0483,0.1385,0.0817,-0.0263,0.0063,0.007,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,raw,0.2005,0.0329,0.0748,0.1214,-0.042,,-0.0792,0.0092,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,pca_only,0.2092,0.2167,0.0745,0.1195,0.1422,0.0521,-0.0897,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,per_cloud,0.1889,0.2168,0.1122,0.1405,0.1045,0.2664,-0.0484,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,12,all,background,0.1825,0.13,0.0483,0.0886,0.0817,-0.6416,-0.0939,0.0053,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,raw,0.1943,0.0329,0.0748,0.1385,-0.042,,-0.0558,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,pca_only,0.2007,0.2167,0.0745,0.1371,0.1422,0.1124,-0.0635,0.0094,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,per_cloud,0.2092,0.2168,0.1122,0.2018,0.1045,0.0725,-0.0074,0.0045,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,input,background,0.2354,0.1332,0.0612,0.0824,0.072,-1.42,-0.153,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,raw,0.21,0.0329,0.0748,0.0926,-0.042,,-0.1175,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,pca_only,0.2193,0.2167,0.0745,0.108,0.1422,-0.0189,-0.1113,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,per_cloud,0.1703,0.2168,0.1122,0.1428,0.1045,0.4449,-0.0275,0.0061,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,generated,background,0.1858,0.1332,0.0612,0.1033,0.072,-0.7316,-0.0825,0.0068,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,raw,0.2266,0.0322,0.0761,0.0536,-0.0439,,-0.173,0.009,91,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,pca_only,0.2293,0.2268,0.0758,0.1605,0.151,-0.0166,-0.0688,0.0093,91,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,per_cloud,0.1247,0.2276,0.1002,0.1379,0.1273,0.8077,0.0132,0.01,91,3584
Qwen/Qwen2.5-7B,prontoqa,13,thinking,background,0.2544,0.1343,0.0615,0.1508,0.0728,-1.6486,-0.1035,0.0124,91,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,raw,0.1099,0.0329,0.0748,0.0487,-0.042,,-0.0612,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,pca_only,0.1101,0.2167,0.0745,0.1592,0.1422,0.7495,0.0491,0.0133,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,per_cloud,0.1226,0.2168,0.1122,0.1508,0.1045,0.9005,0.0281,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,last,background,0.1626,0.1332,0.0612,0.1587,0.072,-0.4082,-0.0038,0.003,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,raw,0.1993,0.0329,0.0748,0.1183,-0.042,,-0.081,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,pca_only,0.2084,0.2167,0.0745,0.1185,0.1422,0.0579,-0.0899,0.0092,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,per_cloud,0.1882,0.2168,0.1122,0.1405,0.1045,0.2735,-0.0477,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,13,all,background,0.1869,0.1332,0.0612,0.0974,0.072,-0.746,-0.0895,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,raw,0.1886,0.0329,0.0748,0.1327,-0.042,,-0.0559,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,pca_only,0.1956,0.2167,0.0745,0.1289,0.1422,0.1483,-0.0667,0.0097,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,per_cloud,0.2067,0.2168,0.1122,0.1988,0.1045,0.0963,-0.0079,0.0037,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,input,background,0.2341,0.1355,0.0595,0.0725,0.0759,-1.2989,-0.1616,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,raw,0.2172,0.0329,0.0748,0.0919,-0.042,,-0.1253,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,pca_only,0.2266,0.2167,0.0745,0.1101,0.1422,-0.0702,-0.1165,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,per_cloud,0.1713,0.2168,0.1122,0.1436,0.1045,0.4346,-0.0277,0.0068,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,generated,background,0.1815,0.1355,0.0595,0.0974,0.0759,-0.6065,-0.0841,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,raw,0.2244,0.0322,0.0761,0.0536,-0.0439,,-0.1708,0.0089,91,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,pca_only,0.2266,0.2268,0.0758,0.1599,0.151,0.001,-0.0668,0.0091,91,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,per_cloud,0.1255,0.2276,0.1002,0.1399,0.1273,0.8018,0.0144,0.0091,91,3584
Qwen/Qwen2.5-7B,prontoqa,14,thinking,background,0.2353,0.1349,0.0604,0.1344,0.0745,-1.3479,-0.1009,0.0086,91,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,raw,0.1399,0.0329,0.0748,0.0468,-0.042,,-0.0932,0.0237,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,pca_only,0.1404,0.2167,0.0745,0.1604,0.1422,0.5364,0.02,0.0237,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,per_cloud,0.1189,0.2168,0.1122,0.1519,0.1045,0.9364,0.033,0.007,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,last,background,0.1661,0.1355,0.0595,0.1442,0.0759,-0.4028,-0.0219,0.0123,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,raw,0.2051,0.0329,0.0748,0.115,-0.042,,-0.0901,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,pca_only,0.2132,0.2167,0.0745,0.1199,0.1422,0.0241,-0.0933,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,per_cloud,0.1859,0.2168,0.1122,0.1429,0.1045,0.2955,-0.043,0.0059,100,3584
Qwen/Qwen2.5-7B,prontoqa,14,all,background,0.1873,0.1355,0.0595,0.0889,0.0759,-0.6828,-0.0984,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,raw,0.186,0.0329,0.0748,0.1341,-0.042,,-0.0519,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,pca_only,0.1919,0.2167,0.0745,0.1331,0.1422,0.1739,-0.0588,0.0101,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,per_cloud,0.206,0.2168,0.1122,0.1987,0.1045,0.1026,-0.0073,0.0045,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,input,background,0.2421,0.1327,0.0684,0.0792,0.0643,-1.702,-0.1629,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,raw,0.2254,0.0329,0.0748,0.086,-0.042,,-0.1394,0.0099,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,pca_only,0.2345,0.2167,0.0745,0.0989,0.1422,-0.1258,-0.1356,0.01,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,per_cloud,0.17,0.2168,0.1122,0.144,0.1045,0.4476,-0.0259,0.0065,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,generated,background,0.1954,0.1327,0.0684,0.1452,0.0643,-0.9753,-0.0502,0.0056,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,raw,0.2156,0.0322,0.0761,0.0542,-0.0439,,-0.1614,0.01,91,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,pca_only,0.2178,0.2268,0.0758,0.1631,0.151,0.0596,-0.0547,0.0104,91,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,per_cloud,0.1279,0.2276,0.1002,0.1388,0.1273,0.7826,0.0109,0.0097,91,3584
Qwen/Qwen2.5-7B,prontoqa,15,thinking,background,0.2448,0.1338,0.0704,0.1479,0.0634,-1.7503,-0.0969,0.012,91,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,raw,0.1163,0.0329,0.0748,0.0472,-0.042,,-0.069,0.0173,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,pca_only,0.1169,0.2167,0.0745,0.1591,0.1422,0.7018,0.0422,0.0174,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,per_cloud,0.1204,0.2168,0.1122,0.1522,0.1045,0.9222,0.0319,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,last,background,0.1637,0.1327,0.0684,0.1553,0.0643,-0.4824,-0.0084,0.0116,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,raw,0.21,0.0329,0.0748,0.1109,-0.042,,-0.0991,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,pca_only,0.2188,0.2167,0.0745,0.1121,0.1422,-0.0148,-0.1066,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,per_cloud,0.1876,0.2168,0.1122,0.1408,0.1045,0.279,-0.0468,0.0054,100,3584
Qwen/Qwen2.5-7B,prontoqa,15,all,background,0.1903,0.1327,0.0684,0.132,0.0643,-0.8969,-0.0584,0.0057,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,raw,0.1806,0.0329,0.0748,0.1311,-0.042,,-0.0494,0.0097,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,pca_only,0.1875,0.2167,0.0745,0.1294,0.1422,0.2053,-0.058,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,per_cloud,0.2074,0.2168,0.1122,0.1969,0.1045,0.0892,-0.0106,0.0046,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,input,background,0.2448,0.1321,0.0619,0.0727,0.0702,-1.6067,-0.1722,0.0108,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,raw,0.2366,0.0329,0.0748,0.0903,-0.042,,-0.1463,0.0098,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,pca_only,0.2466,0.2167,0.0745,0.1078,0.1422,-0.2105,-0.1388,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,per_cloud,0.167,0.2168,0.1122,0.1496,0.1045,0.4762,-0.0174,0.0064,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,generated,background,0.2035,0.1321,0.0619,0.1162,0.0702,-1.0176,-0.0873,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,raw,0.2166,0.0322,0.0761,0.0531,-0.0439,,-0.1635,0.0091,91,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,pca_only,0.2198,0.2268,0.0758,0.16,0.151,0.0461,-0.0598,0.0095,91,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,per_cloud,0.1246,0.2276,0.1002,0.1374,0.1273,0.8086,0.0128,0.0099,91,3584
Qwen/Qwen2.5-7B,prontoqa,16,thinking,background,0.2553,0.1329,0.0631,0.1622,0.0698,-1.7556,-0.0932,0.0124,91,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,raw,0.1298,0.0329,0.0748,0.0469,-0.042,,-0.0829,0.0201,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,pca_only,0.1301,0.2167,0.0745,0.1574,0.1422,0.6086,0.0273,0.0202,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,per_cloud,0.1209,0.2168,0.1122,0.1504,0.1045,0.9168,0.0294,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,last,background,0.1569,0.1321,0.0619,0.1749,0.0702,-0.353,0.0181,0.0101,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,raw,0.2153,0.0329,0.0748,0.1134,-0.042,,-0.1019,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,pca_only,0.2256,0.2167,0.0745,0.1195,0.1422,-0.0627,-0.1061,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,per_cloud,0.1847,0.2168,0.1122,0.1461,0.1045,0.307,-0.0386,0.0046,100,3584
Qwen/Qwen2.5-7B,prontoqa,16,all,background,0.1959,0.1321,0.0619,0.1028,0.0702,-0.9094,-0.0931,0.0056,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,raw,0.1778,0.0329,0.0748,0.1292,-0.042,,-0.0485,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,pca_only,0.1847,0.2167,0.0745,0.1273,0.1422,0.225,-0.0574,0.0098,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,per_cloud,0.2053,0.2168,0.1122,0.1977,0.1045,0.1094,-0.0077,0.004,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,input,background,0.2467,0.1313,0.0511,0.081,0.0803,-1.4376,-0.1657,0.0121,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,raw,0.24,0.0329,0.0748,0.087,-0.042,,-0.153,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,pca_only,0.2504,0.2167,0.0745,0.1046,0.1422,-0.2371,-0.1457,0.0098,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,per_cloud,0.1657,0.2168,0.1122,0.1506,0.1045,0.4889,-0.0151,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,generated,background,0.2111,0.1313,0.0511,0.1473,0.0803,-0.9933,-0.0637,0.0053,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,raw,0.2073,0.0322,0.0761,0.0554,-0.0439,,-0.1519,0.008,91,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,pca_only,0.2096,0.2268,0.0758,0.164,0.151,0.1138,-0.0456,0.008,91,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,per_cloud,0.1196,0.2276,0.1002,0.1383,0.1273,0.8476,0.0187,0.0084,91,3584
Qwen/Qwen2.5-7B,prontoqa,17,thinking,background,0.246,0.1307,0.0519,0.1477,0.0789,-1.4619,-0.0984,0.0106,91,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,raw,0.1205,0.0329,0.0748,0.0468,-0.042,,-0.0737,0.0197,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,pca_only,0.121,0.2167,0.0745,0.1586,0.1422,0.6725,0.0376,0.0199,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,per_cloud,0.1223,0.2168,0.1122,0.1523,0.1045,0.9041,0.03,0.0097,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,last,background,0.164,0.1313,0.0511,0.1597,0.0803,-0.4074,-0.0043,0.0067,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,raw,0.2193,0.0329,0.0748,0.11,-0.042,,-0.1093,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,pca_only,0.2294,0.2167,0.0745,0.1161,0.1422,-0.0894,-0.1132,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,per_cloud,0.1815,0.2168,0.1122,0.1457,0.1045,0.3376,-0.0358,0.0059,100,3584
Qwen/Qwen2.5-7B,prontoqa,17,all,background,0.1967,0.1313,0.0511,0.1335,0.0803,-0.8139,-0.0632,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,raw,0.1749,0.0329,0.0748,0.1291,-0.042,,-0.0458,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,pca_only,0.1832,0.2167,0.0745,0.1288,0.1422,0.2356,-0.0544,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,per_cloud,0.2013,0.2168,0.1122,0.1984,0.1045,0.1478,-0.003,0.0039,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,input,background,0.2516,0.1282,0.0641,0.074,0.064,-1.9273,-0.1776,0.0109,100,3584
