model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
Qwen/Qwen2.5-7B,prontoqa,18,generated,raw,0.2447,0.0329,0.0748,0.0894,-0.042,,-0.1553,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,generated,pca_only,0.2555,0.2167,0.0745,0.1029,0.1422,-0.2736,-0.1526,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,generated,per_cloud,0.1685,0.2168,0.1122,0.1552,0.1045,0.4614,-0.0133,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,generated,background,0.2188,0.1282,0.0641,0.1174,0.064,-1.415,-0.1014,0.006,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,raw,0.2119,0.0322,0.0761,0.0564,-0.0439,,-0.1554,0.0085,91,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,pca_only,0.2148,0.2268,0.0758,0.1641,0.151,0.0792,-0.0508,0.0086,91,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,per_cloud,0.1175,0.2276,0.1002,0.1396,0.1273,0.8641,0.022,0.0091,91,3584
Qwen/Qwen2.5-7B,prontoqa,18,thinking,background,0.2383,0.1313,0.0645,0.1558,0.0668,-1.6016,-0.0825,0.0105,91,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,raw,0.109,0.0329,0.0748,0.0478,-0.042,,-0.0612,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,pca_only,0.1099,0.2167,0.0745,0.1654,0.1422,0.7509,0.0555,0.0133,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,per_cloud,0.1246,0.2168,0.1122,0.1576,0.1045,0.8818,0.033,0.0084,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,last,background,0.1195,0.1282,0.0641,0.17,0.064,0.1348,0.0505,0.0114,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,raw,0.2237,0.0329,0.0748,0.1123,-0.042,,-0.1114,0.0082,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,pca_only,0.2344,0.2167,0.0745,0.1217,0.1422,-0.1245,-0.1127,0.0081,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,per_cloud,0.18,0.2168,0.1122,0.1532,0.1045,0.3518,-0.0268,0.0061,100,3584
Qwen/Qwen2.5-7B,prontoqa,18,all,background,0.2003,0.1282,0.0641,0.1056,0.064,-1.1272,-0.0947,0.007,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,raw,0.1719,0.0329,0.0748,0.1247,-0.042,,-0.0473,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,pca_only,0.1814,0.2167,0.0745,0.1226,0.1422,0.2479,-0.0588,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,per_cloud,0.1996,0.2168,0.1122,0.2015,0.1045,0.1639,0.0018,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,input,background,0.2476,0.1294,0.052,0.094,0.0773,-1.5284,-0.1536,0.0111,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,raw,0.2544,0.0329,0.0748,0.0813,-0.042,,-0.1731,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,pca_only,0.2649,0.2167,0.0745,0.1076,0.1422,-0.3391,-0.1573,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,per_cloud,0.1672,0.2168,0.1122,0.1636,0.1045,0.4745,-0.0036,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,generated,background,0.2149,0.1294,0.052,0.168,0.0773,-1.1055,-0.0469,0.0059,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,raw,0.2179,0.0322,0.0761,0.0582,-0.0439,,-0.1597,0.0081,91,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,pca_only,0.2214,0.2268,0.0758,0.1677,0.151,0.0357,-0.0537,0.0082,91,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,per_cloud,0.1182,0.2276,0.1002,0.1414,0.1273,0.8593,0.0233,0.0087,91,3584
Qwen/Qwen2.5-7B,prontoqa,19,thinking,background,0.2223,0.1314,0.0532,0.1424,0.0782,-1.1616,-0.0799,0.0099,91,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,raw,0.1206,0.0329,0.0748,0.0465,-0.042,,-0.0741,0.0135,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,pca_only,0.1216,0.2167,0.0745,0.1564,0.1422,0.6687,0.0348,0.0135,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,per_cloud,0.1245,0.2168,0.1122,0.1501,0.1045,0.8831,0.0256,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,last,background,0.155,0.1294,0.052,0.1789,0.0773,-0.3305,0.024,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,raw,0.2255,0.0329,0.0748,0.1041,-0.042,,-0.1215,0.0079,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,pca_only,0.2364,0.2167,0.0745,0.12,0.1422,-0.1391,-0.1164,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,per_cloud,0.1802,0.2168,0.1122,0.1519,0.1045,0.3495,-0.0284,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,19,all,background,0.1948,0.1294,0.052,0.1579,0.0773,-0.8458,-0.0369,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,raw,0.1849,0.0329,0.0748,0.1289,-0.042,,-0.056,0.0098,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,pca_only,0.1945,0.2167,0.0745,0.1444,0.1422,0.1562,-0.05,0.0105,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,per_cloud,0.1941,0.2168,0.1122,0.1848,0.1045,0.2167,-0.0093,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,input,background,0.2487,0.1298,0.0494,0.0842,0.0803,-1.4809,-0.1646,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,raw,0.2512,0.0329,0.0748,0.0759,-0.042,,-0.1753,0.0103,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,pca_only,0.261,0.2167,0.0745,0.1009,0.1422,-0.3116,-0.16,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,per_cloud,0.1639,0.2168,0.1122,0.1521,0.1045,0.5057,-0.0118,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,generated,background,0.2121,0.1298,0.0494,0.1545,0.0803,-1.0246,-0.0576,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,raw,0.2218,0.0322,0.0761,0.0549,-0.0439,,-0.1668,0.0078,91,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,pca_only,0.2263,0.2268,0.0758,0.1638,0.151,0.0035,-0.0625,0.0078,91,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,per_cloud,0.1209,0.2276,0.1002,0.1406,0.1273,0.8378,0.0198,0.0094,91,3584
Qwen/Qwen2.5-7B,prontoqa,20,thinking,background,0.23,0.1298,0.051,0.1444,0.0788,-1.271,-0.0855,0.0136,91,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,raw,0.1349,0.0329,0.0748,0.0445,-0.042,,-0.0905,0.0136,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,pca_only,0.1362,0.2167,0.0745,0.1548,0.1422,0.5658,0.0186,0.0138,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,per_cloud,0.1299,0.2168,0.1122,0.1488,0.1045,0.8309,0.0189,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,last,background,0.1873,0.1298,0.0494,0.1642,0.0803,-0.7164,-0.0231,0.0131,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,raw,0.2225,0.0329,0.0748,0.0986,-0.042,,-0.1239,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,pca_only,0.2336,0.2167,0.0745,0.113,0.1422,-0.1191,-0.1206,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,per_cloud,0.176,0.2168,0.1122,0.147,0.1045,0.39,-0.029,0.0068,100,3584
Qwen/Qwen2.5-7B,prontoqa,20,all,background,0.1843,0.1298,0.0494,0.1477,0.0803,-0.6794,-0.0367,0.0114,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,raw,0.1922,0.0329,0.0748,0.1308,-0.042,,-0.0613,0.0105,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,pca_only,0.2028,0.2167,0.0745,0.1542,0.1422,0.0972,-0.0486,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,per_cloud,0.1906,0.2168,0.1122,0.1814,0.1045,0.2507,-0.0092,0.0075,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,input,background,0.2514,0.1328,0.06,0.0741,0.0728,-1.627,-0.1773,0.0097,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,raw,0.2549,0.0329,0.0748,0.0735,-0.042,,-0.1814,0.0126,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,pca_only,0.2649,0.2167,0.0745,0.1089,0.1422,-0.3392,-0.156,0.0128,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,per_cloud,0.1675,0.2168,0.1122,0.1613,0.1045,0.4716,-0.0061,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,generated,background,0.214,0.1328,0.06,0.1589,0.0728,-1.1135,-0.0551,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,raw,0.2258,0.0322,0.0761,0.0561,-0.0439,,-0.1697,0.0092,91,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,pca_only,0.2307,0.2268,0.0758,0.1639,0.151,-0.0262,-0.0668,0.0094,91,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,per_cloud,0.1267,0.2276,0.1002,0.1412,0.1273,0.792,0.0145,0.0087,91,3584
Qwen/Qwen2.5-7B,prontoqa,21,thinking,background,0.2288,0.1316,0.0606,0.1473,0.071,-1.37,-0.0815,0.009,91,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,raw,0.1233,0.0329,0.0748,0.0442,-0.042,,-0.0791,0.0141,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,pca_only,0.125,0.2167,0.0745,0.1434,0.1422,0.645,0.0185,0.0142,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,per_cloud,0.1271,0.2168,0.1122,0.1421,0.1045,0.8573,0.0149,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,last,background,0.1767,0.1328,0.06,0.1629,0.0728,-0.6024,-0.0138,0.0152,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,raw,0.2248,0.0329,0.0748,0.0976,-0.042,,-0.1273,0.009,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,pca_only,0.2361,0.2167,0.0745,0.1182,0.1422,-0.137,-0.1179,0.0092,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,per_cloud,0.1774,0.2168,0.1122,0.1516,0.1045,0.377,-0.0257,0.0058,100,3584
Qwen/Qwen2.5-7B,prontoqa,21,all,background,0.19,0.1328,0.06,0.1417,0.0728,-0.7852,-0.0484,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,raw,0.2018,0.0329,0.0748,0.1288,-0.042,,-0.0729,0.0114,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,pca_only,0.2118,0.2167,0.0745,0.154,0.1422,0.0339,-0.0578,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,per_cloud,0.1948,0.2168,0.1122,0.1871,0.1045,0.2102,-0.0077,0.0061,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,input,background,0.2475,0.1317,0.0634,0.0753,0.0683,-1.6962,-0.1722,0.0088,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,raw,0.2524,0.0329,0.0748,0.0711,-0.042,,-0.1813,0.0128,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,pca_only,0.2626,0.2167,0.0745,0.116,0.1422,-0.3234,-0.1467,0.0136,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,per_cloud,0.1711,0.2168,0.1122,0.165,0.1045,0.437,-0.0061,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,generated,background,0.2074,0.1317,0.0634,0.1394,0.0683,-1.1098,-0.068,0.0059,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,raw,0.2245,0.0322,0.0761,0.0573,-0.0439,,-0.1672,0.0096,91,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,pca_only,0.2278,0.2268,0.0758,0.1607,0.151,-0.0069,-0.0671,0.0095,91,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,per_cloud,0.1274,0.2276,0.1002,0.1377,0.1273,0.7866,0.0103,0.0082,91,3584
Qwen/Qwen2.5-7B,prontoqa,22,thinking,background,0.2248,0.1303,0.0655,0.1433,0.0648,-1.4593,-0.0815,0.0145,91,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,raw,0.1232,0.0329,0.0748,0.0424,-0.042,,-0.0808,0.0143,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,pca_only,0.1248,0.2167,0.0745,0.1423,0.1422,0.6459,0.0175,0.0147,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,per_cloud,0.122,0.2168,0.1122,0.1424,0.1045,0.9066,0.0204,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,last,background,0.1452,0.1317,0.0634,0.148,0.0683,-0.1986,0.0028,0.0133,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,raw,0.2235,0.0329,0.0748,0.0932,-0.042,,-0.1303,0.0091,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,pca_only,0.2348,0.2167,0.0745,0.1223,0.1422,-0.1278,-0.1125,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,per_cloud,0.1797,0.2168,0.1122,0.1528,0.1045,0.355,-0.0268,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,22,all,background,0.1882,0.1317,0.0634,0.1285,0.0683,-0.8286,-0.0597,0.0107,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,raw,0.2068,0.0329,0.0748,0.123,-0.042,,-0.0838,0.0099,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,pca_only,0.2186,0.2167,0.0745,0.1541,0.1422,-0.014,-0.0645,0.0104,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,per_cloud,0.1962,0.2168,0.1122,0.1923,0.1045,0.1966,-0.004,0.0062,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,input,background,0.237,0.1296,0.0761,0.0815,0.0535,-2.0067,-0.1556,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,raw,0.245,0.0329,0.0748,0.0681,-0.042,,-0.1769,0.0132,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,pca_only,0.2551,0.2167,0.0745,0.1181,0.1422,-0.2703,-0.137,0.0144,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,per_cloud,0.1771,0.2168,0.1122,0.1544,0.1045,0.3791,-0.0227,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,generated,background,0.1876,0.1296,0.0761,0.14,0.0535,-1.0833,-0.0477,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,raw,0.2177,0.0322,0.0761,0.0561,-0.0439,,-0.1616,0.0113,91,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,pca_only,0.2213,0.2268,0.0758,0.156,0.151,0.0366,-0.0652,0.0118,91,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,per_cloud,0.131,0.2276,0.1002,0.1387,0.1273,0.7581,0.0076,0.0093,91,3584
Qwen/Qwen2.5-7B,prontoqa,23,thinking,background,0.2468,0.1304,0.0763,0.1438,0.0541,-2.1498,-0.103,0.0099,91,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,raw,0.128,0.0329,0.0748,0.0413,-0.042,,-0.0867,0.0106,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,pca_only,0.1301,0.2167,0.0745,0.13,0.1422,0.6088,-0.0001,0.0108,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,per_cloud,0.1257,0.2168,0.1122,0.135,0.1045,0.8712,0.0093,0.0074,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,last,background,0.1467,0.1296,0.0761,0.1445,0.0535,-0.3196,-0.0022,0.0083,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,raw,0.2184,0.0329,0.0748,0.0853,-0.042,,-0.1331,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,pca_only,0.2297,0.2167,0.0745,0.1248,0.1422,-0.0916,-0.1049,0.0109,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,per_cloud,0.1858,0.2168,0.1122,0.1504,0.1045,0.2961,-0.0354,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,23,all,background,0.1756,0.1296,0.0761,0.1299,0.0535,-0.8585,-0.0457,0.0115,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,raw,0.2097,0.0329,0.0748,0.119,-0.042,,-0.0907,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,pca_only,0.2218,0.2167,0.0745,0.1617,0.1422,-0.0363,-0.0602,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,per_cloud,0.2012,0.2168,0.1122,0.1946,0.1045,0.1491,-0.0066,0.0063,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,input,background,0.2379,0.1317,0.0753,0.0954,0.0563,-1.8861,-0.1425,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,raw,0.2322,0.0329,0.0748,0.0655,-0.042,,-0.1667,0.012,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,pca_only,0.2445,0.2167,0.0745,0.1147,0.1422,-0.196,-0.1298,0.0126,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,per_cloud,0.1809,0.2168,0.1122,0.146,0.1045,0.3433,-0.0349,0.0057,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,generated,background,0.1966,0.1317,0.0753,0.1164,0.0563,-1.1534,-0.0802,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,raw,0.2197,0.0322,0.0761,0.0553,-0.0439,,-0.1644,0.0109,91,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,pca_only,0.2242,0.2268,0.0758,0.1547,0.151,0.0171,-0.0695,0.0114,91,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,per_cloud,0.1391,0.2276,0.1002,0.138,0.1273,0.695,-0.0011,0.0098,91,3584
Qwen/Qwen2.5-7B,prontoqa,24,thinking,background,0.239,0.1329,0.0753,0.1516,0.0576,-1.8422,-0.0875,0.0115,91,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,raw,0.1279,0.0329,0.0748,0.0417,-0.042,,-0.0862,0.0134,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,pca_only,0.13,0.2167,0.0745,0.1301,0.1422,0.6093,0.0001,0.0133,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,per_cloud,0.1281,0.2168,0.1122,0.1341,0.1045,0.8479,0.006,0.0079,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,last,background,0.1489,0.1317,0.0753,0.1494,0.0563,-0.3071,0.0005,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,raw,0.2072,0.0329,0.0748,0.0827,-0.042,,-0.1245,0.0089,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,pca_only,0.2217,0.2167,0.0745,0.1234,0.1422,-0.0357,-0.0984,0.0097,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,per_cloud,0.1906,0.2168,0.1122,0.1457,0.1045,0.25,-0.045,0.0068,100,3584
Qwen/Qwen2.5-7B,prontoqa,24,all,background,0.1864,0.1317,0.0753,0.1014,0.0563,-0.972,-0.085,0.0102,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,raw,0.2144,0.0329,0.0748,0.1153,-0.042,,-0.0991,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,pca_only,0.2288,0.2167,0.0745,0.1658,0.1422,-0.0851,-0.063,0.0092,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,per_cloud,0.201,0.2168,0.1122,0.1943,0.1045,0.1511,-0.0066,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,input,background,0.2236,0.128,0.0722,0.093,0.0558,-1.715,-0.1307,0.0078,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,raw,0.2185,0.0329,0.0748,0.0647,-0.042,,-0.1537,0.0106,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,pca_only,0.2311,0.2167,0.0745,0.1141,0.1422,-0.1017,-0.117,0.011,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,per_cloud,0.1853,0.2168,0.1122,0.1451,0.1045,0.3011,-0.0402,0.0055,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,generated,background,0.1931,0.128,0.0722,0.1164,0.0558,-1.167,-0.0767,0.0071,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,raw,0.2044,0.0322,0.0761,0.0537,-0.0439,,-0.1507,0.0104,91,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,pca_only,0.2078,0.2268,0.0758,0.1582,0.151,0.1256,-0.0496,0.0111,91,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,per_cloud,0.1448,0.2276,0.1002,0.141,0.1273,0.65,-0.0038,0.0084,91,3584
Qwen/Qwen2.5-7B,prontoqa,25,thinking,background,0.2047,0.1271,0.0696,0.1548,0.0575,-1.3475,-0.0498,0.0101,91,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,raw,0.1481,0.0329,0.0748,0.039,-0.042,,-0.1091,0.0149,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,pca_only,0.1502,0.2167,0.0745,0.1222,0.1422,0.4677,-0.0279,0.015,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,per_cloud,0.1271,0.2168,0.1122,0.129,0.1045,0.8582,0.002,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,last,background,0.1699,0.128,0.0722,0.1405,0.0558,-0.7525,-0.0294,0.0195,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,raw,0.2033,0.0329,0.0748,0.0802,-0.042,,-0.1232,0.0088,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,pca_only,0.2177,0.2167,0.0745,0.1234,0.1422,-0.0074,-0.0943,0.0095,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,per_cloud,0.1927,0.2168,0.1122,0.1465,0.1045,0.2303,-0.0462,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,25,all,background,0.1848,0.128,0.0722,0.105,0.0558,-1.019,-0.0798,0.0118,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,raw,0.2119,0.0329,0.0748,0.1153,-0.042,,-0.0966,0.0086,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,pca_only,0.2268,0.2167,0.0745,0.1687,0.1422,-0.0715,-0.0581,0.0096,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,per_cloud,0.1995,0.2168,0.1122,0.1942,0.1045,0.1649,-0.0053,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,input,background,0.2296,0.132,0.0588,0.0944,0.0732,-1.3327,-0.1352,0.0066,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,raw,0.2186,0.0329,0.0748,0.0631,-0.042,,-0.1555,0.0099,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,pca_only,0.2318,0.2167,0.0745,0.1126,0.1422,-0.1066,-0.1192,0.0109,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,per_cloud,0.1837,0.2168,0.1122,0.1451,0.1045,0.3164,-0.0386,0.0049,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,generated,background,0.1891,0.132,0.0588,0.1011,0.0732,-0.7794,-0.088,0.0082,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,raw,0.198,0.0322,0.0761,0.0554,-0.0439,,-0.1427,0.0097,91,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,pca_only,0.2022,0.2268,0.0758,0.1598,0.151,0.1628,-0.0424,0.01,91,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,per_cloud,0.1449,0.2276,0.1002,0.1412,0.1273,0.6494,-0.0037,0.0081,91,3584
Qwen/Qwen2.5-7B,prontoqa,26,thinking,background,0.2138,0.1315,0.0605,0.1577,0.071,-1.1597,-0.0561,0.0103,91,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,raw,0.1524,0.0329,0.0748,0.0387,-0.042,,-0.1137,0.015,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,pca_only,0.1552,0.2167,0.0745,0.1233,0.1422,0.4324,-0.0319,0.0153,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,per_cloud,0.127,0.2168,0.1122,0.1302,0.1045,0.8591,0.0033,0.0093,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,last,background,0.1766,0.132,0.0588,0.1517,0.0732,-0.609,-0.0249,0.0153,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,raw,0.202,0.0329,0.0748,0.0768,-0.042,,-0.1252,0.0087,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,pca_only,0.2174,0.2167,0.0745,0.1228,0.1422,-0.0053,-0.0946,0.0098,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,per_cloud,0.193,0.2168,0.1122,0.1462,0.1045,0.2278,-0.0468,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,26,all,background,0.1886,0.132,0.0588,0.0951,0.0732,-0.7733,-0.0935,0.0112,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,raw,0.2137,0.0329,0.0748,0.1118,-0.042,,-0.1019,0.0072,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,pca_only,0.2277,0.2167,0.0745,0.1536,0.1422,-0.0779,-0.0741,0.0077,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,per_cloud,0.2046,0.2168,0.1122,0.2081,0.1045,0.1164,0.0035,0.0049,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,input,background,0.2249,0.1272,0.0577,0.1114,0.0694,-1.4069,-0.1135,0.0069,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,raw,0.203,0.0329,0.0748,0.0563,-0.042,,-0.1467,0.0073,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,pca_only,0.218,0.2167,0.0745,0.1205,0.1422,-0.0092,-0.0975,0.008,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,per_cloud,0.1926,0.2168,0.1122,0.1513,0.1045,0.2316,-0.0412,0.0056,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,generated,background,0.1988,0.1272,0.0577,0.1026,0.0694,-1.0317,-0.0962,0.0061,100,3584
Qwen/Qwen2.5-7B,prontoqa,27,thinking,raw,0.1879,0.0322,0.0761,0.0525,-0.0439,,-0.1354,0.0071,91,3584
