model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,3,0,0.0993,0.116,0.0166,0.0025,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,5,0,0.1141,0.1679,0.0538,0.014,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,8,0,0.1212,0.2171,0.0959,-0.0041,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,16,0,0.2759,0.2616,-0.0143,-0.0045,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,2,1,0.0616,0.0948,0.0332,0.0145,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,3,1,0.1189,0.1278,0.0089,-0.0014,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,5,1,0.1432,0.175,0.0318,-0.0385,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,8,1,0.1374,0.2635,0.1262,-0.0232,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,16,1,0.2824,0.2428,-0.0396,-0.0442,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,2,2,0.108,0.1302,0.0222,0.0143,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,3,2,0.0724,0.0876,0.0152,0.0002,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,5,2,0.1336,0.2203,0.0866,0.0217,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,8,2,0.097,0.2407,0.1438,-0.0096,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,16,2,0.2595,0.2417,-0.0178,0.0113,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,2,3,0.1516,0.1473,-0.0044,-0.0125,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,3,3,0.096,0.1802,0.0842,0.0266,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,5,3,0.1286,0.1986,0.07,-0.0035,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,8,3,0.1719,0.2518,0.0798,-0.0174,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,16,3,0.2606,0.2833,0.0227,-0.0171,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,2,4,0.0893,0.0996,0.0103,0.0026,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,3,4,0.0561,0.1005,0.0445,-0.0151,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,5,4,0.142,0.1567,0.0147,-0.0409,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,8,4,0.1859,0.2235,0.0376,-0.0122,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,16,4,0.2654,0.291,0.0256,-0.0012,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,2,5,0.1025,0.0784,-0.0241,-0.0247,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,3,5,0.1013,0.1008,-0.0005,0.0158,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,5,5,0.1826,0.2041,0.0214,-0.0144,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,8,5,0.215,0.2368,0.0218,0.0148,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,32,16,5,0.2381,0.2309,-0.0072,-0.0128,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,2,0,0.1303,0.0836,-0.0467,-0.0437,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,3,0,0.1087,0.0743,-0.0343,-0.0042,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,5,0,0.1056,0.1401,0.0345,-0.0118,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,8,0,0.1038,0.1565,0.0527,-0.0428,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,16,0,0.2868,0.2529,-0.034,-0.0162,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,2,1,0.0455,0.0486,0.003,0.0738,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,3,1,0.0977,0.154,0.0563,-0.0095,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,5,1,0.143,0.1248,-0.0181,0.0093,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,8,1,0.1448,0.1708,0.026,-0.0516,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,16,1,0.2165,0.2109,-0.0056,0.008,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,2,2,0.0686,0.0572,-0.0114,0.0395,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,3,2,0.0704,0.0919,0.0215,0.017,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,5,2,0.0906,0.2358,0.1451,-0.0012,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,8,2,0.1524,0.1907,0.0384,0.0477,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,16,2,0.2099,0.2303,0.0204,-0.0065,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,2,3,0.0627,0.0893,0.0267,-0.0275,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,3,3,0.1069,0.119,0.0121,-0.0338,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,5,3,0.1241,0.2151,0.0911,-0.0217,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,8,3,0.1584,0.2605,0.1022,0.006,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,16,3,0.2331,0.2128,-0.0203,0.0073,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,2,4,0.1186,0.1134,-0.0052,0.0008,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,3,4,0.1073,0.0684,-0.0389,-0.0289,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,5,4,0.1073,0.1783,0.071,-0.0143,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,8,4,0.2063,0.2122,0.006,-0.0202,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,16,4,0.2936,0.1582,-0.1354,-0.0333,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,2,5,0.0781,0.1383,0.0603,0.0242,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,3,5,0.0975,0.149,0.0515,-0.022,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,5,5,0.1319,0.2075,0.0755,-0.0087,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,8,5,0.1499,0.2256,0.0757,0.0381,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,36,16,5,0.2004,0.2838,0.0833,-0.0089,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,2,0,0.093,0.0672,-0.0258,0.0027,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,3,0,0.0511,0.1228,0.0717,0.0011,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,5,0,0.1077,0.1952,0.0874,0.0312,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,8,0,0.1669,0.1607,-0.0063,-0.0379,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,16,0,0.1958,0.0268,-0.169,-0.0369,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,2,1,0.0696,0.0679,-0.0017,-0.0032,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,3,1,0.1387,0.1032,-0.0355,-0.0047,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,5,1,0.1941,0.1138,-0.0803,0.0232,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,8,1,0.175,0.1929,0.0179,-0.0243,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,16,1,0.2163,0.2543,0.0381,0.006,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,2,2,0.1047,0.077,-0.0277,-0.0058,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,3,2,0.0843,0.157,0.0727,-0.0019,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,5,2,0.0852,0.1572,0.072,0.0215,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,8,2,0.1373,0.1557,0.0184,0.0194,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,16,2,0.2341,0.0921,-0.142,0.0182,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,2,3,0.0707,0.0647,-0.006,-0.0228,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,3,3,0.0906,0.1064,0.0157,-0.0127,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,5,3,0.1052,0.1829,0.0777,-0.0544,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,8,3,0.159,0.2029,0.0438,-0.0053,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,16,3,0.2116,0.2627,0.0512,-0.0368,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,2,4,0.1111,0.1035,-0.0076,0.0548,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,3,4,0.0918,0.1122,0.0204,-0.0354,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,5,4,0.0967,0.1098,0.0131,-0.0543,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,8,4,0.1637,0.1955,0.0318,-0.0048,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,16,4,0.2525,0.2716,0.019,-0.0424,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,2,5,0.0721,0.1275,0.0555,-0.0326,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,3,5,0.1089,0.1344,0.0255,0.0147,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,5,5,0.1116,0.1315,0.02,-0.0081,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,8,5,0.0989,0.2009,0.102,-0.0104,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,40,16,5,0.1995,0.2439,0.0445,-0.0109,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,2,0,0.0657,0.0873,0.0216,0.023,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,3,0,0.1448,0.0936,-0.0511,-0.0089,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,5,0,0.0832,0.184,0.1008,0.0025,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,8,0,0.1644,0.1588,-0.0056,-0.0121,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,16,0,0.2355,0.1451,-0.0904,0.0216,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,2,1,-0.0001,0.0605,0.0606,0.0149,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,3,1,0.1015,0.1118,0.0104,-0.0195,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,5,1,0.1108,0.1658,0.055,-0.0365,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,8,1,0.1194,0.1803,0.061,-0.0218,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,16,1,0.248,0.2416,-0.0063,-0.0407,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,2,2,0.1492,0.1147,-0.0345,-0.0477,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,3,2,0.1401,0.1039,-0.0362,-0.0024,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,5,2,0.1014,0.1752,0.0738,0.002,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,8,2,0.1357,0.1804,0.0447,0.0191,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,16,2,0.228,0.2009,-0.0271,0.0181,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,2,3,0.0077,0.0147,0.0071,0.0045,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,3,3,0.0866,0.0613,-0.0252,-0.0151,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,5,3,0.1008,0.1963,0.0955,0.0063,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,8,3,0.1253,0.1522,0.027,-0.0401,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,16,3,0.1952,0.0594,-0.1358,-0.0301,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,2,4,0.14,0.0878,-0.0521,-0.0231,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,3,4,0.0808,0.089,0.0082,0.0331,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,5,4,0.1375,0.1645,0.027,-0.0252,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,8,4,0.1596,0.1544,-0.0052,-0.0125,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,16,4,0.2404,0.0955,-0.1449,-0.0199,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,2,5,0.1298,0.0907,-0.0391,-0.032,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,3,5,0.0763,0.1117,0.0355,-0.0375,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,5,5,0.0918,0.1299,0.0381,0.0107,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,8,5,0.1559,0.1741,0.0182,-0.002,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,44,16,5,0.1816,0.1666,-0.015,0.0274,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,2,0,0.0565,0.0837,0.0272,-0.0118,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,3,0,0.041,0.0729,0.0319,0.0166,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,5,0,0.0367,0.1793,0.1425,-0.0114,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,8,0,0.1649,0.1416,-0.0233,0.0103,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,16,0,0.2008,0.1562,-0.0447,0.0281,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,2,1,0.0852,0.0838,-0.0014,-0.0314,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,3,1,0.0821,0.1014,0.0193,-0.0446,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,5,1,0.1284,0.1251,-0.0034,-0.0015,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,8,1,0.1136,0.1949,0.0813,-0.0087,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,16,1,0.1407,0.1267,-0.014,-0.0402,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,2,2,0.0862,0.0502,-0.036,-0.0119,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,3,2,0.1596,0.1467,-0.0129,0.0057,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,5,2,0.1036,0.1588,0.0553,-0.0116,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,8,2,0.157,0.1814,0.0245,-0.0126,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,16,2,0.1721,0.1458,-0.0263,-0.0422,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,2,3,0.0371,0.0508,0.0137,0.015,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,3,3,0.0013,0.0764,0.0751,0.0054,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,5,3,0.0783,0.1819,0.1036,-0.0283,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,8,3,0.1222,0.1298,0.0076,-0.0563,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,16,3,0.142,0.1162,-0.0258,-0.0236,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,2,4,0.0664,0.039,-0.0274,0.0206,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,3,4,0.1083,0.1005,-0.0079,0.0123,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,5,4,0.1111,0.1958,0.0846,-0.05,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,8,4,0.1441,0.1259,-0.0182,-0.0268,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,16,4,0.1996,0.1374,-0.0622,-0.0502,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,2,5,0.0105,0.0177,0.0071,-0.0494,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,3,5,0.0267,0.0693,0.0426,-0.0113,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,5,5,0.1167,0.1206,0.0038,-0.0459,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,8,5,0.123,0.109,-0.0139,0.0315,42,18
Qwen/Qwen2.5-14B,fictional_b1,fictional,1,last,48,16,5,0.1857,0.1316,-0.0541,0.0405,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,2,0,-0.0659,-0.0659,0.0,0.0099,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,3,0,-0.0659,-0.0659,0.0,0.0099,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,5,0,-0.0659,-0.0542,0.0117,-0.0005,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,8,0,-0.0659,-0.0659,0.0,0.0099,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,16,0,-0.0659,-0.0659,0.0,0.0099,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,2,1,-0.0514,-0.0514,0.0,0.0028,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,3,1,-0.0514,-0.0514,0.0,0.0028,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,5,1,-0.0514,-0.038,0.0134,-0.0011,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,8,1,-0.0514,-0.0514,0.0,0.0028,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,16,1,-0.0301,-0.0514,-0.0214,0.0028,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,2,2,-0.0319,-0.0133,0.0186,0.0369,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,3,2,-0.0319,-0.0319,0.0,0.0315,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,5,2,-0.0319,-0.0133,0.0186,0.0315,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,8,2,-0.0319,-0.0166,0.0153,0.0369,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,16,2,-0.0319,-0.0319,0.0,0.0315,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,2,3,-0.0454,-0.0343,0.0112,0.0326,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,3,3,-0.0454,-0.0343,0.0112,0.0326,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,5,3,-0.0454,-0.0343,0.0112,0.0326,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,8,3,-0.0454,-0.0454,0.0,0.0326,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,16,3,-0.0454,-0.0262,0.0193,0.0201,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,2,4,-0.0572,-0.0572,0.0,0.0132,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,3,4,-0.0572,-0.0572,0.0,0.0132,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,5,4,-0.0572,-0.0265,0.0308,0.0217,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,8,4,-0.0572,-0.0572,0.0,0.0132,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,16,4,-0.0572,-0.0205,0.0367,0.0206,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,2,5,-0.0453,-0.0453,0.0,0.0417,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,3,5,-0.0453,-0.0362,0.0091,0.0445,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,5,5,-0.0453,-0.0453,0.0,0.0417,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,8,5,-0.0453,-0.0362,0.0091,0.0445,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,0,16,5,-0.0453,-0.0453,0.0,0.0417,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,2,0,0.0049,0.0675,0.0626,0.0436,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,3,0,0.0031,0.0158,0.0126,0.0152,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,5,0,0.0085,0.1492,0.1406,-0.0071,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,8,0,0.0905,0.1199,0.0294,0.0243,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,16,0,0.1515,0.0799,-0.0716,0.0285,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,2,1,0.0527,0.0489,-0.0038,-0.0193,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,3,1,0.0113,0.1141,0.1028,-0.0278,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,5,1,0.0045,0.1017,0.0972,0.0031,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,8,1,0.0628,0.0974,0.0346,-0.0058,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,16,1,0.169,0.1872,0.0182,-0.0126,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,2,2,-0.0058,0.028,0.0338,0.0072,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,3,2,0.0309,0.099,0.0682,-0.0147,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,5,2,-0.0005,0.1002,0.1007,-0.0627,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,8,2,0.026,0.1577,0.1317,-0.0265,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,16,2,0.1358,0.0005,-0.1353,-0.0347,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,2,3,-0.0285,-0.0137,0.0148,-0.0366,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,3,3,0.062,0.0629,0.0009,0.0223,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,5,3,0.0652,0.1827,0.1174,0.007,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,8,3,0.0711,0.124,0.0529,-0.0319,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,16,3,0.165,0.0794,-0.0856,-0.0257,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,2,4,-0.0062,0.0507,0.0569,-0.0058,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,3,4,0.0238,0.0954,0.0716,0.0361,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,5,4,0.0573,0.1634,0.1061,-0.0166,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,8,4,0.0516,0.1588,0.1071,-0.0235,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,16,4,0.1546,0.1344,-0.0202,0.0294,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,2,5,-0.0055,0.04,0.0455,-0.0415,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,3,5,0.0226,0.0373,0.0147,-0.0017,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,5,5,0.0469,0.1434,0.0965,-0.0018,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,8,5,0.0941,0.1278,0.0337,-0.0098,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,4,16,5,0.1512,0.052,-0.0992,-0.0157,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,2,0,0.023,0.0931,0.0701,-0.0062,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,3,0,0.0306,0.1395,0.1088,-0.0562,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,5,0,0.0549,0.2029,0.148,-0.0171,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,8,0,0.1081,0.2359,0.1277,-0.0104,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,16,0,0.2367,0.2564,0.0197,-0.0344,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,2,1,0.0315,0.1689,0.1373,0.0288,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,3,1,0.0548,0.1969,0.1421,-0.0259,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,5,1,0.0641,0.2847,0.2206,0.0005,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,8,1,0.1527,0.266,0.1134,-0.0153,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,16,1,0.2764,0.1729,-0.1035,0.0088,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,2,2,0.0283,0.0906,0.0623,-0.0178,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,3,2,0.0451,0.188,0.1429,-0.0249,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,5,2,0.072,0.2365,0.1644,-0.0441,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,8,2,0.0987,0.2653,0.1666,-0.0256,42,18
Qwen/Qwen2.5-14B,fictional_b2,fictional,2,premise,8,16,2,0.2385,0.1542,-0.0843,-0.0075,42,18
