model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,12,3,5,0.0196,0.2379,0.2184,-0.0221,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,12,5,5,0.151,0.2649,0.1139,-0.0266,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,12,8,5,0.191,0.3451,0.1541,-0.0543,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,12,16,5,0.2796,0.3499,0.0703,-0.0116,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,2,0,0.0242,0.0941,0.0699,-0.0269,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,3,0,0.0619,0.2158,0.1539,-0.0499,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,5,0,0.1295,0.2518,0.1224,-0.0395,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,8,0,0.1919,0.297,0.105,-0.0757,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,16,0,0.2688,0.4139,0.1451,-0.0798,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,2,1,0.0463,0.1053,0.059,0.0196,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,3,1,0.0579,0.2333,0.1753,-0.0314,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,5,1,0.0763,0.2627,0.1864,-0.008,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,8,1,0.1878,0.3007,0.1129,-0.0111,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,16,1,0.2969,0.3415,0.0446,-0.005,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,2,2,0.0351,0.1059,0.0708,-0.0001,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,3,2,0.0833,0.2539,0.1706,-0.0549,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,5,2,0.1625,0.324,0.1614,-0.0269,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,8,2,0.2251,0.3133,0.0882,-0.0488,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,16,2,0.2912,0.2931,0.0019,-0.0168,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,2,3,0.0627,0.1262,0.0635,-0.0042,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,3,3,0.1007,0.2304,0.1297,0.0244,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,5,3,0.0973,0.2752,0.1779,-0.0549,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,8,3,0.2038,0.3392,0.1355,-0.0509,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,16,3,0.2481,0.2503,0.0023,0.0145,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,2,4,0.0221,0.1281,0.106,-0.0284,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,3,4,0.0718,0.183,0.1112,-0.0516,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,5,4,0.1015,0.284,0.1825,-0.0322,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,8,4,0.2205,0.3196,0.0991,-0.0471,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,16,4,0.24,0.3428,0.1028,0.0144,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,2,5,0.0624,0.093,0.0306,0.0012,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,3,5,0.0616,0.2189,0.1573,0.0188,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,5,5,0.0763,0.2539,0.1776,-0.0002,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,8,5,0.158,0.3138,0.1558,-0.0136,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,16,16,5,0.2471,0.2763,0.0292,-0.0147,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,2,0,0.065,0.0862,0.0213,0.0171,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,3,0,0.038,0.2246,0.1866,-0.0609,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,5,0,0.086,0.3424,0.2563,-0.0474,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,8,0,0.2213,0.3043,0.0831,-0.0969,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,16,0,0.3145,0.3477,0.0332,-0.0789,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,2,1,0.0243,0.1676,0.1433,-0.0138,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,3,1,0.0983,0.1861,0.0879,-0.0286,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,5,1,0.1225,0.281,0.1585,0.0053,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,8,1,0.2133,0.3531,0.1397,-0.0467,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,16,1,0.2929,0.4014,0.1085,-0.0056,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,2,2,0.0442,0.1477,0.1035,-0.0665,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,3,2,0.057,0.192,0.135,-0.0179,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,5,2,0.0933,0.2939,0.2006,-0.0102,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,8,2,0.1858,0.3676,0.1818,-0.0429,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,16,2,0.2719,0.4229,0.151,-0.0482,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,2,3,0.0563,0.1253,0.0691,0.0247,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,3,3,0.0163,0.2388,0.2225,-0.0398,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,5,3,0.1005,0.28,0.1795,-0.037,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,8,3,0.2463,0.3518,0.1055,-0.017,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,16,3,0.2925,0.363,0.0706,-0.0692,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,2,4,0.0345,0.1378,0.1033,-0.0019,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,3,4,0.059,0.2256,0.1666,-0.0126,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,5,4,0.1193,0.2989,0.1795,-0.0446,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,8,4,0.1533,0.3276,0.1743,-0.047,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,16,4,0.2771,0.3728,0.0957,-0.0499,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,2,5,0.0589,0.1542,0.0953,-0.0221,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,3,5,0.0463,0.2039,0.1575,-0.0065,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,5,5,0.0886,0.2885,0.2,-0.0292,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,8,5,0.2008,0.3376,0.1368,-0.0125,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,20,16,5,0.2888,0.3405,0.0517,0.0216,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,2,0,0.0472,0.13,0.0828,-0.0636,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,3,0,0.0467,0.1461,0.0994,-0.0686,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,5,0,0.1227,0.2788,0.1561,-0.0804,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,8,0,0.2088,0.3487,0.1399,-0.0552,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,16,0,0.2912,0.363,0.0718,-0.0881,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,2,1,0.0326,0.1159,0.0833,-0.0494,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,3,1,0.083,0.2443,0.1614,-0.0323,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,5,1,0.1484,0.2337,0.0853,0.0044,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,8,1,0.1888,0.3302,0.1415,-0.0214,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,16,1,0.2589,0.3759,0.117,-0.0221,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,2,2,0.0645,0.1269,0.0624,-0.0065,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,3,2,0.091,0.1552,0.0642,0.0219,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,5,2,0.1118,0.2411,0.1293,-0.0344,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,8,2,0.1458,0.2911,0.1453,-0.0054,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,16,2,0.3048,0.3223,0.0175,0.0101,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,2,3,0.0185,0.147,0.1284,-0.0609,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,3,3,0.0547,0.2375,0.1827,-0.0455,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,5,3,0.0898,0.2755,0.1857,-0.066,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,8,3,0.2351,0.3433,0.1082,-0.0322,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,16,3,0.2958,0.4087,0.1129,-0.0661,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,2,4,0.0367,0.0883,0.0516,-0.0011,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,3,4,0.0651,0.2273,0.1622,-0.0182,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,5,4,0.1104,0.3044,0.194,-0.0422,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,8,4,0.1779,0.3394,0.1616,-0.0331,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,16,4,0.3053,0.3354,0.0302,-0.0724,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,2,5,0.038,0.1091,0.0711,0.0109,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,3,5,0.0668,0.1944,0.1275,-0.0079,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,5,5,0.1152,0.3076,0.1924,0.0126,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,8,5,0.1726,0.3419,0.1693,-0.0104,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,24,16,5,0.2853,0.2524,-0.0329,-0.0123,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,2,0,0.0128,0.1347,0.1219,0.025,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,3,0,0.0371,0.1354,0.0984,-0.036,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,5,0,0.0722,0.2853,0.2131,-0.0388,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,8,0,0.1447,0.3484,0.2037,-0.0611,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,16,0,0.2943,0.3425,0.0482,-0.0893,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,2,1,0.0137,0.0822,0.0686,-0.0087,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,3,1,0.0604,0.2019,0.1415,-0.0014,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,5,1,0.0766,0.27,0.1934,-0.0095,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,8,1,0.1836,0.2814,0.0977,-0.026,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,16,1,0.2792,0.2641,-0.0151,-0.0311,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,2,2,0.0316,0.1457,0.1141,-0.0033,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,3,2,0.0106,0.2344,0.2238,0.0308,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,5,2,0.0565,0.2578,0.2012,0.0034,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,8,2,0.1696,0.3411,0.1714,-0.044,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,16,2,0.2977,0.3892,0.0915,-0.0243,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,2,3,0.0592,0.1459,0.0868,-0.0406,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,3,3,0.0837,0.1695,0.0858,-0.041,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,5,3,0.0886,0.3031,0.2145,-0.0728,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,8,3,0.1185,0.3475,0.2289,-0.0883,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,16,3,0.2763,0.3195,0.0432,-0.0823,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,2,4,0.0404,0.1377,0.0973,-0.0067,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,3,4,0.0515,0.2232,0.1718,-0.0241,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,5,4,0.0919,0.2593,0.1674,0.0074,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,8,4,0.1128,0.272,0.1592,-0.0019,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,16,4,0.2439,0.2278,-0.0162,0.0017,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,2,5,0.0597,0.0955,0.0358,-0.0137,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,3,5,0.0256,0.1595,0.1339,-0.0363,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,5,5,0.1016,0.2161,0.1145,0.0099,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,8,5,0.1603,0.3281,0.1678,0.0193,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,28,16,5,0.2549,0.3463,0.0914,0.003,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,2,0,0.0623,0.0913,0.029,-0.0097,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,3,0,0.0601,0.1886,0.1285,-0.0133,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,5,0,0.0878,0.248,0.1602,-0.059,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,8,0,0.144,0.2535,0.1095,-0.06,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,16,0,0.2733,0.2375,-0.0358,-0.0305,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,2,1,0.0011,0.0902,0.0891,-0.0243,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,3,1,0.0656,0.1448,0.0792,-0.0237,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,5,1,0.0418,0.2333,0.1916,0.0226,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,8,1,0.1612,0.3122,0.151,-0.0047,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,16,1,0.3134,0.3426,0.0293,-0.0115,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,2,2,0.0081,0.0927,0.0846,-0.0679,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,3,2,0.0724,0.1434,0.0709,-0.0318,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,5,2,0.0743,0.2753,0.201,-0.004,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,8,2,0.118,0.3262,0.2082,-0.033,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,16,2,0.2486,0.2934,0.0448,-0.0413,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,2,3,-0.0003,0.1018,0.1021,-0.025,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,3,3,0.0385,0.1735,0.135,0.0021,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,5,3,0.0987,0.261,0.1623,-0.0451,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,8,3,0.1234,0.2109,0.0875,-0.075,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,16,3,0.2891,0.3057,0.0166,-0.0525,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,2,4,0.0757,0.127,0.0514,0.0231,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,3,4,0.0466,0.1908,0.1442,0.0078,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,5,4,0.1379,0.2671,0.1292,-0.0243,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,8,4,0.1631,0.308,0.1449,-0.0418,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,16,4,0.2729,0.2136,-0.0594,-0.0365,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,2,5,0.0187,0.1359,0.1171,0.0241,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,3,5,0.0532,0.203,0.1498,-0.0107,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,5,5,0.0811,0.2432,0.1621,-0.0411,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,8,5,0.1289,0.2691,0.1402,0.0294,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,32,16,5,0.2645,0.21,-0.0545,-0.0064,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,2,0,0.0336,0.1087,0.0752,0.008,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,3,0,0.0663,0.1745,0.1082,-0.0427,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,5,0,0.0774,0.2563,0.1789,-0.0109,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,8,0,0.1482,0.3072,0.1591,-0.0642,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,16,0,0.2526,0.2969,0.0442,-0.0329,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,2,1,0.0605,0.1222,0.0617,-0.0018,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,3,1,0.0993,0.2029,0.1036,-0.0195,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,5,1,0.0466,0.2386,0.192,-0.0085,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,8,1,0.1369,0.2894,0.1525,0.0131,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,16,1,0.2432,0.2555,0.0123,0.0681,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,2,2,0.0598,0.1549,0.0951,-0.0135,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,3,2,0.1013,0.194,0.0927,-0.0316,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,5,2,0.1082,0.2281,0.1199,-0.013,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,8,2,0.1664,0.274,0.1076,0.0142,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,16,2,0.2993,0.2356,-0.0638,-0.0298,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,2,3,0.0079,0.1136,0.1057,-0.0211,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,3,3,0.0605,0.21,0.1495,-0.0391,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,5,3,0.1288,0.2285,0.0997,-0.0202,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,8,3,0.1319,0.2556,0.1238,-0.0323,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,16,3,0.2801,0.3787,0.0986,-0.0498,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,2,4,0.0755,0.1594,0.0838,-0.0372,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,3,4,0.0812,0.2215,0.1403,-0.0005,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,5,4,0.1131,0.298,0.1849,-0.0234,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,8,4,0.1717,0.2912,0.1194,-0.0121,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,16,4,0.2912,0.2319,-0.0593,-0.0119,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,2,5,0.0354,0.1098,0.0744,-0.0298,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,3,5,0.0777,0.1671,0.0893,0.0216,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,5,5,0.1124,0.2526,0.1401,0.0047,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,8,5,0.1354,0.2871,0.1517,0.0347,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,36,16,5,0.229,0.3808,0.1518,-0.0125,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,2,0,0.0421,0.1256,0.0834,-0.0483,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,3,0,0.0499,0.2211,0.1712,-0.0347,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,5,0,0.1096,0.2591,0.1495,-0.0627,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,8,0,0.1643,0.3407,0.1765,-0.0507,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,16,0,0.2785,0.3219,0.0434,-0.0409,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,2,1,0.0979,0.1181,0.0202,-0.0062,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,3,1,0.0726,0.2124,0.1398,-0.0112,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,5,1,0.1183,0.1999,0.0816,0.0016,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,8,1,0.1544,0.2831,0.1286,-0.0607,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,16,1,0.2488,0.247,-0.0018,-0.0434,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,2,2,0.0203,0.1698,0.1495,-0.0449,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,3,2,0.1111,0.2086,0.0975,0.0014,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,5,2,0.099,0.234,0.135,-0.0202,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,8,2,0.2031,0.229,0.0259,0.0195,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,16,2,0.3081,0.1332,-0.1749,0.0103,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,2,3,0.0241,0.0418,0.0177,0.0236,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,3,3,0.053,0.2223,0.1693,-0.095,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,5,3,0.0811,0.2709,0.1899,-0.0495,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,8,3,0.1904,0.2639,0.0735,-0.0178,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,16,3,0.2862,0.2521,-0.0341,-0.0163,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,2,4,0.0926,0.1074,0.0147,0.0262,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,3,4,0.0185,0.1683,0.1498,-0.011,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,5,4,0.1112,0.2608,0.1496,0.0141,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,8,4,0.1611,0.2705,0.1094,0.0053,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,16,4,0.2955,0.2436,-0.0519,-0.0208,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,2,5,0.0115,0.111,0.0994,0.0336,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,3,5,0.057,0.1673,0.1104,0.0731,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,5,5,0.1133,0.2684,0.1551,0.0073,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,8,5,0.1558,0.2717,0.1159,-0.0174,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,40,16,5,0.2999,0.2469,-0.053,-0.0205,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,2,0,0.023,0.1129,0.0899,-0.03,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,3,0,0.0191,0.178,0.1589,-0.0314,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,5,0,0.0985,0.2323,0.1338,-0.0319,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,8,0,0.198,0.2217,0.0237,-0.0305,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,16,0,0.2861,0.171,-0.1151,-0.0334,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,2,1,0.008,0.1146,0.1065,0.0433,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,3,1,0.0236,0.1845,0.1609,-0.0101,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,5,1,0.1118,0.2683,0.1565,-0.0034,42,18
Qwen/Qwen2.5-14B,fictional_b3,fictional,3,premise,44,8,1,0.1442,0.3132,0.1691,0.021,42,18
